Izborna jedinica;Grad/opæina;Broj biraèkih mjesta;Ukupno biraèa;Glasovalo ukupno;Glasovalo (prema listiæimma);Listiæi važeæi;Listiæi nevažeæi;Kandidat: ÐEMAL BRATIÆ, Predlagatelj: DEMOKRATSKI SAVEZ BOŠNJAKA SLAVONIJE I BARANJE (DSBSB);Kandidat: LUIGJ DAKA, dr.med., Predlagatelj: UDRUGA ALBANACA KOSOVA ZAGREB - UAKZ;Kandidat: SANEL HAMZIÆ, Predlagatelj: HRVATSKA STRANKA MLADIH - HSM;Kandidat: NEDŽAD HODŽIÆ, dipl.ing., Predlagatelj: NEOVISNI KANDIDAT;Kandidat: IBRAHIM IMŠIREVIÆ, Predlagatelj: NEOVISNI KANDIDAT;Kandidat: MARK KRASNIÆ, Predlagatelj: ABECEDA DEMOKRACIJE - ABECEDA;"Kandidat: HAMDIJA MALIÆ, Predlagatelj: UDRUGA BOŠNJAKA BRANITELJA DOMOVINSKOG RATA HRVATSKE - UBBDRH, UDRUGA BOŠNJAKA BRANITELJA DOMOVINSKOG RATA HRVATSKE, OGRANAK GRADA ZAGREBA - UDBBDRHOGZ, UDRUGA BOŠNJAKA BRANITELJA DOMOVINSKOG RATA HRVATSKE, OGRANAK GRADA RIJEKE, KULTURNO-UMJETNIÈKO DRUŠTVO ""BOSNA"" ISTARSKE ŽUPANIJE, BOŠNJAÈKO KULTURNO-UMJETNIÈKO DRUŠTVO ""NUR"" SISAK, BOŠNJAÈKA NACIONALNA ZAJEDNICA LABINA, BOŠNJAÈKA NACIONALNA ZAJEDNICA ZA GRAD DUBROVNIK I DUBROVAÈKO-NERETVANSKU ŽUPANIJU , UDRUGA BOŠNJAKA BRANITELJA DOMOVINSKOG RATA HRVATSKE GRADA DUBROVNIKA I DUBROVAÈKO-NERETVANSKE ŽUPANIJE – UBBDRH-O.G.D I D.N.Ž., KULTURNO DRUŠTVO BOŠNJAKA ""PREPOROD"" DUBROVNIK , UDRUGA ""ZDRUG HRVATSKE OBRANE - NIKOLA ŠUBIÆ ZRINSKI"", SABOR BOŠNJAÈKIH ASOCIJACIJA HRVATSKE – SABAH , UDRUGA BOŠNJAKA BRANITELJA DOMOVINSKOG RATA HRVATSKE OGRANAK GRADA SISKA I SISAÈKO MOSLAVAÈKE ŽUPANIJE";Kandidat: ANGEL MITREVSKI, dipl.ing., Predlagatelj: ZAJEDNICA MAKEDONACA U REPUBLICI HRVATSKOJ;"Kandidat: FROK PREKPALAJ, Predlagatelj: ALBANSKO KULTURNO DRUŠTVO U HRVATSKOJ ""SHKËNDIJA""";Kandidat: IBRAHIM RUŽNIÆ, Predlagatelj: HRVATSKA NARODNA STRANKA-LIBERALNI DEMOKRATI - HNS;Kandidat: BASHKIM SHEHU, Predlagatelj: FORUM ALBANSKIH INTELEKTUALACA;Kandidat: SULEJMAN TABAKOVIÆ, Predlagatelj: NEOVISNI KANDIDAT;Kandidat: dr.sc. ŠEMSO TANKOVIÆ, Predlagatelj: STRANKA DEMOKRATSKE AKCIJE HRVATSKE - SDA HRVATSKE;;;;;;;;;;;;;;
7;JELENJE  ;9;27;4;4;4;0;1;0;0;0;0;2;0;0;0;0;1;0;0;;;;;;;;;;;;;;
7;JOSIPDOL  ;11;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
7;KAMANJE  ;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
7;KLANA  ;6;8;2;2;2;0;0;0;1;0;0;0;0;1;0;0;0;0;0;;;;;;;;;;;;;;
7;KLINÈA SELA  ;16;1;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;;;;;;;;;;;;;
7;KRAŠIÆ  ;13;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
7;KRNJAK  ;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
7;LASINJA  ;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
7;LOKVE  ;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
7;MRKOPALJ  ;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
7;NETRETIÆ  ;17;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
7;PISAROVINA  ;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
7;PLAŠKI  ;3;3;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;
7;RAKOVICA  ;5;3;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;
7;RAVNA GORA  ;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
7;RIBNIK  ;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
7;SABORSKO  ;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
7;SKRAD  ;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
7;STUPNIK  ;3;5;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
7;TOUNJ  ;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
7;VINODOLSKA OPÆINA  ;5;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
7;VIŠKOVO  ;7;99;38;38;38;0;0;0;0;16;0;0;3;2;0;5;6;1;5;;;;;;;;;;;;;;
7;VOJNIÆ  ;12;77;52;52;50;2;1;0;0;14;0;0;1;0;0;5;3;0;26;;;;;;;;;;;;;;
7;ŽAKANJE  ;12;6;3;3;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
7;ŽUMBERAK  ;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
8;BUJE  ;8;94;20;20;20;0;1;5;2;4;0;0;0;2;0;1;1;1;3;;;;;;;;;;;;;;
8;BUZET  ;16;86;41;41;40;1;0;0;0;21;0;0;2;0;0;0;1;8;8;;;;;;;;;;;;;;
8;CRES  ;8;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
8;CRIKVENICA  ;9;123;20;20;20;0;0;3;1;2;0;0;0;0;0;0;6;1;7;;;;;;;;;;;;;;
8;KRALJEVICA  ;5;28;5;5;5;0;0;0;0;0;0;0;1;0;0;0;1;0;3;;;;;;;;;;;;;;
8;KRK  ;9;57;8;8;8;0;0;1;0;0;0;0;0;0;0;1;6;0;0;;;;;;;;;;;;;;
8;LABIN  ;16;232;99;99;97;2;1;2;3;40;1;2;17;0;0;0;3;13;15;;;;;;;;;;;;;;
8;MALI LOŠINJ  ;13;108;8;8;8;0;0;2;0;0;0;0;0;1;0;2;3;0;0;;;;;;;;;;;;;;
8;NOVIGRAD  ;3;126;14;14;14;0;0;0;2;11;0;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;
8;OPATIJA  ;14;133;12;12;12;0;0;2;1;0;0;1;1;0;0;5;1;0;1;;;;;;;;;;;;;;
8;PAZIN  ;15;19;3;3;3;0;0;0;1;1;0;0;1;0;0;0;0;0;0;;;;;;;;;;;;;;
8;POREÈ  ;14;504;144;144;144;0;0;43;1;86;0;1;4;2;3;2;1;1;0;;;;;;;;;;;;;;
8;PULA  ;39;976;251;250;249;1;2;25;4;62;1;2;5;6;1;10;25;11;95;;;;;;;;;;;;;;
8;RAB  ;8;53;9;9;9;0;0;0;1;0;0;0;0;1;0;2;5;0;0;;;;;;;;;;;;;;
8;RIJEKA  ;96;1609;406;402;399;3;2;7;4;151;6;3;40;12;2;57;34;7;74;;;;;;;;;;;;;;
8;ROVINJ  ;12;433;87;87;86;1;0;36;0;17;0;0;0;0;0;0;5;6;22;;;;;;;;;;;;;;
8;UMAG  ;11;304;82;82;81;1;1;6;0;30;0;2;0;0;1;3;6;1;31;;;;;;;;;;;;;;
8;VODNJAN  ;4;93;45;45;37;8;0;3;0;10;0;0;0;1;0;2;0;1;20;;;;;;;;;;;;;;
8;BALE  ;1;23;12;12;12;0;0;1;0;9;0;0;0;0;0;0;0;1;1;;;;;;;;;;;;;;
8;BARBAN  ;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
8;BAŠKA  ;4;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
8;BRTONIGLA  ;4;25;2;2;2;0;0;0;0;0;0;0;0;0;0;1;0;0;1;;;;;;;;;;;;;;
8;CEROVLJE  ;7;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
8;DOBRINJ  ;5;28;14;14;14;0;0;0;0;1;0;0;0;0;0;0;0;1;12;;;;;;;;;;;;;;
8;FAŽANA  ;2;47;6;6;6;0;0;1;1;2;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;
8;FUNTANA  ;1;21;3;3;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
8;GRAÈIŠÆE  ;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
8;GROŽNJAN  ;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
8;KANFANAR  ;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
8;KAROJBA  ;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
8;KAŠTELIR - LABINCI  ;2;11;4;4;4;0;0;0;0;1;0;0;0;3;0;0;0;0;0;;;;;;;;;;;;;;
8;KOSTRENA  ;3;26;5;5;5;0;0;0;0;2;0;0;0;0;0;1;2;0;0;;;;;;;;;;;;;;
8;KRŠAN  ;8;117;81;81;80;1;0;0;0;63;0;0;0;0;0;0;0;2;15;;;;;;;;;;;;;;
8;LANIŠÆE  ;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
8;LIŽNJAN  ;5;17;3;3;3;0;0;1;0;0;0;1;0;0;0;0;0;0;1;;;;;;;;;;;;;;
8;LOPAR  ;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
8;LOVRAN  ;6;54;14;14;14;0;0;0;1;4;0;0;0;0;0;1;0;0;8;;;;;;;;;;;;;;
8;LUPOGLAV  ;8;4;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
8;MALINSKA-DUBAŠNICA  ;5;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
8;MARÈANA  ;12;15;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;4;;;;;;;;;;;;;;
8;MATULJI  ;20;123;14;14;14;0;0;4;0;2;0;2;0;2;0;4;0;0;0;;;;;;;;;;;;;;
8;MEDULIN  ;6;176;22;22;20;2;0;9;0;1;1;0;0;0;0;0;8;0;1;;;;;;;;;;;;;;
8;MOŠÆENIÈKA DRAGA  ;3;14;2;2;2;0;0;0;0;1;0;0;0;0;0;0;1;0;0;;;;;;;;;;;;;;
8;MOTOVUN  ;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
8;OMIŠALJ  ;4;59;22;22;22;0;1;0;0;0;0;0;0;0;1;6;1;0;13;;;;;;;;;;;;;;
8;OPRTALJ  ;2;4;2;2;2;0;0;0;0;1;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;
8;PIÆAN  ;5;3;2;2;2;0;0;0;0;1;0;0;0;0;1;0;0;0;0;;;;;;;;;;;;;;
8;PUNAT  ;3;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
8;RAŠA  ;8;151;74;74;71;3;1;1;1;35;0;0;3;0;0;1;2;0;27;;;;;;;;;;;;;;
8;SVETA NEDELJA  ;6;27;15;15;14;1;0;0;0;10;0;0;4;0;0;0;0;0;0;;;;;;;;;;;;;;
8;SVETI LOVREÈ  ;2;4;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
8;SVETI PETAR U ŠUMI  ;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
8;SVETVINÈENAT  ;8;8;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;
8;TAR-VABRIGA  ;2;9;2;2;2;0;0;0;0;1;0;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;
8;TINJAN  ;3;7;2;2;2;0;0;0;0;0;0;0;0;0;0;0;1;0;1;;;;;;;;;;;;;;
8;VIŠNJAN  ;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
8;VIŽINADA  ;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
8;VRBNIK  ;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
8;VRSAR  ;2;33;6;6;6;0;0;0;1;4;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;
8;ŽMINJ  ;4;12;6;6;6;0;0;0;0;0;0;0;0;1;0;0;5;0;0;;;;;;;;;;;;;;
9;BENKOVAC  ;28;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
9;BIOGRAD NA MORU  ;4;15;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;
9;DRNIŠ  ;25;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
9;GOSPIÆ  ;29;28;2;2;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;;;;;;;;;;;;;;
9;KAŠTELA  ;18;61;10;10;10;0;2;0;0;0;0;1;0;2;0;0;1;0;4;;;;;;;;;;;;;;
9;KNIN  ;15;35;2;2;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
9;NIN  ;6;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
9;NOVALJA  ;8;33;3;3;3;0;0;0;0;0;0;0;0;0;3;0;0;0;0;;;;;;;;;;;;;;
9;OBROVAC  ;6;20;5;5;5;0;0;0;0;1;0;0;0;0;3;0;0;0;1;;;;;;;;;;;;;;
9;OTOÈAC  ;20;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
9;PAG  ;7;27;2;2;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
9;SENJ  ;9;33;2;2;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
9;SINJ  ;23;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
9;SKRADIN  ;11;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
9;ŠIBENIK  ;79;182;9;9;9;0;0;0;0;0;0;0;1;0;0;0;6;1;1;;;;;;;;;;;;;;
9;TRILJ  ;22;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
9;TROGIR  ;18;55;3;3;3;0;0;0;0;0;0;0;0;0;0;1;1;0;1;;;;;;;;;;;;;;
9;VODICE  ;11;48;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;
9;VRLIKA  ;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
9;ZADAR  ;68;466;37;37;36;1;0;3;1;1;0;0;0;1;7;3;0;0;20;;;;;;;;;;;;;;
9;BIBINJE  ;2;15;3;3;3;0;0;0;0;0;0;0;0;0;0;0;1;0;2;;;;;;;;;;;;;;
9;BILICE  ;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
9;BISKUPIJA  ;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
9;BRINJE  ;10;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
9;CIVLJANE  ;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
9;DICMO  ;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
9;DONJI LAPAC  ;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
9;DUGOPOLJE  ;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
9;ERVENIK  ;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
9;GALOVAC  ;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
9;GRAÈAC  ;5;11;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;;;;;;;;;;;;;;
9;HRVACE  ;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
9;JASENICE  ;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
9;KALI  ;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
9;KARLOBAG  ;4;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
9;KIJEVO  ;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
9;KISTANJE  ;6;2;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
9;KLIS  ;14;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
9;KOLAN  ;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
9;KUKLJICA  ;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
9;LEÆEVICA  ;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
9;LIŠANE OSTROVIÈKE  ;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
9;LOVINAC  ;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
9;MARINA  ;16;8;2;2;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;;;;;;;;;;;;;;
9;MUÆ  ;15;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
9;MURTER-KORNATI  ;3;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
9;NOVIGRAD  ;3;10;3;3;3;0;0;2;0;0;0;0;0;0;1;0;0;0;0;;;;;;;;;;;;;;
9;OKRUG  ;4;11;3;3;2;1;0;0;0;0;0;0;0;0;2;0;0;0;0;;;;;;;;;;;;;;
9;OTOK  ;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
9;PAKOŠTANE  ;5;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
9;PAŠMAN  ;8;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
9;PERUŠIÆ  ;14;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
9;PIROVAC  ;5;8;2;2;2;0;0;0;1;0;0;0;0;0;1;0;0;0;0;;;;;;;;;;;;;;
9;PLITVIÈKA JEZERA  ;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
9;POLAÈA  ;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
9;POLIÈNIK  ;10;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
9;POSEDARJE  ;8;7;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;
9;POVLJANA  ;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
9;PREKO  ;8;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
9;PRGOMET  ;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
9;PRIMORSKI DOLAC  ;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
9;PRIMOŠTEN  ;4;11;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;
9;PRIVLAKA  ;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
9;PROMINA  ;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
9;RAŽANAC  ;8;10;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;
9;ROGOZNICA  ;7;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
9;RUŽIÆ  ;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
9;SALI  ;12;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
9;SEGET  ;7;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
9;STANKOVCI  ;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
9;STARIGRAD  ;3;7;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;;;;;;;;;;;;;
9;SUKOŠAN  ;5;18;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
9;SVETI FILIP I JAKOV  ;7;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
9;ŠKABRNJA  ;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
9;TISNO  ;6;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
9;TKON  ;2;6;2;2;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;;;;;;;;;;;;;;
9;TRIBUNJ  ;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
9;UDBINA  ;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
9;UNEŠIÆ  ;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
9;VIR  ;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
9;VRHOVINE  ;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
9;VRSI  ;2;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
9;ZEMUNIK DONJI  ;2;13;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;;;;;;;;;;;;;
10;DUBROVNIK  ;58;507;172;172;166;6;0;2;5;19;0;1;9;1;10;1;2;7;109;;;;;;;;;;;;;;
10;HVAR  ;9;18;2;2;2;0;0;0;0;1;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;
10;IMOTSKI  ;16;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
10;KOMIŽA  ;3;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
10;KORÈULA  ;10;33;4;4;4;0;0;1;0;0;0;0;0;0;3;0;0;0;0;;;;;;;;;;;;;;
10;MAKARSKA  ;7;46;3;3;2;1;0;1;0;0;0;0;0;0;0;0;1;0;0;;;;;;;;;;;;;;
10;METKOVIÆ  ;13;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
10;OMIŠ  ;43;24;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;
10;OPUZEN  ;5;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
10;PLOÈE  ;15;37;3;3;3;0;0;1;0;0;0;0;0;1;1;0;0;0;0;;;;;;;;;;;;;;
10;SOLIN  ;18;23;5;5;4;1;0;0;0;0;1;0;0;0;0;0;0;0;3;;;;;;;;;;;;;;
10;SPLIT  ;161;626;80;79;75;4;2;2;2;0;1;0;4;17;5;7;12;3;20;;;;;;;;;;;;;;
10;STARI GRAD  ;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
10;SUPETAR  ;6;5;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;
10;VIS  ;5;3;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;;;;;;;;;;;;;
10;VRGORAC  ;27;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
10;BAŠKA VODA  ;5;13;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
10;BLATO  ;4;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
10;BOL  ;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
10;BRELA  ;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
10;CISTA PROVO  ;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
10;DUBROVAÈKO PRIMORJE  ;18;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
10;DUGI RAT  ;7;18;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;;;;;;;;;;;;;
10;GRADAC  ;5;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
10;JANJINA  ;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
10;JELSA  ;10;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
10;KONAVLE  ;28;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
