Grad/opæina;Redni broj biraèkog mjesta;Ukupno biraèa;Glasovalo ukupno;Glasovalo (prema listiæimma);Listiæi važeæi;Listiæi nevažeæi;ABECEDA DEMOKRACIJE - ABECEDA, Nositelj liste: mr.sc. DRAGUTIN PRIBANIÆ                                       ;AKCIJA MLADIH - AM, Nositelj liste: GORAN FRKOVIÆ, dipl.iur.                                                    ;AUTOHTONA-HRVATSKA SELJAÈKA STRANKA - A-HSS, Nositelj liste: JASENKO STIPAC, dipl.ing.                         ;DEMOKRATSKA STRANKA ŽENA - DSŽ, ZELENI HRVATSKE - ZELENI HR, Nositelj liste: MARIJA JELINÈIÆ;DEMOKRATSKI CENTAR - DC, Nositelj liste: VESNA ŠKARE OŽBOLT, dipl.iur.;DOMOVINSKA GRAÐANSKA STRANKA - DGS, Nositelj liste: NENAD DUBRAVEC;GOSPODARSKA STRANKA - GS, Nositelj liste: STJEPAN GNJEÈ                                            ;HRVATSKA ÈISTA STRANKA PRAVA - HÈSP, Nositelj liste: JOSIP MILJAK                                   ;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ, Nositelj liste: dr.sc. IVO SANADER                                 ;HRVATSKA EUROPSKA STRANKA - HES, Nositelj liste: NAJA ŠEBALJ          ;HRVATSKA NARODNA STRANKA-LIBERALNI DEMOKRATI - HNS, Nositelj liste: RADIMIR ÈAÈIÆ                   ;HRVATSKA RADNIÈKA STRANKA - HRS, AKCIJA SOCIJALDEMOKRATA HRVATSKE - ASH, ZELENA STRANKA - ZS, Nositelj liste: ZLATKO KLARIÆ, prof.;HRVATSKA SELJAÈKA STRANKA - HSS, HRVATSKA SOCIJALNO LIBERALNA STRANKA - HSLS, PRIMORSKO GORANSKI SAVEZ - PGS, Nositelj liste: BOŽIDAR PANKRETIÆ;HRVATSKA STRANKA MLADIH - HSM, Nositelj liste: ROBERT OSTRUN                                        ;HRVATSKA STRANKA PRAVA - HSP, Nositelj liste: ANTO ÐAPIÆ;HRVATSKA STRANKA UMIROVLJENIKA - HSU, Nositelj liste: mr.sc. VLADIMIR JORDAN                    ;HRVATSKI PRAVAŠI-HRVATSKI PRAVAŠKI POKRET - HP-HPP, Nositelj liste: MLADEN ŠEPIÆ;JEDINO HRVATSKA-POKRET ZA HRVATSKU - JEDINO HRVATSKA, Nositelj liste: KRUNOSLAV GAŠPARIÆ;LJEVICA HRVATSKE - LJEVICA, SOCIJALISTIÈKA RADNIÈKA PARTIJA HRVATSKE - SRP, ISTARSKI SOCIJALDEMOKRATSKI FORUM-FORO SOCIAL DEMOCRATICO ISTRIANO - ISDF-FSDI, HRVATSKI SOCIJALDEMOKRATI - HSD, Nositelj liste: VLADIMIR BEBIÆ, dipl. politolog;NEOVISNA LISTA, Nositelj liste: HRVOJE HITREC                                 ;NEOVISNA LISTA, Nositelj liste: IVAN LONÈAR, dipl.ing.                                 ;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP, Nositelj liste: ZORAN MILANOVIÆ;STRANKA UMIROVLJENIKA - SU, Nositelj liste: VENKO BANOVIÆ;ZELENA LISTA, Nositelj liste: DRAGUTIN RIBARIÆ.                                                          ;;;
ZAGREB-JUŽNI DIO;49;894;546;546;538;8;0;2;0;5;8;1;0;1;142;0;44;12;16;6;19;38;1;0;1;6;1;223;6;6;;;
ZAGREB-JUŽNI DIO;50;948;689;689;681;8;0;3;0;4;4;0;2;1;175;0;59;3;23;10;16;29;0;7;3;1;1;324;8;8;;;
ZAGREB-JUŽNI DIO;51;1033;663;660;654;6;0;1;2;7;3;0;1;2;148;0;50;4;35;8;12;39;2;5;0;1;4;316;13;1;;;
ZAGREB-JUŽNI DIO;52;1020;723;721;713;8;1;2;1;5;4;0;0;0;174;0;50;0;25;7;20;61;0;5;6;1;2;331;12;6;;;
ZAGREB-JUŽNI DIO;53;1041;766;721;707;14;0;0;0;6;3;0;0;1;218;0;72;5;23;4;16;26;0;3;1;2;0;303;11;13;;;
ZAGREB-JUŽNI DIO;54;871;601;600;591;9;2;2;0;2;4;0;0;4;160;1;40;3;13;2;23;43;2;1;2;2;6;260;15;4;;;
ZAGREB-JUŽNI DIO;55;1232;849;847;839;8;2;2;2;4;7;0;1;1;240;0;77;5;29;4;20;42;0;14;0;2;6;354;20;7;;;
ZAGREB-JUŽNI DIO;56;1153;799;799;796;3;0;1;0;3;6;0;0;2;206;0;65;3;31;6;18;52;1;3;8;3;4;365;10;9;;;
ZAGREB-JUŽNI DIO;57;1450;984;980;970;10;2;4;1;6;9;0;3;0;295;1;59;10;39;6;21;42;2;17;6;2;3;419;11;12;;;
ZAGREB-JUŽNI DIO;58;1307;938;938;928;10;0;2;0;10;5;0;1;2;269;2;82;4;35;10;37;60;1;9;3;3;5;371;8;9;;;
ZAGREB-JUŽNI DIO;59;1364;941;941;933;8;0;0;1;8;9;0;1;2;269;2;68;4;33;8;15;32;0;10;3;3;5;445;10;5;;;
ZAGREB-JUŽNI DIO;60;1234;829;829;821;8;1;5;0;4;8;0;0;1;272;1;60;1;35;8;23;34;0;22;2;3;13;310;12;6;;;
ZAGREB-JUŽNI DIO;61;1449;987;987;979;8;0;6;0;7;13;0;0;3;314;0;79;5;56;6;31;38;2;15;5;1;7;375;8;8;;;
ZAGREB-JUŽNI DIO;62;1490;968;967;960;7;0;3;2;3;4;0;0;3;339;0;71;2;31;3;24;43;0;7;2;2;4;399;9;9;;;
ZAGREB-JUŽNI DIO;63;1020;690;690;677;13;0;1;1;4;2;0;0;2;203;1;55;7;27;5;22;31;1;12;1;5;3;286;3;5;;;
ZAGREB-JUŽNI DIO;64;1001;751;751;744;7;0;0;0;5;8;0;1;0;208;0;51;3;36;8;10;43;1;1;3;1;1;351;5;8;;;
ZAGREB-JUŽNI DIO;65;1074;750;750;744;6;2;1;0;7;5;1;1;1;232;0;54;3;26;10;31;33;1;7;3;2;1;308;11;4;;;
ZAGREB-JUŽNI DIO;66;1681;1108;1108;1094;14;1;4;1;6;6;0;1;4;371;1;70;12;56;7;32;74;4;9;2;4;4;408;11;6;;;
ZAGREB-JUŽNI DIO;67;1602;981;981;972;9;1;2;0;4;13;0;0;2;394;0;40;7;30;9;25;30;0;7;0;1;4;392;6;5;;;
ZAGREB-JUŽNI DIO;68;1429;934;933;924;9;0;4;0;6;8;0;0;3;332;2;47;6;28;6;19;36;1;11;1;1;6;395;6;6;;;
ZAGREB-JUŽNI DIO;69;1480;996;996;983;13;0;4;2;5;5;0;2;0;344;0;52;3;41;6;28;45;3;11;1;1;7;409;9;5;;;
ZAGREB-JUŽNI DIO;70;1305;837;836;819;17;0;1;1;6;3;0;1;0;311;1;47;2;21;6;37;26;1;2;4;3;7;328;4;7;;;
ZAGREB-JUŽNI DIO;71;1356;930;903;898;5;2;2;1;8;13;0;0;1;295;1;54;7;47;7;25;29;1;9;3;5;4;367;11;6;;;
ZAGREB-JUŽNI DIO;72;1946;1162;1162;1147;15;1;9;4;10;15;0;0;3;437;1;48;6;40;10;49;61;1;7;7;1;2;412;10;13;;;
ZAGREB-JUŽNI DIO;73;1868;1200;1196;1185;11;0;3;1;5;7;0;2;0;450;1;59;4;44;12;37;22;1;20;5;3;9;479;12;9;;;
ZAGREB-JUŽNI DIO;74;771;518;518;508;10;0;3;0;6;5;0;1;0;129;1;26;2;19;5;20;27;0;3;3;3;3;243;4;5;;;
ZAGREB-JUŽNI DIO;75;1426;922;922;916;6;1;0;2;3;15;0;1;0;273;0;46;3;43;12;24;52;0;4;3;2;4;408;12;8;;;
ZAGREB-JUŽNI DIO;76;1513;980;980;967;13;0;3;1;9;6;0;0;5;291;0;75;10;58;5;25;41;5;8;1;2;4;399;12;7;;;
ZAGREB-JUŽNI DIO;77;1496;1004;1003;993;10;1;3;2;4;10;0;0;5;318;0;79;8;46;11;20;41;0;6;0;0;3;421;9;6;;;
ZAGREB-JUŽNI DIO;78;1404;1047;966;952;14;0;5;0;5;11;0;1;4;287;0;50;5;22;10;23;38;0;2;2;3;1;468;5;10;;;
ZAGREB-JUŽNI DIO;79;1686;1153;1153;1141;12;1;2;1;7;10;10;1;1;422;1;50;2;44;6;37;48;1;6;3;9;2;468;3;6;;;
ZAGREB-JUŽNI DIO;80;1475;985;985;971;14;0;8;2;12;12;0;3;5;264;0;73;2;29;9;24;49;0;8;5;5;12;438;5;6;;;
ZAGREB-JUŽNI DIO;81;1358;1073;1073;1065;8;1;2;0;11;7;1;0;1;257;2;287;1;35;8;25;18;2;8;1;2;6;378;4;8;;;
ZAGREB-JUŽNI DIO;82;1236;905;905;900;5;0;3;0;3;8;0;2;1;219;0;214;4;19;5;21;8;1;6;3;0;7;368;2;6;;;
ZAGREB-JUŽNI DIO;83;1411;953;953;935;18;0;2;1;5;12;0;0;1;290;1;70;7;40;7;25;47;0;8;7;2;1;396;6;7;;;
ZAGREB-JUŽNI DIO;84;1177;784;784;773;11;0;0;1;4;9;0;1;1;247;1;37;1;28;8;15;40;0;7;1;2;4;350;14;2;;;
ZAGREB-JUŽNI DIO;85;1433;966;966;947;19;0;5;1;6;16;0;0;4;285;0;63;4;32;4;29;35;1;5;5;1;4;430;8;9;;;
ZAGREB-JUŽNI DIO;86;1213;802;802;790;12;1;0;0;9;6;0;0;4;276;0;50;6;12;6;31;33;0;8;0;5;4;320;10;9;;;
ZAGREB-JUŽNI DIO;87;1579;1053;1053;1041;12;0;7;2;12;10;0;1;1;372;1;59;2;55;10;26;40;2;8;3;3;8;404;11;4;;;
ZAGREB-JUŽNI DIO;88;1269;841;841;825;16;0;1;1;7;4;1;1;4;245;0;56;1;37;7;20;34;3;5;3;4;2;367;15;7;;;
ZAGREB-JUŽNI DIO;89;1321;928;928;919;9;0;2;1;6;9;1;0;1;294;0;84;5;23;8;32;38;0;10;3;0;2;391;6;3;;;
ZAGREB-JUŽNI DIO;90;1374;947;946;939;7;3;3;0;5;6;1;1;2;282;0;83;2;28;6;31;52;2;6;4;5;1;386;19;11;;;
ZAGREB-JUŽNI DIO;91;1750;1172;1172;1155;17;1;6;0;5;8;0;1;1;337;0;75;7;49;18;25;61;0;6;1;2;3;527;16;6;;;
ZAGREB-JUŽNI DIO;92;1543;1033;1033;1021;12;4;1;2;2;6;0;1;5;299;1;94;2;29;13;29;54;0;1;1;2;1;456;10;8;;;
ZAGREB-JUŽNI DIO;93;1218;862;862;848;14;0;3;1;4;6;3;1;2;203;1;34;3;30;6;20;56;1;6;3;4;5;433;10;13;;;
ZAGREB-JUŽNI DIO;94;1265;877;877;867;10;1;3;0;4;8;0;1;2;238;2;73;7;31;7;20;48;0;4;2;1;7;382;18;8;;;
ZAGREB-JUŽNI DIO;95;1020;672;672;667;5;1;3;1;5;3;0;1;2;195;0;50;3;21;10;19;53;1;3;5;1;0;281;8;1;;;
ZAGREB-JUŽNI DIO;96;1052;711;711;706;5;0;2;1;4;12;1;1;3;202;0;40;3;20;10;19;48;0;7;3;2;1;307;18;2;;;
ZAGREB-JUŽNI DIO;97;1174;787;787;783;4;2;1;0;2;3;0;0;1;168;1;72;4;19;6;25;51;0;6;6;1;2;393;17;3;;;
ZAGREB-JUŽNI DIO;98;1160;824;824;816;8;1;2;4;5;10;0;0;3;208;0;35;2;41;9;17;44;2;5;8;3;1;396;11;9;;;
ZAGREB-JUŽNI DIO;99;1534;1106;1106;1095;11;0;2;2;8;11;0;0;2;260;0;59;4;43;16;35;81;1;5;3;5;8;520;23;7;;;
ZAGREB-JUŽNI DIO;100;1236;760;738;723;15;2;3;2;4;7;1;3;1;201;0;22;1;85;4;30;35;3;0;1;2;1;298;14;3;;;
ZAGREB-JUŽNI DIO;101;1540;924;924;916;8;1;7;1;5;13;1;1;1;354;3;29;6;67;10;26;33;1;6;1;2;9;328;10;1;;;
ZAGREB-JUŽNI DIO;102;1661;1018;1017;994;23;1;3;3;7;14;0;1;1;391;1;28;6;101;8;48;36;1;5;3;3;5;308;16;4;;;
ZAGREB-JUŽNI DIO;103;744;474;474;470;4;0;1;5;2;4;1;1;1;122;0;14;3;72;6;4;17;3;3;3;0;0;202;5;1;;;
ZAGREB-JUŽNI DIO;104;573;421;421;417;4;0;1;2;2;7;0;0;1;194;0;14;3;60;1;11;9;0;3;0;0;2;99;6;2;;;
ZAGREB-JUŽNI DIO;105;667;425;425;422;3;0;1;0;2;3;0;1;4;156;2;26;3;29;4;11;7;0;5;2;1;3;157;5;0;;;
ZAGREB-JUŽNI DIO;106;1204;734;733;717;16;1;1;5;1;6;0;0;1;256;1;10;0;90;10;32;31;2;3;1;0;6;251;3;6;;;
ZAGREB-JUŽNI DIO;107;314;200;200;197;3;0;0;1;1;3;1;1;0;71;0;3;0;23;0;1;3;0;3;0;2;1;81;2;0;;;
ZAGREB-JUŽNI DIO;108;83;55;55;55;0;0;0;0;0;1;0;0;0;10;0;1;0;4;0;1;0;0;0;0;0;1;37;0;0;;;
ZAGREB-JUŽNI DIO;109;183;145;145;140;5;1;0;0;0;2;0;1;0;39;0;2;0;42;3;4;4;0;0;0;0;1;41;0;0;;;
ZAGREB-JUŽNI DIO;110;59;44;44;43;1;0;0;0;0;4;2;0;0;8;0;3;0;0;0;1;4;0;0;0;0;0;20;0;1;;;
ZAGREB-JUŽNI DIO;111;490;314;314;306;8;0;0;3;0;8;1;2;3;150;1;9;2;27;4;6;9;0;3;1;0;2;70;2;3;;;
ZAGREB-JUŽNI DIO;112;706;446;446;439;7;1;1;2;2;0;0;1;1;202;1;9;0;60;1;12;16;0;6;0;3;2;117;1;1;;;
ZAGREB-JUŽNI DIO;113;265;195;195;190;5;0;3;1;0;2;1;0;1;87;1;8;1;15;3;5;6;0;0;0;0;1;48;5;2;;;
BARILOVIÆ;1;635;429;429;425;4;2;0;2;0;5;3;4;0;184;1;30;2;42;1;15;7;1;7;0;1;1;114;3;0;;;
BARILOVIÆ;2;481;296;296;293;3;0;0;0;2;2;0;0;1;181;0;14;0;34;3;4;12;1;2;0;1;0;28;8;0;;;
BARILOVIÆ;3;276;191;191;190;1;0;0;0;1;0;1;0;0;116;0;14;1;20;0;1;4;0;0;0;2;2;27;1;0;;;
BARILOVIÆ;4;255;165;165;163;2;0;0;1;0;1;0;0;1;101;1;10;0;11;2;7;3;0;0;0;0;2;22;1;0;;;
BARILOVIÆ;5;54;29;29;28;1;0;0;0;1;1;0;1;0;2;0;16;0;2;0;0;0;0;0;0;0;0;5;0;0;;;
BARILOVIÆ;6;64;43;43;43;0;0;0;0;0;0;0;2;0;13;0;14;0;5;0;1;1;0;0;0;0;0;7;0;0;;;
BARILOVIÆ;7;200;153;153;151;2;0;0;0;0;0;0;0;1;92;1;22;0;12;0;2;5;0;1;0;0;1;12;2;0;;;
BARILOVIÆ;8;131;115;115;115;0;0;0;0;0;0;0;0;2;45;0;18;0;14;1;21;2;0;0;0;0;1;11;0;0;;;
BARILOVIÆ;9;147;95;95;93;2;0;2;0;0;2;0;0;1;10;2;43;1;2;0;2;2;1;1;1;0;0;23;0;0;;;
BARILOVIÆ;10;159;136;136;135;1;0;0;0;0;0;0;0;0;77;0;9;0;17;0;29;1;0;0;0;0;0;1;0;1;;;
BARILOVIÆ;11;72;62;62;62;0;0;0;0;0;0;0;0;0;50;0;4;0;1;0;3;0;0;0;0;1;1;2;0;0;;;
BARILOVIÆ;12;172;122;122;113;9;0;1;0;0;1;1;0;0;65;0;10;0;12;0;6;3;0;0;3;0;1;10;0;0;;;
BOSILJEVO;1;504;234;233;227;6;0;0;1;1;2;0;0;1;106;0;23;0;20;4;22;4;1;1;0;1;0;33;4;3;;;
BOSILJEVO;2;371;246;246;231;15;2;0;0;0;3;2;2;1;176;1;3;0;5;1;13;7;1;0;0;0;0;13;1;0;;;
BOSILJEVO;3;471;290;290;285;5;1;1;1;0;4;0;2;1;109;2;17;2;38;0;20;4;0;1;0;0;0;79;1;2;;;
BOSILJEVO;4;61;38;38;38;0;0;0;0;0;0;1;0;0;20;0;1;0;5;0;1;1;0;0;0;0;0;9;0;0;;;
BROD MORAVICE;1;853;586;586;576;10;3;1;1;3;0;0;0;0;279;0;9;1;32;4;26;37;0;0;1;1;0;167;8;3;;;
CETINGRAD;1;1370;459;459;451;8;1;0;3;0;7;0;1;1;262;4;1;1;41;1;35;5;2;4;3;0;1;74;4;0;;;
CETINGRAD;2;1231;549;549;541;8;0;2;3;4;2;0;3;2;358;1;12;0;57;4;42;6;1;2;0;0;0;40;1;1;;;
ÈAVLE;1;1296;837;837;828;9;2;8;1;3;8;0;0;4;171;3;67;8;47;8;17;39;0;1;17;1;4;401;9;9;;;
ÈAVLE;2;1180;766;766;757;9;3;6;0;3;8;0;0;1;191;0;49;1;37;5;22;40;1;1;9;1;6;359;10;4;;;
ÈAVLE;3;820;484;484;474;10;0;4;0;4;3;1;2;2;130;3;22;2;15;2;11;21;1;0;13;2;2;224;6;4;;;
ÈAVLE;4;486;320;319;314;5;1;3;1;2;1;1;0;2;64;1;16;1;28;3;10;10;0;0;6;1;0;155;5;3;;;
ÈAVLE;5;698;445;445;440;5;0;1;0;2;5;2;0;0;111;0;20;0;18;5;9;34;0;0;10;1;1;208;11;2;;;
ÈAVLE;6;1085;760;759;746;13;2;10;1;4;9;1;0;1;208;2;50;5;37;9;20;34;0;2;7;3;1;317;16;7;;;
ÈAVLE;7;356;254;254;247;7;1;5;0;5;4;0;1;0;44;0;13;0;18;6;7;17;0;1;0;1;0;116;2;6;;;
DRAGANIÆ;1;470;283;283;279;4;0;1;3;1;5;0;1;1;110;0;9;0;55;3;13;5;0;1;0;0;0;65;3;3;;;
DRAGANIÆ;2;647;361;361;348;13;0;0;1;0;3;0;0;2;140;1;7;0;38;3;12;18;2;4;1;0;3;110;2;1;;;
DRAGANIÆ;3;637;376;376;372;4;1;2;2;0;1;0;0;1;149;0;16;3;49;1;14;12;2;0;0;0;3;112;1;3;;;
DRAGANIÆ;4;853;553;553;544;9;2;4;0;0;10;1;0;1;189;0;21;2;39;2;35;20;0;5;2;0;10;194;5;2;;;
FUŽINE;1;721;479;479;466;13;1;3;0;3;2;1;1;1;113;0;18;2;22;2;11;17;0;0;6;0;2;249;7;5;;;
FUŽINE;2;367;240;240;225;15;0;4;1;1;1;0;0;0;43;0;17;0;19;0;1;7;2;0;1;0;1;123;2;2;;;
FUŽINE;3;489;301;301;295;6;1;3;1;0;2;0;1;1;88;2;15;1;19;3;17;13;1;0;0;2;2;116;6;1;;;
GENERALSKI STOL;1;316;227;227;221;6;0;0;1;0;5;0;0;1;138;0;14;1;10;2;19;5;1;1;2;1;0;16;4;0;;;
GENERALSKI STOL;2;112;33;33;33;0;0;0;0;0;0;0;0;2;20;0;0;0;5;0;3;1;0;0;1;0;0;1;0;0;;;
GENERALSKI STOL;3;386;193;193;190;3;3;1;6;0;2;0;0;2;110;0;0;0;23;2;7;5;1;2;1;0;3;15;3;4;;;
GENERALSKI STOL;4;835;502;502;489;13;0;1;0;1;4;0;0;6;254;0;15;1;19;2;47;21;3;7;1;1;4;94;7;1;;;
GENERALSKI STOL;5;182;127;127;125;2;1;0;1;2;4;0;1;4;43;2;16;0;7;0;7;2;0;4;0;1;2;24;2;2;;;
GENERALSKI STOL;6;292;150;150;148;2;0;1;1;1;0;0;0;1;81;0;4;0;23;1;6;9;0;7;0;0;3;8;2;0;;;
GENERALSKI STOL;7;254;131;131;125;6;0;0;2;0;1;0;1;0;65;1;16;0;13;0;4;2;0;1;0;0;0;19;0;0;;;
GENERALSKI STOL;8;314;169;169;166;3;1;1;0;1;0;0;0;1;89;0;3;1;20;1;13;5;0;0;0;0;0;29;1;0;;;
JELENJE;1;341;246;246;242;4;0;3;1;3;1;0;1;0;60;0;7;2;20;4;4;20;0;2;5;3;3;92;9;2;;;
JELENJE;2;361;264;264;261;3;0;1;1;3;7;0;1;2;62;1;13;2;33;3;5;13;0;0;3;2;0;106;3;0;;;
JELENJE;3;366;253;253;251;2;0;2;0;1;1;0;0;1;65;0;14;0;27;8;12;12;0;1;1;0;2;99;4;1;;;
JELENJE;4;179;123;123;123;0;0;0;0;3;2;0;0;0;35;0;4;0;22;1;6;4;0;0;0;0;0;42;3;1;;;
JELENJE;5;779;512;512;494;18;1;12;2;9;1;0;1;0;99;1;27;0;30;10;25;30;3;1;13;0;4;213;8;4;;;
JELENJE;6;862;599;599;588;11;0;9;1;4;8;0;0;4;137;1;41;1;34;10;26;27;2;0;7;1;6;259;8;2;;;
JELENJE;7;304;208;208;198;10;1;3;2;2;3;0;1;0;61;0;7;2;11;4;9;8;0;1;2;3;4;66;7;1;;;
JELENJE;8;669;414;414;398;16;1;3;0;1;2;1;0;0;100;1;24;3;27;6;18;25;1;3;7;1;3;155;12;4;;;
JELENJE;9;517;321;321;315;6;1;0;6;5;5;1;0;1;79;0;13;3;26;5;8;24;0;0;6;0;1;117;10;4;;;
JOSIPDOL;1;962;665;665;656;9;0;0;2;1;2;2;1;0;308;0;38;1;25;7;35;21;1;1;5;0;6;183;13;4;;;
JOSIPDOL;2;137;87;87;85;2;0;1;0;0;0;0;0;0;51;1;5;0;7;0;2;2;1;0;1;0;0;8;5;1;;;
JOSIPDOL;3;198;126;126;124;2;0;0;0;0;0;0;0;1;62;2;11;0;5;0;13;1;0;3;0;0;2;21;2;1;;;
JOSIPDOL;4;164;105;105;103;2;0;1;0;0;0;0;0;1;78;0;2;0;3;0;5;4;3;0;0;0;0;6;0;0;;;
JOSIPDOL;5;157;106;106;106;0;0;0;0;0;0;0;0;0;72;0;3;0;2;0;1;4;0;0;1;0;4;16;3;0;;;
JOSIPDOL;6;68;49;49;45;4;0;0;0;1;0;1;0;0;27;0;0;0;4;1;0;1;2;0;0;0;1;6;0;1;;;
JOSIPDOL;7;63;40;40;39;1;0;1;0;0;0;1;0;1;28;1;0;0;1;0;1;2;0;0;0;2;0;1;0;0;;;
JOSIPDOL;8;123;82;82;82;0;0;0;1;2;0;0;0;0;50;0;3;1;0;0;3;8;0;0;1;0;0;13;0;0;;;
JOSIPDOL;9;866;601;601;588;13;1;1;2;6;1;0;0;0;311;1;22;2;24;6;30;45;1;7;0;3;3;117;5;0;;;
JOSIPDOL;10;338;239;239;235;4;1;0;2;0;2;0;0;1;129;1;3;1;7;2;27;16;0;4;0;0;3;33;2;1;;;
JOSIPDOL;11;112;93;93;92;1;0;1;0;0;0;0;0;0;57;0;0;2;3;0;14;5;0;0;0;4;0;3;1;2;;;
KAMANJE;1;452;284;284;277;7;0;0;0;0;2;0;0;0;50;0;14;0;12;0;4;3;0;2;1;5;0;184;0;0;;;
KAMANJE;2;288;208;208;206;2;0;2;0;1;1;0;0;0;60;0;9;0;2;2;4;5;0;0;1;1;2;114;2;0;;;
KAMANJE;3;177;106;106;105;1;0;0;0;0;0;0;0;1;19;0;1;1;2;0;4;5;1;0;0;0;1;68;0;2;;;
KLANA;1;459;310;310;304;6;1;6;0;3;0;0;0;2;74;0;11;1;19;5;4;29;0;1;5;0;3;133;7;0;;;
KLANA;2;572;361;361;355;6;2;6;1;3;5;2;0;2;104;1;13;0;22;6;14;35;0;1;7;2;1;122;5;1;;;
KLANA;3;340;243;243;239;4;1;2;0;1;0;1;0;0;52;1;6;2;20;2;14;17;1;0;3;1;1;100;6;8;;;
KLANA;4;171;114;114;108;6;0;1;1;0;0;0;0;0;13;1;2;0;13;0;1;8;0;0;3;1;2;59;3;0;;;
KLANA;5;100;71;71;69;2;0;0;0;1;0;0;0;0;12;0;0;0;12;0;1;4;0;1;0;1;0;34;2;1;;;
KLANA;6;52;39;39;36;3;0;0;0;0;0;0;0;0;4;0;1;0;0;0;0;0;0;0;1;0;0;30;0;0;;;
KLINÈA SELA;1;291;222;222;213;9;0;2;0;0;3;0;0;0;87;0;2;0;20;2;4;13;0;0;0;2;3;70;2;3;;;
KLINÈA SELA;2;68;48;48;47;1;0;0;0;0;0;0;0;0;8;0;0;0;15;1;3;6;0;0;0;0;0;13;1;0;;;
KLINÈA SELA;3;153;113;113;111;2;0;1;2;0;1;0;0;0;47;0;1;1;10;2;2;27;0;0;1;0;0;16;0;0;;;
KLINÈA SELA;4;309;181;181;181;0;0;0;2;0;0;0;1;0;62;0;3;0;61;2;9;4;0;0;0;0;3;32;0;2;;;
KLINÈA SELA;5;526;357;357;345;12;1;2;1;1;6;0;1;1;106;0;15;0;26;1;25;10;1;2;1;2;4;132;3;4;;;
KLINÈA SELA;6;240;176;176;173;3;0;1;0;1;2;0;0;1;53;0;2;0;20;1;7;10;0;1;0;1;2;64;7;0;;;
KLINÈA SELA;7;149;114;114;108;6;0;0;1;0;1;0;2;2;45;0;0;0;17;1;1;14;0;0;0;0;0;20;4;0;;;
KLINÈA SELA;8;812;502;501;496;5;1;0;0;0;5;0;0;1;204;0;8;3;42;10;20;20;0;4;1;0;5;157;11;4;;;
KLINÈA SELA;9;481;312;312;302;10;1;7;0;0;7;0;0;4;87;0;14;1;33;4;19;20;0;1;0;0;1;92;9;2;;;
KLINÈA SELA;10;97;77;75;72;3;0;0;1;0;0;0;0;0;13;0;1;1;16;2;6;8;0;0;0;1;0;19;3;1;;;
KLINÈA SELA;11;310;174;174;171;3;0;1;1;0;0;1;1;2;44;0;10;0;29;1;1;8;0;3;2;0;2;63;2;0;;;
KLINÈA SELA;12;298;152;152;148;4;0;0;0;0;1;0;0;0;43;2;1;1;44;1;9;9;0;0;0;0;0;37;0;0;;;
KLINÈA SELA;13;94;81;81;81;0;0;1;3;0;0;0;0;0;33;0;0;0;8;0;2;8;0;1;1;0;1;21;2;0;;;
KLINÈA SELA;14;61;37;37;35;2;0;0;0;0;1;0;0;0;13;0;1;0;11;0;2;2;0;0;0;0;0;4;1;0;;;
KLINÈA SELA;15;328;249;249;244;5;0;0;0;0;3;0;0;0;70;0;14;0;44;2;6;12;0;2;0;1;1;85;3;1;;;
KLINÈA SELA;16;109;73;73;68;5;0;0;0;0;1;0;0;0;20;0;2;0;5;1;4;2;0;1;1;0;0;31;0;0;;;
KRAŠIÆ;1;171;98;98;98;0;0;0;1;0;0;1;0;0;47;0;4;0;11;0;3;2;0;4;0;0;0;24;1;0;;;
KRAŠIÆ;2;86;40;40;39;1;0;0;0;1;0;0;0;0;21;0;1;0;5;0;2;0;0;0;2;0;0;6;0;1;;;
KRAŠIÆ;3;260;167;167;159;8;0;1;0;1;1;0;0;1;86;2;1;0;22;3;6;3;0;0;0;9;3;20;0;0;;;
KRAŠIÆ;4;302;191;191;189;2;1;1;1;2;11;0;1;0;103;0;4;1;28;2;8;5;1;0;2;0;1;14;3;0;;;
KRAŠIÆ;5;334;224;223;217;6;0;1;0;2;1;0;1;1;146;1;1;0;13;3;10;8;4;0;0;2;1;19;3;0;;;
KRAŠIÆ;6;158;97;97;96;1;0;1;0;0;7;0;0;2;53;0;4;1;5;0;10;0;1;0;0;0;1;11;0;0;;;
KRAŠIÆ;7;268;139;138;135;3;0;0;0;1;3;0;0;0;96;0;0;0;5;4;6;0;2;0;0;2;3;13;0;0;;;
KRAŠIÆ;8;200;132;132;128;4;0;3;1;2;1;1;0;0;45;2;16;1;13;0;3;3;0;0;0;0;0;35;2;0;;;
KRAŠIÆ;9;69;16;16;12;4;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;3;0;0;0;0;0;4;2;0;;;
KRAŠIÆ;10;459;243;241;236;5;0;1;1;1;2;0;2;3;134;0;5;1;19;4;1;6;0;0;1;0;3;48;4;0;;;
KRAŠIÆ;11;157;106;106;105;1;0;1;0;1;0;0;1;2;46;0;2;1;18;2;5;7;0;0;0;0;1;17;1;0;;;
KRAŠIÆ;12;95;53;53;53;0;0;0;0;0;1;0;0;4;29;0;1;1;4;0;2;1;0;2;1;0;0;7;0;0;;;
KRAŠIÆ;13;70;43;43;43;0;0;1;0;0;2;0;1;0;21;0;0;5;3;1;1;4;0;0;0;1;0;3;0;0;;;
