Grad/opæina;Redni broj biraèkog mjesta;Ukupno biraèa;Glasovalo ukupno;Glasovalo (prema listiæimma);Listiæi važeæi;Listiæi nevažeæi;ABECEDA DEMOKRACIJE - ABECEDA, Nositelj liste: BRANKO OZIMEC                                        ;AUTOHTONA-HRVATSKA SELJAÈKA STRANKA - A-HSS, Nositelj liste: JASENKO STIPAC, dipl.ing.                         ;DEMOKRATSKA STRANKA ŽENA - DSŽ, ZELENI HRVATSKE - ZELENI HR, Nositelj liste: MARIJA JELINÈIÆ;DEMOKRATSKI CENTAR - DC, Nositelj liste: VESNA ŠKARE OŽBOLT, dipl.iur.;GOSPODARSKA STRANKA - GS, Nositelj liste: STJEPAN GNJEÈ                                            ;HRVATSKA ÈISTA STRANKA PRAVA - HÈSP, Nositelj liste: GORAN ROHAÈEK                                   ;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ, Nositelj liste: dr.sc. IVO SANADER                                 ;HRVATSKA KRŠÆANSKA DEMOKRATSKA STRANKA - HKDS, Nositelj liste: JULIJANA ILÈIÆ;HRVATSKA KRŠÆANSKA DEMOKRATSKA UNIJA - HKDU, Nositelj liste: BOŽO RENDIÆ;HRVATSKA NARODNA STRANKA-LIBERALNI DEMOKRATI - HNS, Nositelj liste: RADIMIR ÈAÈIÆ                    ;HRVATSKA RADNIÈKA STRANKA - HRS, AKCIJA SOCIJALDEMOKRATA HRVATSKE - ASH, ZELENA STRANKA - ZS, Nositelj liste: ZLATKO KLARIÆ, prof.;HRVATSKA SOCIJALNO LIBERALNA STRANKA - HSLS, HRVATSKA SELJAÈKA STRANKA - HSS, ZAGORSKA DEMOKRATSKA STRANKA - ZDS, Nositelj liste: dr.sc. IVAN ÈEHOK;HRVATSKA STRANKA MLADIH - HSM, Nositelj liste: DARKO PETRIÈIÆ                                      ;HRVATSKA STRANKA NEZAPOSLENIH - HSN, Nositelj liste: NURIJA AHMETOVIÆ, prof.;HRVATSKA STRANKA PRAVA - HSP, Nositelj liste: ANTO ÐAPIÆ;HRVATSKA STRANKA UMIROVLJENIKA - HSU, Nositelj liste: mr.sc. VLADIMIR JORDAN                    ;HRVATSKA STRANKA ZELENIH-EKO SAVEZ - ZELENI, Nositelj liste: mr.sc. ZLATKO SVIBEN;HRVATSKI PRAVAŠI-HRVATSKI PRAVAŠKI POKRET - HP-HPP, Nositelj liste: RUDOLF FORKO;HRVATSKI ZBOR - ZBOR, Nositelj liste: VINKO KALINIÆ;JEDINO HRVATSKA-POKRET ZA HRVATSKU - JEDINO HRVATSKA, Nositelj liste: mr.sc. VLADIMIR MESARIÆ;MOJE MALO MEÐIMURJE - 3 M, Nositelj liste: ANTUN VARGA;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP, Nositelj liste: ZORAN MILANOVIÆ;SOCIJALISTIÈKA RADNIÈKA PARTIJA HRVATSKE - SRP, LJEVICA HRVATSKE - LJEVICA, HRVATSKI SOCIJALDEMOKRATI - HSD, ISTARSKI SOCIJALDEMOKRATSKI FORUM-FORO SOCIAL DEMOCRATICO ISTRIANO - ISDF-FSDI, Nositelj liste: FRANJO GOLENKO;STRANKA UMIROVLJENIKA - SU, Nositelj liste: JOSIP ŽUŽUL;ZELENA LISTA, Nositelj liste: STANKO BEZEK                                                         ;;
GORNJA STUBICA;3;507;298;297;291;6;1;3;1;0;0;1;69;3;0;64;1;51;0;0;1;14;2;0;0;2;0;70;2;4;2;;
GORNJA STUBICA;4;312;208;208;207;1;0;8;0;1;0;2;62;2;1;66;2;18;2;0;2;3;0;0;0;0;0;37;0;0;1;;
GORNJA STUBICA;5;281;213;213;212;1;1;5;0;0;0;0;48;1;0;121;0;9;0;0;2;8;0;0;1;0;0;16;0;0;0;;
GORNJA STUBICA;6;198;105;105;104;1;0;3;1;2;1;0;25;0;0;16;0;13;1;1;2;4;1;0;0;0;0;33;0;1;0;;
GORNJA STUBICA;7;354;243;243;236;7;1;3;0;0;1;0;63;0;0;57;1;23;3;0;6;13;0;0;0;0;0;60;0;3;2;;
GORNJA STUBICA;8;339;175;175;171;4;2;4;0;0;0;0;95;0;1;22;0;13;3;1;1;7;0;0;0;0;0;20;0;2;0;;
GORNJA STUBICA;9;206;145;145;145;0;0;1;1;0;0;0;50;0;0;37;0;13;2;0;2;6;1;0;0;0;1;27;0;4;0;;
GORNJA STUBICA;10;265;144;144;143;1;0;1;0;1;0;1;64;0;0;18;0;7;0;0;2;3;0;0;0;0;0;42;0;2;2;;
GORNJA STUBICA;11;226;111;111;108;3;0;2;0;0;0;0;28;0;0;22;0;15;1;0;1;6;0;0;0;0;0;32;0;1;0;;
GORNJA STUBICA;12;728;441;441;431;10;0;4;1;5;0;1;125;3;1;94;0;39;3;1;3;21;1;0;2;0;0;120;0;6;1;;
GORNJA STUBICA;13;281;203;203;200;3;1;0;1;3;0;0;62;0;0;25;0;15;3;0;1;3;0;0;0;0;0;83;0;3;0;;
GORNJA STUBICA;14;134;91;91;90;1;0;3;0;0;0;0;24;0;0;32;0;7;1;0;1;5;1;0;0;0;2;13;0;1;0;;
GORNJA STUBICA;15;189;126;126;124;2;0;1;1;0;0;1;45;0;0;10;0;19;1;0;1;8;0;0;0;0;0;37;0;0;0;;
GORNJI KNEGINEC;1;627;500;500;491;9;0;2;0;1;0;0;173;3;1;149;1;60;1;1;6;7;0;0;2;1;0;81;0;1;1;;
GORNJI KNEGINEC;2;471;358;358;353;5;1;1;0;0;0;1;91;1;0;115;2;31;1;0;4;14;0;0;0;0;0;86;1;3;1;;
GORNJI KNEGINEC;3;979;744;744;727;17;2;0;1;1;0;4;248;0;2;229;0;49;3;1;6;10;1;0;1;0;1;159;1;7;1;;
GORNJI KNEGINEC;4;848;618;618;613;5;0;1;1;3;0;1;218;1;2;209;0;40;3;1;5;14;2;0;0;0;0;111;0;1;0;;
GORNJI KNEGINEC;5;550;375;375;370;5;0;1;2;2;0;0;134;1;1;131;0;28;1;0;0;5;0;0;0;1;0;56;1;4;2;;
GORNJI KNEGINEC;6;689;453;453;446;7;0;1;0;1;0;3;124;2;1;162;0;48;4;0;1;8;1;0;0;0;1;87;0;2;0;;
GORNJI KNEGINEC;7;534;355;355;345;10;0;6;3;1;0;2;115;0;1;134;1;38;0;0;1;6;0;0;0;0;0;34;2;1;0;;
GORNJI MIHALJEVEC;1;535;396;396;393;3;0;8;1;0;0;1;90;0;0;91;1;45;0;0;3;4;0;1;1;2;0;143;1;1;0;;
GORNJI MIHALJEVEC;2;342;170;170;164;6;0;1;0;0;2;1;41;0;0;48;1;23;1;1;1;2;0;0;0;0;0;41;0;0;1;;
GORNJI MIHALJEVEC;3;232;144;144;142;2;1;1;0;2;0;0;21;0;1;53;0;19;1;1;4;3;0;0;0;0;0;31;1;2;1;;
GORNJI MIHALJEVEC;4;261;190;190;188;2;0;6;0;0;1;0;23;1;0;61;0;22;1;0;1;5;1;0;0;0;0;65;0;1;0;;
GORNJI MIHALJEVEC;5;115;75;75;75;0;0;1;0;0;0;0;19;0;0;9;0;9;0;1;0;1;0;0;0;0;0;35;0;0;0;;
GORNJI MIHALJEVEC;6;244;144;144;143;1;0;3;0;0;0;0;30;0;0;31;0;32;1;0;3;2;0;0;0;0;0;41;0;0;0;;
HRAŠÆINA;1;309;204;204;198;6;1;4;0;0;1;0;71;1;0;30;1;32;1;0;2;9;0;1;0;0;0;40;1;3;0;;
HRAŠÆINA;2;219;132;132;122;10;0;1;0;0;0;0;38;0;2;26;1;19;0;0;3;7;0;0;0;0;1;21;0;3;0;;
HRAŠÆINA;3;263;136;136;135;1;0;5;0;0;1;0;36;0;0;20;0;46;1;1;3;6;0;0;0;1;0;15;0;0;0;;
HRAŠÆINA;4;248;117;117;115;2;0;3;0;0;0;0;38;0;0;17;0;20;0;1;0;8;1;1;0;0;0;26;0;0;0;;
HRAŠÆINA;5;415;210;210;207;3;1;3;1;1;0;0;68;0;0;31;0;45;3;0;0;6;0;0;0;0;0;43;3;2;0;;
HUM NA SUTLI;1;502;289;289;278;11;0;7;0;0;0;1;97;0;0;9;0;53;2;0;3;9;2;5;0;1;1;85;1;2;0;;
HUM NA SUTLI;2;322;213;213;208;5;0;3;0;0;1;0;58;0;0;8;1;23;0;3;2;17;1;0;0;0;0;85;1;4;1;;
HUM NA SUTLI;3;330;210;210;205;5;1;3;2;0;0;1;46;0;0;15;2;42;3;0;3;27;0;1;0;1;0;53;1;4;0;;
HUM NA SUTLI;4;593;348;348;337;11;0;6;0;1;0;0;129;4;1;19;1;49;3;0;1;14;0;0;0;0;0;105;0;3;1;;
HUM NA SUTLI;5;443;199;199;194;5;0;6;1;0;2;0;59;1;0;24;1;57;1;1;4;7;0;0;0;1;0;28;0;1;0;;
HUM NA SUTLI;6;925;529;529;519;10;0;13;0;7;0;0;141;3;1;64;1;88;5;4;5;20;1;0;0;1;0;155;1;8;1;;
HUM NA SUTLI;7;746;458;458;451;7;0;8;3;5;1;1;119;0;1;38;2;45;5;1;7;22;1;2;2;1;2;170;2;11;2;;
HUM NA SUTLI;8;657;434;434;427;7;1;6;0;2;1;0;80;0;0;41;1;26;6;1;7;33;1;0;0;1;0;213;0;4;3;;
JALŽABET;1;635;413;413;397;16;0;0;0;1;1;0;156;0;0;83;1;43;0;0;3;11;2;1;0;0;0;87;0;8;0;;
JALŽABET;2;384;273;273;269;4;0;2;1;2;0;1;65;1;0;113;1;38;1;1;1;3;0;0;0;0;1;36;0;2;0;;
JALŽABET;3;258;170;170;169;1;0;1;0;0;0;3;48;0;0;50;0;27;1;0;5;4;0;0;0;0;0;27;0;2;1;;
JALŽABET;4;236;158;158;157;1;1;6;0;2;0;0;32;1;0;36;0;26;0;0;7;9;0;0;0;0;0;35;0;2;0;;
JALŽABET;5;462;331;330;327;3;0;2;1;3;0;1;69;0;6;109;1;47;0;4;5;6;0;0;0;4;0;61;3;3;2;;
JALŽABET;6;369;224;224;223;1;0;2;0;2;0;0;53;1;0;129;0;9;0;0;0;4;0;1;0;0;0;22;0;0;0;;
JALŽABET;7;403;279;279;277;2;1;1;0;1;1;0;48;0;0;164;3;26;0;0;0;1;0;0;0;0;0;30;0;1;0;;
JESENJE;1;605;480;480;471;9;1;1;0;1;0;0;248;1;0;63;1;32;0;0;2;23;2;0;1;1;0;88;1;4;1;;
JESENJE;2;282;231;231;226;5;0;0;0;2;0;0;63;1;1;96;0;10;0;0;2;5;0;0;0;0;0;44;0;2;0;;
JESENJE;3;151;112;112;107;5;1;0;0;0;0;1;34;1;0;30;0;10;1;1;3;0;0;0;1;0;0;22;0;2;0;;
JESENJE;4;127;100;100;95;5;0;0;0;0;1;0;61;1;0;3;0;7;1;0;1;10;1;0;1;0;0;7;0;1;0;;
JESENJE;5;155;122;122;120;2;0;0;0;1;0;1;79;0;0;16;1;3;0;0;1;5;0;0;0;0;2;10;0;1;0;;
KLENOVNIK;1;545;353;353;347;6;0;1;1;0;2;0;76;1;0;119;2;49;0;1;10;13;0;0;0;0;0;72;0;0;0;;
KLENOVNIK;2;343;211;211;208;3;0;2;2;0;0;0;39;0;0;95;1;26;0;0;21;5;0;0;0;0;0;16;0;1;0;;
KLENOVNIK;3;106;63;63;63;0;0;1;1;0;0;0;8;0;2;38;1;6;0;0;0;2;0;0;0;1;0;3;0;0;0;;
KLENOVNIK;4;142;49;49;48;1;0;0;0;0;0;0;2;0;0;32;0;9;0;0;1;0;0;0;0;0;0;4;0;0;0;;
KLENOVNIK;5;331;192;192;191;1;0;1;0;0;0;0;43;0;0;83;0;24;1;0;1;10;0;0;0;0;0;25;2;1;0;;
KLENOVNIK;6;179;123;123;116;7;1;1;0;0;0;0;29;0;0;33;0;20;1;0;6;5;0;0;0;0;0;20;0;0;0;;
KLENOVNIK;7;196;126;126;125;1;1;0;0;0;0;0;19;0;0;63;2;23;0;1;0;3;0;1;0;1;0;7;0;4;0;;
KONJŠÈINA;1;845;613;613;599;14;0;1;1;3;0;0;114;1;0;77;1;59;4;1;6;24;1;3;1;0;0;294;4;4;0;;
KONJŠÈINA;2;154;112;112;110;2;0;2;0;0;0;0;28;0;0;12;1;15;1;0;2;6;0;0;0;1;0;38;0;3;1;;
KONJŠÈINA;3;503;307;307;302;5;0;4;1;0;0;0;90;0;0;55;0;33;2;1;4;16;0;0;1;0;0;89;1;4;1;;
KONJŠÈINA;4;151;76;76;75;1;0;2;0;0;0;0;16;0;0;7;0;7;1;0;0;6;0;0;0;0;0;35;0;0;1;;
KONJŠÈINA;5;142;91;91;89;2;0;6;0;0;0;0;19;0;0;7;0;30;1;0;0;6;0;0;0;0;0;19;0;1;0;;
KONJŠÈINA;6;119;99;99;98;1;1;0;0;1;0;0;43;0;0;4;0;14;2;0;0;5;0;0;0;0;1;26;0;0;1;;
KONJŠÈINA;7;55;28;28;27;1;0;4;1;0;0;0;4;0;0;3;0;7;0;0;0;3;0;0;0;0;0;5;0;0;0;;
KONJŠÈINA;8;81;65;65;64;1;0;10;0;0;0;0;15;1;0;0;1;15;1;0;1;3;0;3;0;0;0;13;0;0;1;;
KONJŠÈINA;9;109;78;78;78;0;0;0;1;0;0;0;31;0;0;1;0;16;1;0;0;7;0;0;0;0;0;20;0;1;0;;
KONJŠÈINA;10;130;68;68;64;4;0;1;0;0;0;0;29;0;0;5;0;6;0;1;1;3;0;0;0;0;0;18;0;0;0;;
KONJŠÈINA;11;226;120;120;111;9;1;1;0;2;1;0;42;0;0;11;2;15;0;0;1;12;0;0;0;0;0;21;0;1;1;;
KONJŠÈINA;12;83;58;58;58;0;0;0;1;0;0;0;16;0;0;2;0;10;0;0;0;5;0;0;0;0;0;24;0;0;0;;
KONJŠÈINA;13;109;78;78;77;1;0;0;1;1;0;0;25;0;0;16;0;2;0;0;0;12;0;0;0;0;0;19;0;0;1;;
KONJŠÈINA;14;109;85;85;83;2;1;2;0;1;0;0;19;1;0;1;0;12;1;0;0;9;1;0;0;0;0;31;0;4;0;;
KONJŠÈINA;15;156;90;90;89;1;0;1;2;0;0;0;22;0;1;15;1;6;1;0;0;10;0;0;0;0;0;26;2;1;1;;
KONJŠÈINA;16;165;128;128;125;3;0;1;1;0;0;0;54;0;0;16;0;16;2;0;0;16;0;0;0;0;0;19;0;0;0;;
KONJŠÈINA;17;207;144;144;142;2;1;3;1;0;2;0;36;0;0;6;0;43;0;0;0;14;0;1;0;0;0;29;0;6;0;;
KOTORIBA;1;658;465;465;459;6;0;2;0;1;0;0;181;1;0;54;1;37;2;2;7;18;1;0;1;0;2;145;2;2;0;;
KOTORIBA;2;666;475;475;471;4;0;1;2;2;2;0;101;1;0;75;1;45;1;4;8;15;2;0;0;0;0;205;2;4;0;;
KOTORIBA;3;670;435;435;424;11;0;1;1;2;0;1;126;1;0;56;4;52;5;6;8;15;1;1;0;0;1;139;0;3;1;;
KOTORIBA;4;699;455;455;446;9;0;7;2;3;0;0;130;0;1;60;2;50;4;2;6;25;0;0;0;0;0;150;1;2;1;;
KRALJEVEC NA SUTLI;1;234;165;165;159;6;0;0;0;1;0;1;90;1;0;3;0;7;2;0;2;15;0;0;0;0;0;34;1;1;1;;
KRALJEVEC NA SUTLI;2;444;306;306;300;6;2;1;1;1;2;3;141;0;0;10;0;15;0;2;5;56;0;0;1;2;0;57;0;1;0;;
KRALJEVEC NA SUTLI;3;506;327;327;318;9;0;4;1;2;0;0;119;0;0;11;0;21;7;0;6;41;2;0;0;0;0;99;1;3;1;;
KRALJEVEC NA SUTLI;4;314;217;217;214;3;0;5;3;0;0;0;93;1;0;7;2;34;1;1;2;16;1;1;0;0;0;40;0;7;0;;
KRAPINSKE TOPLICE;1;483;307;307;303;4;0;4;1;5;0;0;90;0;0;16;3;19;3;0;4;29;3;0;0;1;0;114;2;3;6;;
KRAPINSKE TOPLICE;2;760;532;532;527;5;2;2;2;2;1;3;163;0;0;25;0;26;8;1;8;19;2;0;0;0;0;256;2;5;0;;
KRAPINSKE TOPLICE;3;708;421;421;412;9;0;4;2;3;1;0;102;0;0;26;0;51;9;0;4;31;0;2;3;0;0;166;2;6;0;;
KRAPINSKE TOPLICE;4;695;360;360;354;6;2;7;0;1;2;2;141;0;0;23;1;23;0;1;8;17;3;0;0;0;0;116;2;4;1;;
KRAPINSKE TOPLICE;5;388;274;274;269;5;0;4;3;1;0;1;82;0;1;23;2;24;7;3;2;8;2;0;0;0;0;104;0;1;1;;
KRAPINSKE TOPLICE;6;518;275;275;272;3;0;6;1;2;1;0;83;0;0;25;0;28;6;0;9;11;1;0;0;0;0;92;2;5;0;;
KRAPINSKE TOPLICE;7;254;134;134;129;5;0;4;0;2;0;1;42;0;0;2;0;18;1;2;3;8;1;0;0;1;0;43;0;1;0;;
KRAPINSKE TOPLICE;8;319;180;180;170;10;0;7;2;1;0;0;84;0;0;5;0;11;1;0;3;14;0;0;0;0;0;39;0;3;0;;
KRAPINSKE TOPLICE;9;343;204;204;201;3;1;6;1;4;1;0;82;0;0;5;1;18;7;0;3;7;0;0;0;0;0;59;0;5;1;;
KRAPINSKE TOPLICE;10;202;104;104;103;1;0;1;0;1;0;1;29;0;0;3;0;8;2;0;3;12;0;0;0;0;0;40;0;2;1;;
KRAPINSKE TOPLICE;11;172;113;113;109;4;0;2;0;2;0;1;44;1;0;4;0;6;1;0;0;2;0;0;1;0;0;45;0;0;0;;
KUMROVEC;1;249;173;173;168;5;0;0;0;0;0;0;61;0;0;15;0;8;0;0;0;11;0;0;0;0;0;70;2;1;0;;
KUMROVEC;2;122;87;87;86;1;0;0;0;0;0;0;37;0;0;6;0;3;3;0;0;4;1;0;1;0;0;28;0;3;0;;
KUMROVEC;3;143;93;93;91;2;2;0;0;1;1;0;22;0;0;3;1;14;0;1;2;13;0;0;0;0;0;30;0;1;0;;
KUMROVEC;4;185;119;119;117;2;0;1;1;1;0;0;33;0;0;8;0;11;0;0;0;2;0;0;0;0;0;59;0;1;0;;
KUMROVEC;5;202;137;137;131;6;0;0;0;1;0;0;74;1;0;3;0;9;1;1;1;6;0;0;0;0;0;33;0;0;1;;
KUMROVEC;6;88;47;47;44;3;0;0;0;0;0;0;17;0;0;1;1;6;1;0;1;1;0;0;0;0;1;15;0;0;0;;
KUMROVEC;7;146;90;90;90;0;0;2;1;0;0;0;46;0;0;2;0;2;3;0;1;1;1;0;1;1;0;27;0;2;0;;
KUMROVEC;8;69;48;48;48;0;1;1;1;0;0;0;27;0;0;0;0;1;1;1;1;1;0;0;0;0;1;12;0;0;0;;
KUMROVEC;9;265;191;191;189;2;1;5;0;1;1;1;50;0;0;8;0;25;0;1;1;4;1;0;0;0;0;89;0;0;1;;
LOBOR;1;420;254;254;252;2;0;4;2;1;0;0;82;1;0;21;1;39;5;0;7;8;1;0;1;0;0;76;0;3;0;;
LOBOR;2;282;167;167;163;4;0;7;1;1;0;0;59;0;0;9;0;24;3;0;4;7;0;0;0;0;0;46;1;1;0;;
LOBOR;3;193;121;121;120;1;1;1;1;0;0;0;40;0;0;6;0;35;1;0;3;4;0;0;0;0;0;28;0;0;0;;
LOBOR;4;418;275;275;273;2;0;2;1;0;0;0;99;0;0;30;2;30;3;0;14;11;0;0;0;1;0;79;0;1;0;;
LOBOR;5;313;189;189;181;8;0;1;1;1;0;2;95;2;1;4;0;26;1;0;17;6;0;1;0;0;1;21;0;1;0;;
LOBOR;6;270;191;191;189;2;0;3;0;0;1;1;91;0;0;5;0;28;1;0;26;6;0;0;0;0;0;25;0;0;2;;
LOBOR;7;216;138;138;137;1;0;0;0;0;0;0;76;0;1;4;0;17;1;0;6;8;0;0;0;0;0;21;0;3;0;;
LOBOR;8;255;156;156;150;6;0;1;1;0;0;0;60;0;1;12;0;20;0;2;2;8;0;0;0;0;0;39;0;2;2;;
LOBOR;9;197;134;134;131;3;0;1;0;0;1;0;72;1;0;2;0;6;2;0;5;4;0;0;0;0;0;36;0;1;0;;
LJUBEŠÆICA;1;472;314;314;306;8;0;1;1;2;0;1;60;0;1;135;1;25;0;0;18;16;1;0;0;1;0;39;0;4;0;;
LJUBEŠÆICA;2;644;436;436;429;7;0;6;1;0;0;0;97;0;0;187;1;26;0;1;30;23;1;0;0;0;0;53;0;3;0;;
LJUBEŠÆICA;3;331;245;245;241;4;0;1;0;1;1;0;89;0;0;83;2;9;1;0;10;15;0;0;0;0;0;26;0;3;0;;
LJUBEŠÆICA;4;104;73;73;73;0;0;0;0;1;0;0;8;0;1;44;0;1;0;0;3;1;0;0;0;0;0;13;1;0;0;;
LJUBEŠÆICA;5;93;77;77;76;1;0;3;0;0;1;1;4;0;0;25;0;4;0;0;2;2;0;0;0;0;0;28;1;5;0;;
MAÈE;1;562;374;374;365;9;0;7;3;2;0;3;91;0;0;73;2;57;6;0;9;21;0;0;1;1;1;81;4;3;0;;
MAÈE;2;212;146;146;143;3;0;1;0;0;0;0;38;0;0;9;0;17;1;2;3;14;4;1;0;0;0;53;0;0;0;;
MAÈE;3;289;168;168;165;3;1;0;0;1;0;0;66;0;0;26;2;19;3;0;0;9;0;0;0;0;0;34;0;3;1;;
MAÈE;4;164;91;91;91;0;1;1;0;0;0;2;52;2;0;6;0;1;1;0;2;4;0;0;0;0;0;19;0;0;0;;
MAÈE;5;285;181;181;177;4;0;2;0;0;0;0;77;1;0;11;0;21;0;1;1;6;0;0;0;0;1;56;0;0;0;;
MAÈE;6;197;130;130;127;3;0;1;0;1;1;0;59;0;0;5;0;23;0;1;1;4;0;2;0;0;0;27;0;2;0;;
MAÈE;7;133;66;66;64;2;0;1;0;0;0;0;27;0;1;6;0;9;0;0;0;6;1;0;0;0;0;13;0;0;0;;
MAÈE;8;331;203;203;199;4;0;6;0;1;0;0;68;0;0;45;0;29;0;0;4;5;0;0;0;0;0;37;1;3;0;;
MALA SUBOTICA;1;1084;777;777;767;10;0;0;0;4;1;1;148;1;1;180;0;45;6;1;16;34;3;0;0;2;3;311;2;8;0;;
MALA SUBOTICA;2;685;444;444;440;4;0;2;0;2;0;0;106;1;1;94;0;20;2;0;5;8;0;0;0;0;1;196;1;1;0;;
MALA SUBOTICA;3;918;612;612;602;10;0;1;2;5;0;2;111;0;1;80;2;20;2;3;5;35;3;0;0;2;2;321;1;3;1;;
MALA SUBOTICA;4;685;469;469;466;3;0;2;0;4;1;2;75;0;2;108;1;22;2;0;7;8;0;0;0;0;0;226;1;4;1;;
MALA SUBOTICA;5;623;417;417;414;3;0;1;3;1;0;0;82;0;2;80;1;20;0;2;9;18;1;0;1;0;1;192;0;0;0;;
MALA SUBOTICA;6;336;233;233;230;3;1;1;1;0;2;1;36;0;0;56;1;36;1;1;3;4;2;0;0;2;2;80;0;0;0;;
MALA SUBOTICA;7;163;157;157;153;4;0;1;0;0;0;1;148;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;
MALI BUKOVEC;1;416;290;290;287;3;0;5;0;0;0;1;28;0;0;120;0;24;1;0;70;5;0;0;0;0;1;30;0;1;1;;
MALI BUKOVEC;2;285;172;172;170;2;0;4;1;0;0;2;13;0;1;57;0;34;0;1;41;4;0;0;0;0;0;10;0;2;0;;
MALI BUKOVEC;3;180;121;121;119;2;0;2;0;0;0;0;28;0;0;37;0;16;0;1;10;1;0;0;0;1;0;21;0;2;0;;
MALI BUKOVEC;4;194;163;163;159;4;0;2;1;1;0;0;25;0;0;49;1;34;1;0;22;5;0;0;0;0;0;17;0;1;0;;
MALI BUKOVEC;5;576;452;452;445;7;0;3;0;0;0;0;65;0;0;237;0;44;1;0;12;10;0;0;0;1;0;72;0;0;0;;
MALI BUKOVEC;6;135;114;114;113;1;0;1;0;1;0;0;18;0;0;69;0;2;0;0;4;4;0;0;0;0;0;14;0;0;0;;
MALI BUKOVEC;7;168;132;132;127;5;0;0;0;0;0;0;21;0;0;60;0;11;1;2;7;0;0;0;0;0;0;25;0;0;0;;
MARIJA BISTRICA;1;952;644;644;632;12;0;2;0;1;0;5;165;1;0;105;0;115;4;2;4;40;0;1;0;1;1;179;0;6;0;;
MARIJA BISTRICA;2;405;244;244;243;1;1;1;0;0;0;0;75;0;0;12;1;38;2;1;4;23;0;0;0;3;0;81;1;0;0;;
MARIJA BISTRICA;3;489;296;296;288;8;1;3;0;2;0;0;68;0;0;33;0;33;4;0;2;31;0;0;0;1;1;104;0;4;1;;
MARIJA BISTRICA;4;241;141;141;138;3;0;0;0;0;1;1;46;1;0;16;0;18;1;0;2;16;2;0;0;1;0;31;0;2;0;;
MARIJA BISTRICA;5;877;503;503;486;17;1;5;4;9;0;7;179;3;0;36;0;69;7;3;4;39;3;0;0;1;1;105;2;4;4;;
MARIJA BISTRICA;6;284;183;183;182;1;1;5;0;0;1;1;50;0;1;19;0;20;2;1;0;15;1;0;1;0;0;62;0;0;2;;
MARIJA BISTRICA;7;306;158;158;154;4;1;0;2;0;0;1;59;1;0;5;1;11;1;0;0;10;1;0;0;0;0;59;0;2;0;;
MARIJA BISTRICA;8;173;69;69;68;1;0;2;0;0;0;0;14;0;0;11;0;7;2;0;0;5;0;0;0;0;0;26;0;0;1;;
MARIJA BISTRICA;9;149;71;71;69;2;0;3;1;0;0;0;22;1;0;3;0;11;1;0;1;8;0;0;0;0;0;17;0;1;0;;
MARIJA BISTRICA;10;75;53;53;51;2;0;1;0;0;0;0;12;0;0;6;0;3;1;0;0;2;0;0;0;0;0;25;0;1;0;;
MARIJA BISTRICA;11;219;123;123;119;4;1;0;2;0;0;0;20;0;0;23;0;36;0;1;1;5;0;0;0;1;0;28;0;1;0;;
MARIJA BISTRICA;12;136;93;93;93;0;0;3;0;0;0;0;22;0;0;15;0;18;0;0;0;8;0;0;0;0;0;27;0;0;0;;
MARIJA BISTRICA;13;261;123;123;121;2;0;0;0;0;0;0;12;0;0;18;0;29;0;0;2;13;0;0;0;0;0;47;0;0;0;;
MARIJA BISTRICA;14;528;301;301;296;5;3;2;1;1;1;0;33;1;0;22;1;44;6;2;1;29;2;2;0;0;0;139;0;5;1;;
MARIJA BISTRICA;15;299;200;200;196;4;4;1;0;0;0;0;42;0;0;45;0;20;6;0;2;16;1;0;0;0;0;58;0;1;0;;
MARTIJANEC;1;97;51;51;50;1;0;1;0;0;0;0;5;0;0;20;1;6;0;0;4;1;1;0;0;0;0;11;0;0;0;;
MARTIJANEC;2;523;326;326;315;11;0;5;0;1;1;3;59;0;2;146;1;19;1;1;9;11;1;0;0;2;0;48;2;1;2;;
MARTIJANEC;3;647;442;442;434;8;0;4;1;1;0;0;43;0;0;149;0;29;2;0;3;9;0;0;0;2;0;184;5;2;0;;
MARTIJANEC;4;245;155;155;153;2;0;5;0;0;0;0;32;0;0;43;0;25;0;2;3;2;0;0;0;0;0;37;1;3;0;;
MARTIJANEC;5;372;244;244;236;8;0;1;2;0;0;1;31;1;1;117;0;20;1;0;6;4;0;0;0;0;0;47;1;2;1;;
MARTIJANEC;6;312;251;251;248;3;0;1;0;0;0;0;34;0;1;116;1;22;1;0;3;8;0;0;1;0;0;59;0;1;0;;
MARTIJANEC;7;576;336;336;332;4;0;3;0;0;0;0;58;3;0;137;0;50;2;1;8;6;1;0;0;0;0;61;1;1;0;;
MARTIJANEC;8;360;264;264;262;2;0;1;0;0;0;1;44;0;0;108;0;39;1;0;17;4;1;0;0;0;0;44;2;0;0;;
MARTIJANEC;9;192;137;137;135;2;0;0;1;0;0;0;21;0;1;71;0;19;1;0;4;5;0;0;0;0;0;11;1;0;0;;
MARTIJANEC;10;176;156;156;154;2;1;2;0;0;1;0;12;0;1;52;0;35;0;0;4;1;0;0;0;0;0;41;0;0;4;;
MARUŠEVEC;1;986;690;688;680;8;2;1;1;1;0;0;112;1;0;345;1;58;1;0;8;26;0;0;1;0;0;117;1;4;0;;
MARUŠEVEC;2;339;226;226;222;4;1;0;0;0;0;0;43;0;1;84;2;34;3;0;1;4;0;0;0;0;0;48;0;0;1;;
