Izborna jedinica;Grad/opæina;Broj biraèkih mjesta;Ukupno biraèa;Glasovalo ukupno;Glasovalo (prema listiæimma);Listiæi važeæi;Listiæi nevažeæi;Kandidat: RÓBERT JANKOVICS, Zamjenik: TIBOR SANTO, dr.med., Predlagatelj: DEMOKRATSKA ZAJEDNICA MAÐARA HRVATSKE - DZMH                                        ;Kandidat: STANISLAV RUKSINSKI, Zamjenik: FERENC SALAI, Predlagatelj: ABECEDA DEMOKRACIJE - ABECEDA                                        ;Kandidat: PETER SEKEREŠ, Zamjenik: ROKUŠ KALAPIŠ, Predlagatelj: NEOVISNI KANDIDAT                                        ;Kandidat: mr.sc. DENEŠ ŠOJA, Zamjenik: JOSIP KEL, Predlagatelj: SAVEZ MAÐARSKIH UDRUGA                                       ;Kandidat: TIBOR VARGA, dipl.oec., Zamjenik: JOSIP JUHAS, Predlagatelj: NEOVISNI KANDIDAT                                        ;;;;;;;;;;;;;;;;;;;;;;
9;KUKLJICA  ;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
9;LEÆEVICA  ;4;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
9;LIŠANE OSTROVIÈKE  ;3;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
9;LOVINAC  ;5;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
9;MARINA  ;16;4;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
9;MUÆ  ;15;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
9;MURTER-KORNATI  ;3;2;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
9;NOVIGRAD  ;3;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
9;OKRUG  ;4;4;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
9;OTOK  ;5;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
9;PAKOŠTANE  ;5;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
9;PAŠMAN  ;8;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
9;PERUŠIÆ  ;14;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
9;PIROVAC  ;5;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
9;PLITVIÈKA JEZERA  ;7;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
9;POLAÈA  ;2;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
9;POLIÈNIK  ;10;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
9;POSEDARJE  ;8;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
9;POVLJANA  ;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
9;PREKO  ;8;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
9;PRGOMET  ;5;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
9;PRIMORSKI DOLAC  ;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
9;PRIMOŠTEN  ;4;2;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
9;PRIVLAKA  ;2;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
9;PROMINA  ;5;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
9;RAŽANAC  ;8;2;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
9;ROGOZNICA  ;7;5;3;3;3;0;3;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
9;RUŽIÆ  ;4;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
9;SALI  ;12;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
9;SEGET  ;7;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
9;STANKOVCI  ;6;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
9;STARIGRAD  ;3;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
9;SUKOŠAN  ;5;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
9;SVETI FILIP I JAKOV  ;7;2;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
9;ŠKABRNJA  ;2;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
9;TISNO  ;6;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
9;TKON  ;2;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
9;TRIBUNJ  ;3;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
9;UDBINA  ;4;1;1;1;1;0;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;
9;UNEŠIÆ  ;11;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
9;VIR  ;1;3;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
9;VRHOVINE  ;7;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
9;VRSI  ;2;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
9;ZEMUNIK DONJI  ;2;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
10;DUBROVNIK  ;58;12;2;2;2;0;1;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;
10;HVAR  ;9;2;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
10;IMOTSKI  ;16;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
10;KOMIŽA  ;3;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
10;KORÈULA  ;10;3;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
10;MAKARSKA  ;7;7;1;1;1;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;
10;METKOVIÆ  ;13;2;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
10;OMIŠ  ;43;4;1;1;1;0;1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
10;OPUZEN  ;5;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
10;PLOÈE  ;15;6;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
10;SOLIN  ;18;2;1;1;1;0;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;
10;SPLIT  ;161;54;21;21;21;0;19;0;1;1;0;;;;;;;;;;;;;;;;;;;;;;
10;STARI GRAD  ;5;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
10;SUPETAR  ;6;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
10;VIS  ;5;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
10;VRGORAC  ;27;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
10;BAŠKA VODA  ;5;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
10;BLATO  ;4;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
10;BOL  ;3;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
10;BRELA  ;2;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
10;CISTA PROVO  ;7;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
10;DUBROVAÈKO PRIMORJE  ;18;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
10;DUGI RAT  ;7;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
10;GRADAC  ;5;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
10;JANJINA  ;3;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
10;JELSA  ;10;4;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
10;KONAVLE  ;28;3;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
10;KULA NORINSKA  ;7;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
10;LASTOVO  ;3;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
10;LOKVIÈIÆI  ;5;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
10;LOVREÆ  ;5;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
10;LUMBARDA  ;3;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
10;MILNA  ;2;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
10;MLJET  ;9;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
10;NEREŽIŠÆA  ;3;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
10;OREBIÆ  ;13;4;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
10;PODBABLJE  ;8;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
10;PODGORA  ;4;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
10;PODSTRANA  ;5;3;2;2;2;0;1;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;
10;POJEZERJE  ;5;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
10;POSTIRA  ;2;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
10;PROLOŽAC  ;9;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
10;PUÈIŠÆA  ;3;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
10;RUNOVIÆI  ;8;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
10;SELCA  ;5;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
10;SLIVNO  ;10;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
10;SMOKVICA  ;2;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
10;STON  ;17;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
10;SUÆURAJ  ;2;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
10;SUTIVAN  ;1;2;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
10;ŠESTANOVAC  ;10;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
10;ŠOLTA  ;8;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
10;TRPANJ  ;4;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
10;TUÈEPI  ;2;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
10;VELA LUKA  ;4;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
10;ZADVARJE  ;2;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
10;ZAGVOZD  ;8;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
10;ZAŽABLJE  ;5;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
10;ZMIJAVCI  ;5;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
10;ŽUPA DUBROVAÈKA  ;7;2;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
;UKUPNO;6550;9619;4321;4316;4254;62;1971;23;135;2035;90;;;;;;;;;;;;;;;;;;;;;;
