Grad/opæina;Redni broj biraèkog mjesta;Ukupno biraèa;Glasovalo ukupno;Glasovalo (prema listiæimma);Listiæi važeæi;Listiæi nevažeæi;ABECEDA DEMOKRACIJE - ABECEDA, Nositelj liste: MILAN ŽUPANÈIÆ, prof.                                        ;AKCIJA SOCIJALDEMOKRATA HRVATSKE - ASH, HRVATSKA RADNIÈKA STRANKA - HRS, ZELENA STRANKA - ZS, Nositelj liste: ZLATKO KLARIÆ, prof.;AUTOHTONA-HRVATSKA SELJAÈKA STRANKA - A-HSS, Nositelj liste: JASENKO STIPAC, dipl.ing.                         ;DEMOKRATSKA STRANKA ŽENA - DSŽ, ZELENI HRVATSKE - ZELENI HR, Nositelj liste: MARIJA JELINÈIÆ;DEMOKRATSKI CENTAR - DC, ZELENA STRANKA-ZELENA ALTERNATIVA - ZELENI, Nositelj liste: VESNA ŠKARE OŽBOLT, dipl.iur.;GOSPODARSKA STRANKA - GS, Nositelj liste: STJEPAN GNJEÈ                                            ;HRVATSKA ÈISTA STRANKA PRAVA - HÈSP, Nositelj liste: JOSIP MILJAK                                   ;HRVATSKA DEMOKRATSKA SELJAÈKA STRANKA - HDSS, Nositelj liste: MLADEN KEŠER;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ, Nositelj liste: dr.sc. IVO SANADER                                 ;HRVATSKA KRŠÆANSKA DEMOKRATSKA STRANKA - HKDS, KRŠÆANSKA SOCIJALNA UNIJA - KSU, Nositelj liste: SEBASTIJAN PALIÆ;HRVATSKA KRŠÆANSKA DEMOKRATSKA UNIJA - HKDU, Nositelj liste: dr.sc. MARKO VESELICA;HRVATSKA NARODNA STRANKA-LIBERALNI DEMOKRATI - HNS, Nositelj liste: RADIMIR ÈAÈIÆ                    ;HRVATSKA SELJAÈKA STRANKA - HSS, HRVATSKA SOCIJALNO LIBERALNA STRANKA - HSLS, Nositelj liste: JOSIP FRIŠÈIÆ;HRVATSKA STRANKA MLADIH - HSM, Nositelj liste: VLADIMIR SEVER                                       ;HRVATSKA STRANKA PRAVA - HSP, Nositelj liste: ANTO ÐAPIÆ;HRVATSKA STRANKA UMIROVLJENIKA - HSU, Nositelj liste: mr.sc. VLADIMIR JORDAN                    ;HRVATSKI PRAVAŠI-HRVATSKI PRAVAŠKI POKRET - HP-HPP, Nositelj liste: DRAŽEN KELEMINEC;HRVATSKI ZBOR - ZBOR, Nositelj liste: GRGO-TOMISLAV ANTIÈIÆ;JEDINO HRVATSKA-POKRET ZA HRVATSKU - JEDINO HRVATSKA, Nositelj liste: MILAN KOVAÈ;LJEVICA HRVATSKE - LJEVICA, SOCIJALISTIÈKA RADNIÈKA PARTIJA HRVATSKE - SRP, HRVATSKI SOCIJALDEMOKRATI - HSD, ISTARSKI SOCIJALDEMOKRATSKI FORUM-FORO SOCIAL DEMOCRATICO ISTRIANO - ISDF-FSDI, Nositelj liste: VLADIMIR BEBIÆ, dipl. politolog;NEOVISNA LISTA, Nositelj liste: BRANKO STOJKOVIÆ                                ;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP, Nositelj liste: ZORAN MILANOVIÆ;STRANKA UMIROVLJENIKA - SU, Nositelj liste: JOSIP ŠUNIÆ;ZELENA LISTA, Nositelj liste: DARKO STOŠIÆ                                                         ;;;
ZAGREB-ISTOÈNI DIO;51;1527;1038;1037;1026;11;0;3;0;3;11;0;3;1;328;4;2;66;44;9;36;50;0;1;6;2;3;434;13;7;;;
ZAGREB-ISTOÈNI DIO;52;1422;959;959;943;16;1;4;2;8;9;0;3;1;287;2;2;46;43;18;23;37;2;0;2;2;2;432;11;6;;;
ZAGREB-ISTOÈNI DIO;53;1313;849;848;841;7;1;6;3;7;8;0;1;1;242;2;2;33;27;13;24;37;0;0;8;2;2;406;11;5;;;
ZAGREB-ISTOÈNI DIO;54;1271;784;784;769;15;2;4;2;2;9;0;2;2;203;3;1;45;53;8;19;38;1;1;4;2;3;350;9;6;;;
ZAGREB-ISTOÈNI DIO;55;1445;889;889;878;11;0;0;1;4;2;1;0;3;303;20;4;46;56;10;23;55;2;1;8;3;0;321;7;8;;;
ZAGREB-ISTOÈNI DIO;56;1446;956;956;940;16;2;11;0;4;15;0;1;3;341;10;2;51;45;20;22;44;1;0;8;4;0;336;13;7;;;
ZAGREB-ISTOÈNI DIO;57;1444;886;886;878;8;2;3;0;5;9;1;0;0;304;3;4;47;54;4;28;39;1;0;6;3;2;344;13;6;;;
ZAGREB-ISTOÈNI DIO;58;1396;807;807;796;11;0;2;1;6;11;0;3;3;282;5;2;34;44;13;32;37;3;1;7;2;0;289;15;4;;;
ZAGREB-ISTOÈNI DIO;59;1446;872;872;861;11;0;2;7;5;8;0;0;2;282;8;3;52;111;12;28;35;2;1;2;3;3;280;8;7;;;
ZAGREB-ISTOÈNI DIO;60;1495;757;757;742;15;1;1;1;7;5;1;4;1;280;12;2;41;36;11;29;20;1;0;3;3;2;277;1;3;;;
ZAGREB-ISTOÈNI DIO;61;2001;997;997;984;13;2;4;1;2;13;0;0;3;367;2;3;29;52;8;27;27;1;1;9;7;5;405;11;5;;;
ZAGREB-ISTOÈNI DIO;62;1313;855;855;848;7;0;3;3;6;6;2;0;2;310;1;1;40;67;8;33;27;0;0;5;1;4;317;8;4;;;
ZAGREB-ISTOÈNI DIO;63;1376;700;700;693;7;0;1;1;3;13;2;2;3;303;5;4;19;33;7;31;19;1;0;15;3;2;220;3;3;;;
ZAGREB-ISTOÈNI DIO;64;1210;794;794;787;7;1;1;0;2;9;0;0;3;220;0;2;44;52;12;24;46;2;2;10;1;2;346;5;3;;;
ZAGREB-ISTOÈNI DIO;65;1300;808;808;793;15;1;4;1;3;9;0;2;0;253;1;1;37;44;8;23;27;0;0;10;0;1;364;4;0;;;
ZAGREB-ISTOÈNI DIO;66;1387;855;854;842;12;0;1;2;1;8;1;0;2;301;1;2;39;37;6;27;23;0;0;12;3;2;358;11;5;;;
ZAGREB-ISTOÈNI DIO;67;1422;870;870;864;6;0;2;0;2;11;1;1;1;339;0;4;49;31;8;40;31;0;1;8;6;3;315;5;6;;;
ZAGREB-ISTOÈNI DIO;68;1109;650;650;646;4;1;3;0;2;9;0;1;3;255;2;0;29;46;8;22;28;2;0;14;0;2;207;8;4;;;
ZAGREB-ISTOÈNI DIO;69;887;619;619;601;18;0;4;1;4;8;0;0;1;210;1;4;47;76;9;20;26;2;0;12;2;2;165;2;5;;;
ZAGREB-ISTOÈNI DIO;70;991;668;668;663;5;0;0;2;2;9;0;0;1;225;2;4;33;92;11;16;27;0;1;8;1;1;215;7;6;;;
ZAGREB-ISTOÈNI DIO;71;1396;769;769;763;6;0;3;1;5;4;0;4;1;372;1;1;24;63;7;23;17;0;0;10;6;3;211;3;4;;;
ZAGREB-ISTOÈNI DIO;72;1285;693;693;684;9;0;3;0;4;6;1;0;2;329;1;4;19;30;5;30;14;0;0;16;2;3;205;9;1;;;
ZAGREB-ISTOÈNI DIO;73;1191;710;710;698;12;0;1;2;3;10;0;0;3;284;2;6;22;46;11;18;21;0;1;0;3;0;251;9;5;;;
ZAGREB-ISTOÈNI DIO;74;1712;892;892;883;9;0;0;4;4;3;0;3;1;480;10;9;24;50;5;34;19;1;1;8;5;1;209;6;6;;;
ZAGREB-ISTOÈNI DIO;75;1675;942;942;936;6;0;2;4;5;5;2;0;3;417;3;2;27;74;6;38;31;1;0;9;1;2;295;5;4;;;
ZAGREB-ISTOÈNI DIO;76;1708;970;969;963;6;1;0;1;5;8;1;0;3;398;2;0;27;58;9;32;37;0;0;10;0;0;356;10;5;;;
ZAGREB-ISTOÈNI DIO;77;1111;655;655;642;13;3;2;1;4;7;0;1;8;227;1;0;21;47;4;13;30;1;1;7;1;0;259;2;2;;;
ZAGREB-ISTOÈNI DIO;78;1135;683;683;667;16;3;3;2;1;3;0;2;3;169;0;1;14;84;7;22;26;0;1;9;0;2;308;6;1;;;
ZAGREB-ISTOÈNI DIO;79;779;432;432;426;6;0;0;2;3;5;2;0;3;144;1;0;9;25;5;14;23;0;0;4;1;1;176;5;3;;;
ZAGREB-ISTOÈNI DIO;80;1851;993;993;986;7;1;5;2;4;9;0;4;3;440;1;9;35;51;11;32;34;1;0;21;3;0;305;8;7;;;
ZAGREB-ISTOÈNI DIO;81;256;162;162;161;1;0;0;2;2;0;0;1;2;26;1;0;3;12;1;4;7;0;0;0;0;0;99;0;1;;;
ZAGREB-ISTOÈNI DIO;82;1263;774;774;763;11;1;1;3;3;9;0;2;7;225;4;0;29;79;5;27;24;0;0;8;5;1;320;8;2;;;
ZAGREB-ISTOÈNI DIO;83;753;490;490;485;5;0;4;4;3;5;0;4;1;147;0;2;18;21;4;12;37;0;0;4;1;0;204;10;4;;;
ZAGREB-ISTOÈNI DIO;84;733;452;452;448;4;0;3;0;3;4;0;2;1;176;3;1;14;22;3;11;21;0;0;8;0;0;170;4;2;;;
ZAGREB-ISTOÈNI DIO;85;797;553;553;542;11;2;5;4;0;9;0;0;1;134;3;5;15;25;8;14;53;2;0;5;1;2;244;7;3;;;
ZAGREB-ISTOÈNI DIO;86;797;520;520;515;5;0;1;0;5;11;1;2;1;125;1;1;21;27;5;9;39;0;0;8;0;1;240;16;1;;;
ZAGREB-ISTOÈNI DIO;87;831;559;559;551;8;1;2;1;2;9;1;2;0;162;3;3;16;27;3;9;32;3;0;9;0;1;263;2;0;;;
ZAGREB-ISTOÈNI DIO;88;1308;728;727;717;10;0;4;1;8;8;0;1;2;248;2;1;36;61;4;8;23;0;0;9;0;1;283;12;5;;;
ZAGREB-ISTOÈNI DIO;89;1469;834;834;824;10;1;4;2;4;7;0;6;1;278;0;4;32;58;13;31;34;2;0;5;1;1;325;9;6;;;
ZAGREB-ISTOÈNI DIO;90;1525;864;863;850;13;0;3;5;6;13;2;2;1;305;2;4;38;57;10;24;35;0;0;6;2;2;321;8;4;;;
ZAGREB-ISTOÈNI DIO;91;1444;833;831;820;11;0;1;1;0;4;0;2;1;368;1;3;19;68;8;39;14;2;3;22;6;3;243;7;5;;;
ZAGREB-ISTOÈNI DIO;92;1746;1079;1079;1075;4;0;2;1;4;9;0;1;2;458;6;3;42;103;10;31;25;1;2;28;3;0;337;5;2;;;
ZAGREB-ISTOÈNI DIO;93;1806;1011;1011;1000;11;1;1;1;7;16;0;1;7;390;2;3;43;83;21;39;24;0;3;8;0;0;329;15;6;;;
ZAGREB-ISTOÈNI DIO;94;1328;747;747;733;14;2;2;1;4;12;1;4;2;261;2;2;23;49;11;14;33;1;0;8;3;0;283;11;4;;;
ZAGREB-ISTOÈNI DIO;95;1393;807;807;804;3;0;10;3;2;8;1;2;1;275;3;3;37;36;13;28;43;1;2;14;2;2;305;11;2;;;
ZAGREB-ISTOÈNI DIO;96;341;212;212;211;1;0;0;0;3;0;1;2;0;39;5;2;3;43;6;10;8;0;0;0;1;0;83;5;0;;;
ZAGREB-ISTOÈNI DIO;97;878;531;531;516;15;1;3;2;1;5;0;0;7;153;0;1;20;121;5;7;13;0;1;2;0;3;169;1;1;;;
ZAGREB-ISTOÈNI DIO;98;502;274;274;270;4;1;0;5;0;0;0;1;4;79;0;1;6;38;4;5;8;1;0;0;0;1;109;6;1;;;
ZAGREB-ISTOÈNI DIO;99;607;380;380;373;7;0;1;1;1;0;0;0;1;92;4;0;6;58;3;3;21;1;0;5;0;1;166;7;2;;;
ZAGREB-ISTOÈNI DIO;100;628;359;359;357;2;0;0;2;0;1;0;0;5;83;0;0;9;33;1;5;19;0;2;2;1;0;183;7;4;;;
ZAGREB-ISTOÈNI DIO;101;193;145;145;143;2;1;2;1;0;4;1;0;3;34;0;0;1;25;1;7;1;0;0;0;0;0;60;2;0;;;
ZAGREB-ISTOÈNI DIO;102;201;145;145;144;1;0;1;2;0;0;0;0;0;25;0;5;20;4;0;0;8;0;0;1;1;0;76;1;0;;;
ZAGREB-ISTOÈNI DIO;103;267;168;168;165;3;0;0;1;0;1;0;0;0;33;0;0;6;29;0;3;7;0;0;0;0;2;79;3;1;;;
ZAGREB-ISTOÈNI DIO;104;245;167;167;163;4;0;0;2;0;4;0;0;0;51;0;0;2;13;0;2;13;1;0;0;0;0;71;4;0;;;
ZAGREB-ISTOÈNI DIO;105;864;511;511;506;5;0;2;1;4;3;0;1;2;163;0;0;16;45;4;18;21;1;0;3;1;0;212;4;5;;;
ZAGREB-ISTOÈNI DIO;106;818;469;469;465;4;0;3;1;1;2;0;1;3;157;3;0;41;37;4;16;11;0;1;5;0;0;173;5;1;;;
ZAGREB-ISTOÈNI DIO;107;476;270;270;267;3;2;1;2;1;2;0;2;2;64;0;0;27;20;4;5;9;1;0;1;0;0;122;1;1;;;
ZAGREB-ISTOÈNI DIO;108;356;226;226;221;5;0;1;4;1;3;0;0;2;77;1;0;4;23;4;4;4;0;0;1;0;0;86;2;4;;;
ZAGREB-ISTOÈNI DIO;109;114;94;94;94;0;0;1;0;0;0;0;0;1;4;0;0;2;17;0;0;2;0;10;2;0;0;55;0;0;;;
ZAGREB-ISTOÈNI DIO;110;229;140;140;137;3;0;0;0;0;2;0;0;1;47;2;0;6;17;2;3;5;0;0;1;0;1;47;2;1;;;
ZAGREB-ISTOÈNI DIO;111;195;159;159;156;3;1;0;0;0;0;0;0;0;15;0;0;2;16;0;1;4;0;0;0;2;0;113;1;1;;;
ZAGREB-ISTOÈNI DIO;112;450;277;277;276;1;0;1;0;3;5;0;1;2;67;0;1;14;29;2;8;8;0;0;3;1;1;129;1;0;;;
ZAGREB-ISTOÈNI DIO;113;394;224;224;221;3;0;2;1;0;1;0;0;3;62;0;1;5;21;2;0;4;2;0;4;0;0;113;0;0;;;
ZAGREB-ISTOÈNI DIO;114;718;431;431;425;6;0;2;1;4;2;0;0;2;113;2;1;20;35;8;5;10;0;0;0;1;0;214;3;2;;;
ZAGREB-ISTOÈNI DIO;115;239;129;129;126;3;1;1;0;1;0;0;0;1;33;0;0;6;21;3;1;2;0;0;0;0;0;55;1;0;;;
ZAGREB-ISTOÈNI DIO;116;600;297;297;294;3;0;2;3;0;1;0;0;3;93;0;0;13;59;5;8;5;1;0;2;1;1;94;0;3;;;
ZAGREB-ISTOÈNI DIO;117;349;192;192;183;9;0;0;2;1;1;0;0;2;56;0;0;14;26;2;2;8;0;0;0;1;0;66;2;0;;;
ZAGREB-ISTOÈNI DIO;118;564;306;306;304;2;0;0;3;0;4;1;0;0;90;2;0;23;44;4;10;9;1;0;2;0;1;104;2;4;;;
ZAGREB-ISTOÈNI DIO;119;532;286;286;285;1;0;1;0;1;0;0;0;1;59;0;0;16;31;3;7;13;0;0;1;0;0;147;4;1;;;
ZAGREB-ISTOÈNI DIO;120;561;358;358;347;11;0;1;2;1;6;0;2;1;120;0;0;5;75;6;8;7;1;0;1;1;1;103;6;0;;;
ZAGREB-ISTOÈNI DIO;121;222;142;142;140;2;0;0;0;0;1;0;0;3;26;0;2;4;10;0;1;5;0;1;0;0;0;83;4;0;;;
ZAGREB-ISTOÈNI DIO;122;568;300;300;298;2;0;0;0;0;2;0;0;0;101;2;0;28;19;0;3;8;1;0;4;1;0;127;1;1;;;
ZAGREB-ISTOÈNI DIO;123;459;262;262;255;7;0;1;1;2;2;0;0;0;78;0;0;7;10;3;15;13;1;10;1;0;0;109;2;0;;;
ZAGREB-ISTOÈNI DIO;124;310;212;212;207;5;0;0;2;1;1;1;0;1;37;0;0;5;20;0;11;3;0;0;0;1;0;113;9;2;;;
ZAGREB-ISTOÈNI DIO;125;206;128;128;125;3;0;1;0;2;0;0;0;2;43;0;0;1;13;0;1;1;0;0;0;1;0;57;2;1;;;
BEDENICA;1;424;235;235;235;0;0;0;1;0;1;0;0;0;65;0;0;52;28;2;6;7;0;0;0;0;1;69;3;0;;;
BEDENICA;2;234;144;144;143;1;0;1;2;0;2;0;0;5;28;1;1;36;22;1;3;7;0;0;0;1;1;31;1;0;;;
BEDENICA;3;285;192;192;191;1;1;1;2;1;0;0;0;3;80;0;1;39;8;1;7;1;0;1;0;0;1;42;0;2;;;
BEDENICA;4;94;70;70;69;1;0;0;0;1;0;0;0;0;15;0;0;10;8;0;0;1;0;0;0;0;2;30;2;0;;;
BEDENICA;5;164;95;95;90;5;0;0;2;0;0;1;0;1;14;0;1;12;25;0;0;0;0;0;0;0;0;32;1;1;;;
BEREK;1;387;273;273;272;1;2;0;1;0;0;0;0;2;149;0;0;5;57;4;4;9;0;0;0;1;1;35;1;1;;;
BEREK;2;40;31;31;31;0;0;0;0;0;0;0;0;1;16;0;0;0;6;0;0;0;0;0;0;0;0;3;5;0;;;
BEREK;3;105;76;76;76;0;0;0;1;0;1;0;0;0;26;0;1;0;35;0;2;0;0;0;0;5;0;5;0;0;;;
BEREK;4;121;80;80;80;0;0;0;2;0;0;0;0;2;27;0;0;0;17;0;1;3;1;0;0;0;0;23;4;0;;;
BEREK;5;102;68;68;65;3;0;0;0;0;0;0;1;1;31;0;0;1;19;0;1;4;0;0;2;0;0;4;1;0;;;
BEREK;6;43;37;37;37;0;0;0;1;0;0;0;0;1;4;1;0;0;0;0;0;1;0;0;0;0;0;27;1;1;;;
BEREK;7;53;43;43;43;0;0;0;0;0;0;0;0;0;22;0;0;2;3;0;3;3;0;0;0;0;0;10;0;0;;;
BEREK;8;146;94;94;93;1;0;0;2;0;0;0;0;1;44;0;0;1;26;0;3;2;1;0;0;0;1;8;2;2;;;
BEREK;9;33;29;29;29;0;0;0;0;0;0;0;0;0;11;0;0;0;14;0;2;1;0;0;0;0;0;1;0;0;;;
BEREK;10;132;66;66;65;1;0;1;0;1;0;0;0;2;21;0;0;0;25;0;1;2;0;0;0;0;0;7;5;0;;;
BEREK;11;29;28;28;28;0;0;0;0;0;1;0;0;0;7;0;0;1;7;0;0;4;0;0;0;0;0;8;0;0;;;
BEREK;12;108;79;79;79;0;0;0;1;0;1;0;0;1;40;0;0;2;11;0;1;2;1;0;0;1;1;16;1;0;;;
BEREK;13;49;33;33;33;0;0;0;0;0;0;0;0;1;10;0;0;0;9;1;0;2;0;0;0;0;0;10;0;0;;;
BRCKOVLJANI;1;1410;739;739;733;6;0;0;4;2;4;0;2;3;327;5;0;42;51;3;26;49;1;0;4;1;1;205;2;1;;;
BRCKOVLJANI;2;224;137;137;132;5;0;0;0;1;2;0;1;0;41;0;1;5;15;1;4;16;0;0;1;0;0;43;0;1;;;
BRCKOVLJANI;3;216;127;127;122;5;0;1;3;1;3;0;1;3;18;0;0;4;38;2;2;9;0;0;0;0;0;36;1;0;;;
BRCKOVLJANI;4;982;556;556;546;10;2;1;1;0;7;1;1;4;208;3;4;28;45;2;18;41;1;0;1;1;1;168;6;2;;;
BRCKOVLJANI;5;577;340;340;339;1;1;1;1;1;6;1;1;2;78;0;0;24;35;4;15;25;1;2;0;1;0;137;1;2;;;
BRCKOVLJANI;6;588;345;345;340;5;1;4;0;1;2;3;0;1;134;0;0;16;19;1;14;13;0;4;2;1;0;119;4;1;;;
BRCKOVLJANI;7;554;287;287;285;2;0;1;2;1;5;1;1;2;135;3;1;5;18;3;5;31;0;1;1;0;1;67;1;0;;;
BRCKOVLJANI;8;899;497;497;480;17;2;4;3;2;3;2;1;3;211;5;1;8;71;3;16;16;0;1;4;0;2;115;6;1;;;
BRCKOVLJANI;9;172;122;122;117;5;0;1;0;1;0;0;0;1;36;2;0;5;15;3;5;4;0;0;0;0;0;42;2;0;;;
BRCKOVLJANI;10;87;54;54;52;2;0;0;0;0;1;0;0;0;21;0;0;0;1;0;2;9;0;1;0;0;2;14;1;0;;;
DEŽANOVAC;1;296;179;179;175;4;0;0;2;3;4;0;1;0;109;0;0;0;17;0;4;4;1;0;0;0;0;30;0;0;;;
DEŽANOVAC;2;497;306;306;306;0;0;1;4;0;1;1;1;4;81;1;0;13;48;0;10;6;0;0;1;0;0;133;1;0;;;
DEŽANOVAC;3;174;116;116;114;2;0;0;2;0;0;0;0;1;40;0;0;3;43;2;2;7;0;0;1;0;0;13;0;0;;;
DEŽANOVAC;4;93;63;63;63;0;0;0;1;0;4;0;0;0;20;0;0;3;12;0;1;1;0;0;0;2;0;19;0;0;;;
DEŽANOVAC;5;214;112;112;112;0;0;0;2;0;0;0;0;1;38;1;1;4;37;0;4;2;1;0;1;0;0;19;1;0;;;
DEŽANOVAC;6;223;132;132;131;1;1;1;0;0;0;1;0;1;70;0;0;5;6;0;6;1;0;0;0;1;0;38;0;0;;;
DEŽANOVAC;7;71;48;48;48;0;0;0;1;0;0;0;0;1;2;0;0;1;20;0;0;0;0;0;0;2;1;19;1;0;;;
DEŽANOVAC;8;178;110;110;110;0;0;0;1;0;0;1;0;0;32;0;0;2;32;0;1;4;0;0;0;1;0;36;0;0;;;
DEŽANOVAC;9;198;121;121;119;2;0;1;4;0;0;0;1;0;50;0;0;2;36;0;2;7;0;0;0;0;1;11;3;1;;;
DEŽANOVAC;10;113;50;50;46;4;0;1;3;0;0;0;0;1;10;0;0;2;15;0;3;2;0;0;0;0;0;9;0;0;;;
DEŽANOVAC;11;106;84;84;84;0;0;0;1;0;0;0;0;1;9;0;0;3;42;1;2;4;0;0;0;0;0;21;0;0;;;
DRNJE;1;859;580;580;573;7;1;1;2;4;2;0;1;1;125;1;1;18;140;3;44;19;0;0;0;2;0;202;4;2;;;
DRNJE;2;264;182;182;180;2;0;1;0;0;0;0;0;1;39;0;0;8;33;2;11;4;0;1;0;0;0;79;1;0;;;
DRNJE;3;548;388;388;383;5;0;1;2;3;1;1;3;4;71;0;2;8;122;0;14;7;1;0;0;0;1;142;0;0;;;
DUBRAVA;1;434;299;299;294;5;1;2;2;3;3;1;0;1;68;0;1;22;27;5;4;12;1;0;1;1;1;135;1;2;;;
DUBRAVA;2;672;385;385;382;3;0;0;0;4;4;0;0;3;101;0;0;20;33;10;34;28;0;0;0;0;0;142;2;1;;;
DUBRAVA;3;181;131;131;129;2;0;0;1;0;0;1;0;0;35;0;0;9;18;2;7;3;2;0;1;0;0;45;3;2;;;
DUBRAVA;4;143;92;92;90;2;1;0;0;1;2;0;0;0;15;0;0;4;14;3;1;7;0;0;0;0;0;40;2;0;;;
DUBRAVA;5;210;114;114;107;7;0;0;1;0;2;0;0;1;21;0;0;10;21;1;2;14;0;0;1;0;1;30;1;1;;;
DUBRAVA;6;79;56;56;53;3;0;0;0;0;1;0;0;0;11;0;0;2;10;2;2;3;1;0;0;0;0;20;1;0;;;
DUBRAVA;7;109;77;77;73;4;0;0;0;0;0;0;0;0;15;0;2;4;14;0;2;3;2;0;0;0;0;31;0;0;;;
DUBRAVA;8;161;127;127;125;2;0;0;7;0;0;1;0;1;28;0;1;4;32;0;3;2;0;0;0;2;0;43;1;0;;;
DUBRAVA;9;134;104;104;104;0;0;1;0;0;0;0;0;0;28;0;0;6;39;0;1;1;0;0;0;0;0;27;1;0;;;
DUBRAVA;10;135;101;101;101;0;0;0;0;0;0;0;0;0;18;0;0;5;11;0;9;11;1;0;1;0;1;41;2;1;;;
DUBRAVA;11;43;29;29;28;1;0;0;0;0;4;0;0;0;1;0;0;0;10;0;4;2;0;0;0;0;0;7;0;0;;;
DUBRAVA;12;82;65;65;65;0;0;0;7;0;2;0;0;2;9;0;0;0;18;0;0;2;0;0;0;0;0;25;0;0;;;
DUBRAVA;13;157;93;93;90;3;0;0;4;0;0;0;0;2;29;0;0;3;8;1;3;8;0;0;2;3;0;27;0;0;;;
DUBRAVA;14;85;61;61;60;1;0;0;0;0;1;0;0;1;15;0;0;20;9;0;0;1;0;0;0;1;0;11;1;0;;;
DUBRAVA;15;70;48;48;48;0;0;0;0;0;0;0;1;0;22;1;0;2;4;0;2;1;0;0;0;0;0;14;1;0;;;
DUBRAVA;16;160;114;114;109;5;1;0;0;1;1;0;0;2;32;0;0;5;21;0;2;5;1;0;0;0;0;38;0;0;;;
DUBRAVA;17;144;105;105;103;2;0;0;1;0;0;0;0;4;25;0;0;11;13;0;4;1;0;0;1;1;0;39;3;0;;;
DUBRAVA;18;81;59;59;59;0;0;0;0;0;0;0;0;3;20;1;0;3;8;0;2;1;0;0;0;0;0;20;1;0;;;
DUBRAVA;19;163;94;94;94;0;0;0;0;0;0;1;1;1;52;1;1;2;2;1;1;4;0;0;0;0;0;27;0;0;;;
DUBRAVA;20;115;61;61;59;2;0;0;0;0;0;0;3;0;14;0;0;7;15;2;1;3;5;0;0;0;1;7;0;1;;;
DUBRAVA;21;134;86;86;82;4;0;1;1;1;1;0;0;1;13;0;1;1;32;0;5;4;0;0;0;1;1;18;1;0;;;
DUBRAVA;22;160;122;122;122;0;3;0;6;2;0;0;0;10;44;0;0;4;17;1;2;10;1;1;1;0;0;20;0;0;;;
DUBRAVA;23;156;135;135;131;4;0;0;3;0;1;0;0;0;32;0;0;6;36;0;1;12;0;0;3;0;0;36;1;0;;;
DUBRAVA;24;105;88;87;85;2;0;0;0;0;0;0;0;2;29;0;0;9;12;0;0;7;0;0;2;0;0;23;0;1;;;
DUBRAVA;25;198;130;130;129;1;0;1;0;0;2;0;1;0;70;0;0;4;8;1;6;3;0;0;0;0;0;32;1;0;;;
DUBRAVA;26;165;98;98;96;2;0;1;0;0;1;0;0;1;34;0;0;5;27;0;2;2;0;0;0;1;0;21;1;0;;;
DUBRAVA;27;161;88;88;87;1;2;1;0;0;1;1;2;1;40;1;0;6;9;0;3;0;0;1;4;0;0;13;1;1;;;
ÐELEKOVEC;1;487;311;311;306;5;0;0;4;0;0;0;0;0;116;0;0;8;56;1;13;6;2;0;0;2;1;95;1;1;;;
ÐELEKOVEC;2;614;394;394;390;4;0;0;3;2;2;1;0;0;190;1;1;8;51;2;14;8;0;0;0;1;0;101;3;2;;;
ÐELEKOVEC;3;348;224;224;222;2;0;0;4;0;0;0;0;3;57;0;0;6;95;0;2;5;0;0;0;2;0;48;0;0;;;
ÐULOVAC;1;280;95;95;94;1;0;0;0;0;0;0;0;0;53;0;1;1;1;0;2;3;1;0;2;0;0;30;0;0;;;
ÐULOVAC;2;158;78;78;76;2;0;0;0;1;2;1;0;0;38;0;0;1;3;1;1;5;0;0;0;0;0;20;1;2;;;
ÐULOVAC;3;83;63;63;62;1;0;0;1;0;0;0;0;0;32;1;0;0;10;1;1;3;0;0;0;0;0;13;0;0;;;
ÐULOVAC;4;322;154;154;150;4;0;0;1;0;1;0;0;0;38;0;0;3;38;2;4;10;0;0;0;0;2;50;1;0;;;
ÐULOVAC;5;719;433;433;425;8;0;0;0;0;0;0;0;4;320;1;0;1;41;0;37;1;0;0;0;1;1;17;0;1;;;
ÐULOVAC;6;87;54;54;54;0;0;0;0;0;0;2;0;0;24;1;0;1;24;0;0;1;0;0;0;0;0;0;1;0;;;
ÐULOVAC;7;699;502;469;464;5;0;3;0;0;9;1;0;1;267;0;1;9;77;0;16;16;0;0;0;1;1;59;2;1;;;
ÐULOVAC;8;498;198;198;192;6;0;0;2;0;1;0;0;1;97;0;0;2;41;1;18;4;0;0;2;1;1;21;0;0;;;
ÐULOVAC;9;137;80;80;79;1;0;0;1;0;0;0;0;0;26;0;1;0;47;1;0;1;0;0;0;0;0;1;1;0;;;
FARKAŠEVAC;1;260;170;170;167;3;0;2;0;1;0;0;3;0;62;0;0;15;14;0;3;5;1;0;0;0;0;59;2;0;;;
FARKAŠEVAC;2;130;100;100;97;3;0;0;0;0;1;0;0;2;29;0;0;2;20;0;7;4;0;0;0;0;0;30;1;1;;;
FARKAŠEVAC;3;43;19;19;19;0;0;0;0;0;0;0;0;0;5;0;0;1;3;0;0;0;0;0;0;0;2;8;0;0;;;
FARKAŠEVAC;4;140;95;95;89;6;0;0;0;0;0;0;0;3;51;0;0;1;16;0;0;2;0;0;0;0;0;16;0;0;;;
FARKAŠEVAC;5;220;129;129;128;1;0;1;3;0;1;0;0;2;46;1;0;3;34;0;0;0;0;0;0;0;0;37;0;0;;;
