Grad/opæina;Redni broj biraèkog mjesta;Ukupno biraèa;Glasovalo ukupno;Glasovalo (prema listiæimma);Listiæi važeæi;Listiæi nevažeæi;ABECEDA DEMOKRACIJE - ABECEDA, Nositelj liste: MARINKO DODIG                                        ;AKCIJA MLADIH - AM, Nositelj liste: DARKO KRNIÆ                                                    ;AKCIJA SOCIJALDEMOKRATA HRVATSKE - ASH, JADRANSKA SOCIJALDEMOKRATSKA STRANKA HRVATSKE - JADRANSKI SOCIJALDEMOKRATI, DEMOKRATSKA STRANKA ŽENA - DSŽ, ZELENA STRANKA - ZS, HRVATSKA RADNIÈKA STRANKA - HRS, Nositelj liste: MATE BULJUBAŠIÆ;AUTOHTONA-HRVATSKA SELJAÈKA STRANKA - A-HSS, Nositelj liste: dr.sc. JOŠKO KOVAÈ, dipl.ing.                         ;DALMATINSKA LIBERALNA STRANKA - DLS, Nositelj liste: ANTE TEŠIJA;DEMOKRATSKI CENTAR - DC, Nositelj liste: VESNA ŠKARE OŽBOLT, dipl.iur.;GOSPODARSKA STRANKA - GS, Nositelj liste: STJEPAN GNJEÈ                                            ;HRVATSKA ÈISTA STRANKA PRAVA - HÈSP, Nositelj liste: LUKA PODRUG, dipl. iur.                                   ;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ, Nositelj liste: dr.sc. IVO SANADER                                 ;HRVATSKA KRŠÆANSKA DEMOKRATSKA STRANKA - HKDS, KRŠÆANSKA SOCIJALNA UNIJA - KSU, Nositelj liste: PETAR KAÆUNKO;HRVATSKA NARODNA STRANKA-LIBERALNI DEMOKRATI - HNS, Nositelj liste: RADIMIR ÈAÈIÆ                    ;HRVATSKA SELJAÈKA STRANKA - HSS, HRVATSKA SOCIJALNO LIBERALNA STRANKA - HSLS, Nositelj liste: STIPO GABRIÆ;HRVATSKA STRANKA MLADIH - HSM, Nositelj liste: JOSIP JAKOVLJEVIÆ                                        ;HRVATSKA STRANKA PRAVA - HSP, Nositelj liste: ANTO ÐAPIÆ;HRVATSKA STRANKA UMIROVLJENIKA - HSU, Nositelj liste: mr.sc. VLADIMIR JORDAN                    ;HRVATSKI PRAVAŠI-HRVATSKI PRAVAŠKI POKRET - HP-HPP, Nositelj liste: ANITA ÈUDINA, prof. dipl.sociolog;JEDINO HRVATSKA-POKRET ZA HRVATSKU - JEDINO HRVATSKA, Nositelj liste: LJUBICA VRDOLJAK;LJEVICA HRVATSKE - LJEVICA, SOCIJALISTIÈKA RADNIÈKA PARTIJA HRVATSKE - SRP, ISTARSKI SOCIJALDEMOKRATSKI FORUM-FORO SOCIAL DEMOCRATICO ISTRIANO - ISDF-FSDI, HRVATSKI SOCIJALDEMOKRATI - HSD, Nositelj liste: IVAN NINIÆ;NEOVISNA LISTA, Nositelj liste: mr.sc. ÐULA RUŠINOVIÆ-SUNARA                                 ;NEOVISNA LISTA, Nositelj liste: TONÆI TADIÆ                                 ;NEOVISNA LISTA, Nositelj liste: JURICA TUCAK                                 ;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP, Nositelj liste: ZORAN MILANOVIÆ;STRANKA UMIROVLJENIKA - SU, Nositelj liste: STANISLAV JELAÈA;ZELENA LISTA, Nositelj liste: IVICA SUMIÆ                                                         ;ZELENI HRVATSKE - ZELENI HR, Nositelj liste: LOVRO RUMORA;;
GRADAC;5;1514;746;746;732;14;0;1;2;2;1;0;1;2;256;1;22;124;1;7;19;0;2;1;1;6;0;279;2;1;1;;
JANJINA;1;380;248;248;245;3;0;0;0;1;0;1;1;0;136;2;3;18;1;6;3;0;3;1;0;3;0;64;1;0;1;;
JANJINA;2;253;88;88;87;1;0;1;0;0;0;0;0;0;48;0;6;1;0;0;3;0;0;0;2;2;0;24;0;0;0;;
JANJINA;3;42;29;29;28;1;0;0;0;0;0;0;0;1;17;0;0;1;0;0;1;0;0;0;0;0;0;8;0;0;0;;
JELSA;1;844;551;551;539;12;0;0;2;2;2;2;1;2;163;1;101;15;0;6;12;0;2;2;1;47;1;166;7;1;3;;
JELSA;2;828;521;521;510;11;0;0;2;3;0;1;0;1;200;3;89;18;1;6;9;3;2;1;1;28;1;133;7;1;0;;
JELSA;3;430;294;294;288;6;0;3;0;1;0;1;0;2;114;0;74;20;3;0;2;1;1;1;0;15;0;48;2;0;0;;
JELSA;4;205;129;129;125;4;0;0;0;0;0;0;0;0;40;3;12;12;1;1;5;0;1;1;0;12;1;36;0;0;0;;
JELSA;5;94;65;65;65;0;0;1;0;0;0;0;0;2;33;0;8;1;1;0;1;0;1;0;0;4;0;12;1;0;0;;
JELSA;6;146;86;86;83;3;0;0;0;0;0;0;0;0;33;0;15;3;0;3;3;0;0;0;0;7;0;18;1;0;0;;
JELSA;7;561;348;348;341;7;0;0;1;1;1;0;0;0;110;2;33;10;2;5;11;1;1;2;0;17;0;140;1;2;1;;
JELSA;8;70;53;53;53;0;0;1;0;0;0;0;0;0;8;0;13;3;0;3;0;1;0;1;0;2;0;21;0;0;0;;
JELSA;9;222;142;142;138;4;1;0;1;3;0;0;1;0;36;0;34;3;0;2;6;0;2;0;0;8;0;39;1;0;1;;
JELSA;10;161;108;108;106;2;0;0;0;0;1;0;0;0;25;0;31;7;0;0;3;0;2;0;0;0;1;33;3;0;0;;
KONAVLE;1;1494;904;904;893;11;3;4;5;1;1;2;0;6;359;6;65;65;9;32;48;1;0;3;1;20;1;250;6;2;3;;
KONAVLE;2;387;240;240;239;1;1;1;0;0;0;0;0;3;112;0;15;33;2;11;7;0;0;0;0;7;0;46;1;0;0;;
KONAVLE;3;453;267;267;261;6;0;0;0;0;0;1;0;5;118;0;23;14;1;18;12;0;9;1;0;12;0;45;2;0;0;;
KONAVLE;4;803;544;544;536;8;1;1;0;3;0;0;0;3;272;0;41;56;3;21;13;1;2;1;0;22;0;88;5;1;2;;
KONAVLE;5;59;48;48;48;0;0;0;0;0;0;0;0;0;30;0;5;7;0;0;0;0;0;0;0;1;0;4;0;1;0;;
KONAVLE;6;67;54;54;54;0;0;0;0;0;0;0;0;1;41;2;1;2;0;2;1;0;0;0;0;1;0;3;0;0;0;;
KONAVLE;7;426;319;319;312;7;1;0;1;0;1;0;0;0;194;0;3;41;2;16;4;0;1;0;0;2;0;46;0;0;0;;
KONAVLE;8;172;137;137;132;5;0;0;0;3;1;1;0;1;88;0;0;19;1;3;6;0;0;0;0;3;0;5;1;0;0;;
KONAVLE;9;796;537;537;532;5;1;0;1;2;0;2;1;4;269;1;27;51;0;26;11;0;0;1;2;21;0;110;1;0;1;;
KONAVLE;10;231;174;174;170;4;0;0;0;1;0;0;0;2;94;0;7;24;1;9;6;0;0;0;0;3;0;21;1;1;0;;
KONAVLE;11;28;23;23;23;0;0;0;0;0;0;0;0;0;18;0;0;1;0;0;0;0;0;0;0;2;0;2;0;0;0;;
KONAVLE;12;171;144;144;142;2;0;1;1;1;1;0;0;0;53;1;33;20;0;6;2;0;0;0;0;0;1;19;3;0;0;;
KONAVLE;13;102;75;75;71;4;0;0;0;0;0;0;0;1;48;0;2;3;1;0;3;0;1;0;0;3;0;8;1;0;0;;
KONAVLE;14;80;65;65;61;4;0;0;0;0;0;1;0;0;33;0;9;11;0;2;0;0;0;0;0;0;0;4;1;0;0;;
KONAVLE;15;367;263;263;262;1;0;1;0;1;1;0;0;0;137;1;27;23;2;10;7;1;1;0;0;10;0;36;1;2;1;;
KONAVLE;16;187;127;127;123;4;0;0;0;0;0;1;0;1;65;1;9;16;2;6;3;0;1;1;0;4;0;11;1;0;1;;
KONAVLE;17;117;80;80;77;3;1;0;0;2;0;3;0;1;48;0;7;6;0;2;1;0;0;0;0;0;0;5;0;0;1;;
KONAVLE;18;84;56;56;55;1;0;2;0;0;0;0;0;0;23;0;3;6;3;4;1;0;0;0;0;2;0;11;0;0;0;;
KONAVLE;19;68;51;51;51;0;0;0;0;0;0;0;0;0;35;0;4;2;0;1;1;0;0;0;0;1;0;7;0;0;0;;
KONAVLE;20;238;161;161;159;2;2;0;1;0;1;0;0;0;104;0;6;10;1;5;0;0;2;0;1;9;0;12;4;0;1;;
KONAVLE;21;207;149;149;148;1;0;1;0;3;0;0;0;1;83;1;4;29;1;2;4;0;0;0;0;2;0;17;0;0;0;;
KONAVLE;22;170;122;122;119;3;0;0;0;0;0;0;0;0;65;0;1;31;0;5;1;0;0;0;0;2;0;13;0;1;0;;
KONAVLE;23;187;128;128;127;1;0;0;0;0;0;0;0;0;72;2;16;16;0;2;1;0;0;0;0;3;0;14;0;0;1;;
KONAVLE;24;49;49;49;49;0;0;0;1;1;0;0;0;0;45;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;;
KONAVLE;25;74;59;59;57;2;0;0;0;0;0;0;0;0;47;0;2;6;0;0;2;0;0;0;0;0;0;0;0;0;0;;
KONAVLE;26;118;89;89;88;1;0;0;2;0;0;0;0;0;54;0;6;1;1;5;4;0;0;0;0;4;0;10;1;0;0;;
KONAVLE;27;215;141;141;135;6;0;1;0;2;2;1;0;3;62;0;14;11;0;5;1;1;0;0;0;0;0;31;1;0;0;;
KONAVLE;28;282;194;194;192;2;0;1;0;1;0;0;0;0;122;1;6;34;1;5;0;0;0;0;0;0;0;19;0;0;2;;
KULA NORINSKA;1;102;73;73;70;3;0;0;0;0;1;0;0;0;35;0;1;23;0;2;1;0;0;0;0;3;0;4;0;0;0;;
KULA NORINSKA;2;465;358;358;351;7;0;1;0;0;0;0;11;0;196;0;1;89;0;1;9;0;0;0;0;1;0;38;1;2;1;;
KULA NORINSKA;3;281;207;207;200;7;0;0;0;4;0;0;1;0;95;0;1;68;0;19;6;0;0;0;0;0;0;6;0;0;0;;
KULA NORINSKA;4;332;235;235;233;2;0;0;0;2;0;1;3;2;125;2;0;37;0;3;8;0;0;0;0;4;0;46;0;0;0;;
KULA NORINSKA;5;184;142;142;137;5;0;1;0;0;1;0;0;0;84;0;1;28;0;2;2;0;0;0;0;0;0;17;0;0;1;;
KULA NORINSKA;6;129;93;93;90;3;0;0;0;0;0;0;0;0;56;0;0;24;0;5;1;0;0;0;0;0;0;4;0;0;0;;
KULA NORINSKA;7;69;50;50;49;1;0;0;0;0;0;0;0;0;24;0;0;16;0;3;0;1;0;0;0;0;0;5;0;0;0;;
LASTOVO;1;290;168;168;166;2;0;1;0;0;1;0;0;0;56;0;4;7;3;6;3;0;0;0;2;14;1;64;3;0;1;;
LASTOVO;2;304;151;151;148;3;0;1;2;1;0;0;0;2;62;0;7;6;1;4;3;0;2;0;1;4;0;52;0;0;0;;
LASTOVO;3;294;164;164;164;0;2;1;0;2;1;0;0;0;67;2;9;9;2;3;3;1;1;2;0;3;0;56;0;0;0;;
LOKVIÈIÆI;1;249;125;125;118;7;0;0;1;1;0;0;0;0;82;0;1;0;0;22;2;0;3;0;0;1;0;3;2;0;0;;
LOKVIÈIÆI;2;290;128;128;126;2;0;0;0;0;0;0;0;2;96;0;1;1;0;22;0;0;0;0;0;2;0;2;0;0;0;;
LOKVIÈIÆI;3;157;72;72;71;1;0;0;0;0;0;0;0;0;57;0;1;0;0;10;1;0;0;0;0;0;0;2;0;0;0;;
LOKVIÈIÆI;4;217;83;83;80;3;0;0;0;0;0;1;0;0;63;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;;
LOKVIÈIÆI;5;211;127;127;126;1;0;0;0;0;0;0;0;1;68;1;0;2;0;40;0;1;0;1;0;0;0;12;0;0;0;;
LOVREÆ;1;183;113;113;111;2;0;0;0;0;0;1;0;2;97;0;0;2;0;0;1;0;4;0;0;0;1;1;1;0;1;;
LOVREÆ;2;751;415;415;410;5;0;0;1;1;0;0;0;6;312;1;5;4;1;58;6;0;4;0;0;3;0;6;1;1;0;;
LOVREÆ;3;191;125;125;125;0;0;0;0;0;1;0;0;0;113;0;5;3;0;0;0;0;0;0;0;0;0;3;0;0;0;;
LOVREÆ;4;376;211;211;210;1;0;0;0;0;0;0;0;1;146;0;0;0;2;51;1;0;2;0;0;2;0;5;0;0;0;;
LOVREÆ;5;714;323;323;320;3;0;0;0;0;0;0;0;5;287;0;0;2;0;12;0;0;6;0;0;1;0;5;0;1;1;;
LUMBARDA;1;159;90;90;90;0;0;1;0;0;0;0;0;0;37;4;6;8;3;6;6;0;0;0;0;4;0;13;1;0;1;;
LUMBARDA;2;237;166;166;160;6;0;0;0;0;0;1;0;2;67;1;4;19;1;3;6;0;1;0;0;4;1;44;5;0;1;;
LUMBARDA;3;705;429;429;423;6;0;0;0;0;2;1;0;0;178;1;19;57;3;19;17;0;2;3;0;15;0;99;6;1;0;;
MILNA;1;914;544;542;536;6;0;4;1;0;1;3;0;3;170;1;31;11;3;11;16;0;4;4;2;36;0;228;6;0;1;;
MILNA;2;262;174;174;172;2;0;0;0;0;2;1;0;0;30;0;8;7;2;2;12;0;1;2;1;5;0;90;8;1;0;;
MLJET;1;190;132;132;130;2;0;0;0;1;0;0;0;0;51;0;8;9;0;8;8;0;0;0;1;4;1;38;1;0;0;;
MLJET;2;105;71;71;71;0;0;0;0;0;0;0;0;0;32;0;3;2;1;9;2;0;0;0;0;2;0;20;0;0;0;;
MLJET;3;110;67;67;66;1;0;0;0;0;0;0;0;0;13;2;2;21;1;7;0;0;0;1;0;0;0;19;0;0;0;;
MLJET;4;166;129;129;127;2;0;0;1;2;1;0;0;0;36;0;1;17;0;7;2;0;0;0;0;4;0;53;2;0;1;;
MLJET;5;157;111;111;110;1;0;0;0;0;0;0;0;0;19;0;4;10;0;4;3;0;0;0;0;4;0;62;2;2;0;;
MLJET;6;66;46;46;45;1;0;0;0;0;0;0;0;0;18;0;0;4;0;0;2;0;0;1;0;0;0;18;0;1;1;;
MLJET;7;86;62;62;62;0;0;0;0;0;0;0;0;0;8;0;0;0;2;0;0;0;0;0;0;0;0;52;0;0;0;;
MLJET;8;98;63;63;62;1;0;0;0;0;0;0;0;0;20;0;1;14;0;7;3;0;0;0;0;0;0;16;1;0;0;;
MLJET;9;126;68;68;68;0;0;0;0;0;0;0;0;0;19;0;0;30;0;2;0;0;0;0;0;0;0;16;1;0;0;;
NEREŽIŠÆA;1;564;446;445;435;10;1;1;1;2;0;0;1;1;184;3;32;12;2;16;12;0;2;2;0;5;1;147;4;4;2;;
NEREŽIŠÆA;2;183;119;119;115;4;0;0;0;1;0;0;0;0;63;1;7;4;1;8;2;0;0;0;1;6;0;20;0;1;0;;
NEREŽIŠÆA;3;95;74;74;72;2;0;0;0;2;0;0;0;0;21;0;7;1;1;0;8;0;0;0;1;2;0;26;3;0;0;;
OREBIÆ;1;124;85;85;83;2;0;0;0;0;0;0;0;1;41;0;2;19;0;2;3;0;0;0;0;0;0;13;2;0;0;;
OREBIÆ;2;130;84;84;82;2;2;0;0;1;0;0;0;1;29;0;3;11;1;3;2;1;0;0;0;1;0;27;0;0;0;;
OREBIÆ;3;217;172;172;166;6;1;0;0;0;0;0;0;1;66;0;2;51;0;4;3;0;1;0;0;5;0;29;2;0;1;;
OREBIÆ;4;175;111;111;111;0;0;1;0;0;0;0;0;0;47;0;5;24;0;4;4;0;0;0;1;1;0;23;1;0;0;;
OREBIÆ;5;36;26;26;26;0;0;0;0;0;0;1;0;0;14;0;0;4;0;0;0;0;1;0;0;0;0;6;0;0;0;;
OREBIÆ;6;220;159;159;158;1;0;0;0;0;0;1;1;2;69;0;2;19;4;4;1;1;0;1;0;4;0;48;1;0;0;;
OREBIÆ;7;113;78;78;77;1;0;0;0;0;0;0;0;0;59;1;2;3;1;0;0;0;0;0;0;2;0;9;0;0;0;;
OREBIÆ;8;930;459;459;455;4;2;3;1;2;0;1;0;2;237;2;5;37;5;25;5;0;0;0;0;9;0;117;1;0;1;;
OREBIÆ;9;812;425;425;418;7;3;1;2;0;0;2;0;2;212;0;5;34;0;11;12;0;1;1;0;11;0;116;2;1;2;;
OREBIÆ;10;494;306;306;305;1;0;2;1;0;1;1;0;3;149;1;5;27;5;19;5;0;1;0;0;10;0;72;1;1;1;;
OREBIÆ;11;278;143;143;142;1;0;0;0;0;0;1;0;1;67;0;5;9;0;16;4;0;0;1;0;2;1;32;2;1;0;;
OREBIÆ;12;288;173;173;170;3;0;1;0;0;1;2;0;0;70;0;5;16;1;14;6;0;0;0;0;3;0;51;0;0;0;;
OREBIÆ;13;229;147;147;144;3;0;0;0;0;0;0;0;0;58;0;7;3;0;7;1;0;0;2;0;4;0;62;0;0;0;;
PODBABLJE;1;759;498;498;494;4;1;0;1;0;0;2;0;9;350;0;5;23;1;37;11;0;11;0;1;12;3;23;2;1;1;;
PODBABLJE;2;458;300;300;294;6;0;0;1;2;1;1;0;1;189;2;35;3;0;14;7;0;1;0;1;11;1;22;2;0;0;;
PODBABLJE;3;944;592;592;586;6;1;0;0;1;0;9;0;16;409;3;3;55;1;38;8;0;5;0;0;7;1;27;1;0;1;;
PODBABLJE;4;249;193;193;191;2;0;0;0;0;0;2;0;1;150;1;1;9;0;10;4;0;2;1;0;1;0;9;0;0;0;;
PODBABLJE;5;376;228;228;223;5;0;0;0;0;0;0;0;3;154;0;4;14;0;27;3;1;6;0;0;0;2;8;0;1;0;;
PODBABLJE;6;485;270;270;264;6;1;1;1;0;0;0;0;2;126;1;56;3;0;20;10;0;5;1;0;7;4;23;1;1;1;;
PODBABLJE;7;643;420;420;414;6;3;0;1;1;0;0;0;5;256;1;20;36;1;43;3;0;20;0;0;2;2;17;2;1;0;;
PODBABLJE;8;619;316;316;312;4;0;0;1;0;0;0;0;5;233;1;2;11;1;35;0;0;4;0;0;2;0;16;1;0;0;;
PODGORA;1;1444;838;838;822;16;1;0;3;4;0;1;0;20;281;1;17;30;2;23;23;1;4;6;4;51;2;339;3;4;2;;
PODGORA;2;319;187;187;184;3;0;0;0;0;0;0;0;0;88;0;20;4;0;5;0;0;1;1;0;9;0;42;11;3;0;;
PODGORA;3;424;245;245;244;1;0;1;1;1;0;1;0;2;118;6;5;10;1;5;8;1;0;0;1;4;1;75;3;0;0;;
PODGORA;4;623;276;276;272;4;1;0;0;0;1;2;0;3;64;2;23;5;1;8;9;0;2;1;0;11;1;133;2;0;3;;
PODSTRANA;1;1769;918;917;908;9;1;0;6;3;0;5;0;20;509;3;29;32;9;37;16;0;24;2;2;44;1;156;5;1;3;;
PODSTRANA;2;1469;779;776;769;7;0;1;3;2;2;3;2;14;430;3;17;25;5;48;14;1;16;4;2;38;2;128;4;2;3;;
PODSTRANA;3;877;489;479;472;7;0;1;1;0;0;4;0;9;262;2;14;17;3;21;24;3;5;1;1;13;1;85;4;0;1;;
PODSTRANA;4;1183;709;701;695;6;0;1;1;5;2;0;0;17;308;5;45;32;9;21;19;0;15;3;1;30;1;175;5;0;0;;
PODSTRANA;5;1367;769;769;759;10;0;1;2;1;0;2;0;16;423;3;21;31;4;28;10;1;11;1;3;37;1;159;2;0;2;;
POJEZERJE;1;291;206;206;201;5;1;0;0;0;0;0;0;0;165;0;1;18;0;1;2;0;0;0;0;1;0;11;1;0;0;;
POJEZERJE;2;379;211;211;210;1;0;1;0;0;0;2;0;2;169;1;1;10;0;1;0;0;1;0;0;3;0;19;0;0;0;;
POJEZERJE;3;238;170;170;165;5;0;1;2;2;0;0;1;1;85;0;0;53;1;3;3;0;0;0;0;2;0;11;0;0;0;;
POJEZERJE;4;76;44;44;43;1;0;0;0;1;0;0;0;0;31;0;0;8;0;0;0;0;0;0;0;0;0;3;0;0;0;;
POJEZERJE;5;66;40;40;37;3;0;0;0;0;0;0;0;0;19;0;0;15;1;0;0;0;0;0;0;0;0;2;0;0;0;;
POSTIRA;1;1357;887;887;871;16;1;1;3;4;3;0;0;9;387;8;23;33;4;52;24;2;3;2;8;44;1;245;9;1;4;;
POSTIRA;2;137;91;91;89;2;1;0;0;2;0;1;0;0;31;0;4;5;0;1;4;0;0;0;1;6;0;31;2;0;0;;
PROLOŽAC;1;600;155;155;155;0;0;0;0;0;0;0;0;5;132;2;1;0;0;7;0;0;4;0;0;0;1;3;0;0;0;;
PROLOŽAC;2;404;255;255;253;2;0;0;0;0;0;0;0;0;210;0;1;5;0;11;3;0;0;0;1;2;1;19;0;0;0;;
PROLOŽAC;3;715;446;446;441;5;0;1;1;0;0;2;1;3;312;2;4;12;0;33;8;0;12;0;0;5;4;38;1;0;2;;
PROLOŽAC;4;389;263;263;259;4;1;0;0;0;0;1;0;2;213;1;1;2;0;17;1;0;7;0;0;6;0;5;0;0;2;;
PROLOŽAC;5;243;120;120;118;2;0;0;0;0;0;0;0;2;76;2;1;2;0;18;3;0;1;0;0;1;1;10;1;0;0;;
PROLOŽAC;6;644;323;323;321;2;0;0;1;0;0;0;1;12;219;0;5;20;1;21;8;0;1;1;0;3;1;24;2;1;0;;
PROLOŽAC;7;362;253;253;248;5;0;1;0;0;0;0;1;3;178;0;5;5;0;43;2;0;2;1;0;0;0;7;0;0;0;;
PROLOŽAC;8;358;251;251;244;7;0;0;0;2;0;1;0;13;171;0;8;6;0;9;0;0;3;1;0;5;0;21;2;0;2;;
PROLOŽAC;9;266;210;210;206;4;1;0;0;1;0;0;0;0;175;0;1;5;1;9;2;0;1;0;1;0;2;5;1;0;1;;
PUÈIŠÆA;1;1429;950;950;928;22;1;3;1;4;1;4;1;5;295;2;44;24;9;44;30;1;9;3;3;52;2;368;12;5;5;;
PUÈIŠÆA;2;263;182;182;177;5;0;2;1;1;0;1;0;0;74;1;4;7;0;2;3;0;0;0;1;13;1;64;1;0;1;;
PUÈIŠÆA;3;304;224;224;218;6;0;1;1;0;1;0;0;0;142;0;9;4;2;3;8;1;0;0;2;5;1;34;3;0;1;;
RUNOVIÆI;1;324;156;156;154;2;0;0;1;0;0;0;0;2;95;1;2;1;0;22;11;1;1;0;0;4;1;10;2;0;0;;
RUNOVIÆI;2;180;78;78;78;0;0;0;0;0;0;0;0;2;60;2;0;1;2;3;1;0;2;0;0;0;1;4;0;0;0;;
RUNOVIÆI;3;102;46;46;46;0;0;0;0;0;0;0;0;0;33;0;0;2;0;8;0;0;0;0;0;0;0;3;0;0;0;;
RUNOVIÆI;4;151;95;95;94;1;0;0;2;0;0;0;0;4;65;1;2;4;0;5;1;0;0;0;0;0;7;3;0;0;0;;
RUNOVIÆI;5;326;203;201;200;1;0;1;1;0;0;0;0;9;157;0;0;6;1;2;1;0;2;1;1;4;4;9;1;0;0;;
RUNOVIÆI;6;927;493;493;486;7;0;1;1;1;0;0;0;10;346;1;4;43;3;13;11;0;2;0;0;4;26;18;2;0;0;;
RUNOVIÆI;7;521;329;328;321;7;1;1;0;1;1;2;0;5;192;2;13;35;1;21;8;0;1;0;1;6;10;18;2;0;0;;
RUNOVIÆI;8;52;28;28;23;5;0;1;0;0;0;0;0;0;19;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;;
SELCA;1;836;542;542;527;15;0;3;3;2;0;2;0;5;100;0;45;88;3;15;51;1;4;0;1;19;1;171;11;1;1;;
SELCA;2;520;310;310;306;4;0;1;0;2;1;1;0;1;117;1;17;18;3;7;15;1;1;2;1;8;0;100;6;3;0;;
SELCA;3;168;93;93;88;5;0;0;0;3;0;0;0;1;27;2;2;11;0;3;7;1;0;2;0;1;0;26;2;0;0;;
SELCA;4;372;223;223;223;0;0;0;0;1;0;1;0;1;73;0;13;5;1;4;24;0;2;0;0;13;0;83;1;0;1;;
SELCA;5;68;49;49;45;4;0;0;0;1;0;1;0;0;20;0;3;4;0;2;3;1;0;3;0;2;0;5;0;0;0;;
SLIVNO;1;249;178;178;173;5;0;0;0;1;0;0;0;0;76;0;6;59;0;8;0;0;0;0;0;1;1;21;0;0;0;;
SLIVNO;2;133;68;68;68;0;0;0;2;0;0;0;0;0;32;1;2;7;0;1;1;0;1;0;0;0;0;21;0;0;0;;
SLIVNO;3;217;125;125;124;1;0;0;0;0;0;1;0;0;51;0;1;24;0;1;2;0;0;0;0;1;0;39;1;2;1;;
SLIVNO;4;171;105;105;104;1;0;0;0;0;0;0;0;0;72;0;1;17;0;1;1;0;0;0;0;0;0;12;0;0;0;;
SLIVNO;5;208;151;151;149;2;0;0;0;8;0;0;0;1;58;1;0;51;0;3;1;0;0;2;0;1;0;22;1;0;0;;
SLIVNO;6;75;67;67;67;0;0;0;0;2;0;0;0;0;41;0;0;16;0;7;0;0;0;0;0;0;0;1;0;0;0;;
SLIVNO;7;278;175;175;171;4;0;0;0;2;0;0;0;2;82;0;2;34;1;20;5;0;0;0;0;1;0;18;3;0;1;;
SLIVNO;8;162;130;130;127;3;0;0;1;11;0;0;0;0;59;1;0;31;0;5;1;0;0;0;0;2;0;16;0;0;0;;
SLIVNO;9;135;106;106;102;4;0;0;0;0;0;1;0;0;66;0;4;17;1;6;2;1;0;1;0;1;0;2;0;0;0;;
SLIVNO;10;231;184;184;182;2;0;0;1;3;1;0;0;4;106;2;3;29;3;11;2;0;0;1;0;3;0;13;0;0;0;;
SMOKVICA;1;555;393;393;387;6;0;0;0;0;1;0;0;1;145;1;2;45;3;46;9;0;4;2;0;2;0;123;3;0;0;;
SMOKVICA;2;330;218;213;212;1;0;0;0;0;0;1;0;2;71;0;9;25;2;27;3;0;0;1;0;4;0;65;1;0;1;;
STON;1;86;50;50;50;0;0;0;0;0;0;0;1;0;23;1;1;9;1;0;0;1;0;0;0;0;0;13;0;0;0;;
STON;2;70;56;56;56;0;0;0;0;0;0;0;0;0;51;0;0;0;0;2;0;0;0;0;0;3;0;0;0;0;0;;
STON;3;109;68;68;68;0;0;0;0;0;0;0;0;0;38;0;1;3;2;4;2;0;0;0;0;1;1;14;1;1;0;;
STON;4;62;47;47;44;3;0;0;0;0;0;0;0;0;36;0;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;;
STON;5;30;30;30;30;0;0;0;0;0;0;0;0;0;23;0;3;1;0;0;0;0;0;0;0;0;0;3;0;0;0;;
STON;6;46;25;25;23;2;0;0;0;0;0;0;0;0;10;0;5;2;0;0;0;0;0;0;0;0;0;6;0;0;0;;
STON;7;214;119;119;117;2;0;0;0;3;0;0;0;0;57;0;4;17;1;0;10;0;0;0;0;7;0;17;1;0;0;;
STON;8;148;90;90;90;0;0;1;0;0;0;0;0;0;51;1;3;5;0;2;4;0;0;1;0;5;0;17;0;0;0;;
STON;9;162;90;90;89;1;0;0;0;0;0;0;0;0;52;1;1;13;1;2;1;0;2;0;0;4;0;12;0;0;0;;
STON;10;129;98;98;98;0;0;0;0;0;0;0;0;0;68;0;4;11;0;5;3;0;1;0;0;2;0;3;1;0;0;;
STON;11;302;226;226;222;4;0;3;0;0;0;1;0;0;111;4;5;40;0;4;1;0;0;0;1;2;0;50;0;0;0;;
STON;12;110;84;84;82;2;0;1;0;2;0;0;0;0;30;0;2;18;0;4;2;0;0;0;0;3;0;20;0;0;0;;
STON;13;510;299;299;294;5;0;0;0;0;1;1;0;1;139;0;11;37;0;10;11;1;1;0;0;7;1;69;4;0;0;;
STON;14;55;27;27;27;0;0;0;0;1;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
STON;15;70;47;47;47;0;0;0;0;0;0;0;0;0;26;0;3;7;0;1;0;0;0;0;0;1;0;7;2;0;0;;
STON;16;78;64;64;63;1;0;1;0;1;0;0;0;0;15;0;24;1;1;0;1;0;0;0;0;0;0;18;1;0;0;;
STON;17;214;120;120;120;0;0;1;0;0;2;0;0;0;78;1;1;18;1;6;1;0;1;0;0;0;0;8;1;1;0;;
SUÆURAJ;1;416;266;266;259;7;0;0;1;1;0;0;0;1;111;0;21;9;0;6;3;0;0;1;0;3;0;96;2;1;3;;
SUÆURAJ;2;139;90;90;85;5;0;0;0;0;0;0;0;0;19;2;5;2;0;1;2;0;0;1;0;3;0;49;0;1;0;;
