Izborna jedinica;Grad / opæina;BM Rbr;BM Naziv;BM Lokacija;BM Adresa;Ukupno biraèa;Glasovalo ukupno;Glasovalo (prema listiæimma);Listiæi važeæi;Listiæi nevažeæi;ABECEDA DEMOKRACIJE - ABECEDA  , Nositelj liste:  MILAN ŽUPANÈIÆ, prof. ;AGENDA MLADIH DEMOKRATA - AMD , HRVATSKA STRANKA MLADIH - HSM  , Nositelj liste:  LUKA ŽUŽENIÆ ;AKCIJA MLADIH - AM  , Nositelj liste:  ROBERT KURELIÆ  ;AKCIJA SOCIJALDEMOKRATA HRVATSKE - ASH , STRANKA UMIROVLJENIKA HRVATSKE-BLOK UMIROVLJENICI ZAJEDNO - SUH , SPLITSKA STRANKA UMIROVLJENIKA - SSU  , Nositelj liste:  ZLATKO KLARIÆ, prof. ;AUTOHTONA - HRVATSKA SELJAÈKA STRANKA - A-HSS , SAVEZ ZA PROMJENE - SP  , Nositelj liste:  BRANKO BORKOVIÆ;AUTOHTONA-HRVATSKA STRANKA PRAVA - A-HSP  , Nositelj liste:  DRAŽEN KELEMINEC   ;BLOK UMIROVLJENICI ZAJEDNO - BUZ , PRIMORSKO GORANSKI SAVEZ - PGS , HRVATSKA RADNIÈKA STRANKA - HRS  , Nositelj liste:  prof.dr.sc. LJUBO JURÈIÆ ;DEMOKRATSKA STRANKA ŽENA - DSŽ  , Nositelj liste:  MARIJA JELINÈIÆ ;GLAS RAZUMA  , Nositelj liste:  MILAN PERKOVAC, mg.elektronike ;HRVATSKA DEMOKRATSKA SELJAÈKA STRANKA - HDSS  , Nositelj liste:  TOMISLAV POKUPÈIÆ ;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ , DEMOKRATSKI CENTAR - DC  , Nositelj liste:  JADRANKA KOSOR ;HRVATSKA 21. STOLJEÆA - HRVATSKA 21.  , Nositelj liste:  NADA LANDEKA  ;HRVATSKA EUROPSKA STRANKA - HES  , Nositelj liste:  NAJA ŠEBALJ ;HRVATSKA SELJAÈKA STRANKA - HSS  , Nositelj liste:  MARIJANA PETIR ;HRVATSKA SOCIJALNO-LIBERALNA STRANKA - HSLS  , Nositelj liste:  DARINKO KOSOR;HRVATSKA STRANKA PRAVA - HSP  , Nositelj liste:  ANTO ÐAPIÆ  ;HRVATSKA STRANKA PRAVA DR.ANTE STARÈEVIÆ - HSP DR.ANTE STARÈEVIÆ , HRVATSKA ÈISTA STRANKA PRAVA - HÈSP  , Nositelj liste:  RUŽA TOMAŠIÆ  ;HRVATSKI LABURISTI-STRANKA RADA  , Nositelj liste:  DRAGUTIN LESAR;HRVATSKI RAST - HRAST  , Nositelj liste:  PERO PAŽIN;NACIONALNI DEMOKRATI - ND  , Nositelj liste:  MARINKO BOBINAC;NEOVISNA LISTA  , Nositelj liste:  MILAN BANDIÆ ;NEOVISNA LISTA  , Nositelj liste:  dr.sc. IVAN GRUBIŠIÆ;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP , HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS , ISTARSKI DEMOKRATSKI SABOR - IDS , HRVATSKA STRANKA UMIROVLJENIKA - HSU  , Nositelj liste:  ZORAN MILANOVIÆ ;SOCIJALISTIÈKA RADNIÈKA PARTIJA HRVATSKE - SRP  , Nositelj liste:  DRAGICA LOVREKOVIÆ;VOLIM HRVATSKU - VH  , Nositelj liste:  ROKO ŠIKIÆ;ZAGREBAÈKA NEZAVISNA LISTA - ZNL  , Nositelj liste:  mr.sc. TATJANA HOLJEVAC, dipl.ing. ;ZELENA LISTA  , Nositelj liste:  MILAN LONÈAR;ZELENA STRANKA - ZS  , Nositelj liste:  mr.sc. ALJOŠA BABIÆ ;ZELENI ZAJEDNO  , Nositelj liste:  TONI VIDAN;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;MARTINSKA VES;8;MAHOVO;PODRUÈNA ŠKOLA;MAHOVO;242;150;150;147;3;2;0;0;0;13;0;2;0;0;0;44;0;1;50;1;8;1;0;0;0;1;0;24;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;MARTINSKA VES;9;LJUBLJANICA;J.P. HRVATSKE VODE;LJUBLJANICA;30;20;20;19;1;0;0;0;0;5;0;0;0;0;0;4;0;0;3;1;1;0;3;0;1;0;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;MARTINSKA VES;10;DESNA MARTINSKA VES;O.Š. BRAÆA RADIÆ;DESNA MARTINSKA VES;268;158;158;153;5;1;0;0;1;14;1;4;0;1;0;67;0;0;13;2;12;3;3;0;0;3;1;27;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;MARTINSKA VES;11;DESNO TREBARJEVO;SPOMEN DOM BRAÆA RADIÆ;DESNO TREBARJEVO;296;207;207;202;5;0;1;0;0;8;3;1;0;0;3;61;0;0;59;0;21;4;1;0;0;5;3;31;0;1;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;MARTINSKA VES;12;DESNO ŽELJEZNO;DRUŠTVENI DOM;DESNO ŽELJEZNO;172;110;110;109;1;1;0;1;2;15;0;1;0;0;1;32;0;1;10;2;6;1;4;0;1;0;0;28;0;0;0;1;0;2;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;MARTINSKA VES;13;JEZERO POSAVSKO;DRUŠTVENI DOM;JEZERO POSAVSKO;62;45;45;45;0;0;0;0;0;6;0;0;0;0;0;2;0;0;9;2;2;1;1;0;0;0;2;20;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;MARTINSKA VES;14;DESNI DUBROVÈAK;DRUŠTVENI DOM;DESNI DUBROVÈAK;110;76;76;75;1;1;0;0;0;7;0;1;0;0;0;8;2;1;20;1;2;2;0;0;0;0;0;30;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;MARTINSKA VES;15;LIJEVA MARTINSKA VES;DRUŠTVENI DOM;LIJEVA MARTINSKA VES;307;206;206;201;5;0;0;0;0;14;1;2;0;0;0;87;2;0;38;3;8;0;3;0;0;0;5;35;1;0;0;2;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;MARTINSKA VES;16;LIJEVO TREBARJEVO;DRUŠTVENI DOM;LIJEVO TREBARJEVO;53;44;44;43;1;0;0;0;0;0;0;3;0;0;0;3;0;0;18;0;9;0;2;0;0;0;0;6;0;0;0;1;0;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;MARTINSKA VES;17;LIJEVA LUKA;DRUŠTVENI DOM;LIJEVA LUKA;214;143;143;138;5;3;0;1;0;5;2;2;0;0;1;29;0;0;30;1;2;3;0;0;0;10;1;47;1;0;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ORLE;1;BUKEVJE;DRUŠTVENI DOM;BUKEVJE  BB;476;267;267;264;3;0;0;0;1;11;1;5;1;1;1;49;0;0;7;11;4;6;12;2;0;12;3;131;2;0;0;1;1;2;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ORLE;2;DRNEK;VATROGASNI DOM;DRNEK BB;272;172;172;160;12;0;0;1;2;21;0;3;0;0;2;18;1;0;6;7;5;2;1;3;0;4;1;82;0;0;0;1;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ORLE;3;VRBOVO POSAVSKO;VATROGASNI DOM;VRBOVO POSAVSKO BB;211;131;131;130;1;1;0;0;0;13;0;3;4;0;0;27;0;0;12;3;0;5;1;0;0;3;1;56;0;0;0;0;0;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ORLE;4;VELEŠEVEC;DRUŠTVENI DOM;VELEŠEVEC BB;450;263;263;261;2;0;0;2;1;16;1;3;1;0;0;41;1;0;16;7;8;3;12;0;0;6;1;141;0;0;0;0;0;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ORLE;5;RUÈA;VATROGASNI DOM;RUÈA BB;215;130;130;127;3;0;0;2;1;7;0;2;0;0;2;11;0;1;3;5;2;1;2;0;0;3;0;84;0;0;0;0;0;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ORLE;6;SUŠA;VATROGASNI DOM;SUŠA BB;109;69;69;68;1;1;0;1;0;0;0;3;0;1;1;24;0;0;3;3;0;0;0;0;0;0;0;30;0;0;0;1;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;POKUPSKO;1;LUKINIÆ BRDO;DOM KULTURE KRPEÈANCI;LUKINIÆ BRDO BB;287;156;156;154;2;1;1;0;1;7;0;2;1;1;3;55;0;0;15;5;5;0;8;0;1;2;0;45;1;0;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;POKUPSKO;2;STREZOJEVO;DOM KULTURE STREZOJEVO;STREZOJEVO BB;114;86;86;86;0;0;0;0;1;2;0;2;1;0;1;46;0;0;9;2;3;0;3;0;0;3;0;12;0;0;0;1;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;POKUPSKO;3;ŠESTAK BRDO;KUÆA VLADE ŠESTAKA;ŠESTAK BRDO 4;152;91;91;89;2;0;0;0;2;1;0;4;0;0;2;29;0;0;6;8;2;1;2;2;0;3;0;26;1;0;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;POKUPSKO;4;HOTNJA;DOM KULTURE HOTNJA;HOTNJA BB;205;144;144;140;4;0;0;2;2;1;0;2;1;0;1;49;1;0;26;2;5;4;2;7;0;3;1;29;0;0;0;1;1;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;POKUPSKO;5;POKUPSKI GLADOVEC;KUÆA STJEPANA MEDVEDA;GLADOVEC POKUPSKI 24A;157;108;108;104;4;1;1;0;3;2;0;2;0;2;0;42;0;0;3;1;4;3;3;2;0;0;1;33;0;0;0;1;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;POKUPSKO;6;POKUPSKO;ZGRADA OPÆINE POKUPSKO;POKUPSKO BB;204;148;148;145;3;0;0;1;2;3;1;2;0;0;0;45;0;0;6;6;3;2;8;5;0;1;3;56;0;0;0;1;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;POKUPSKO;7;POKUPSKO CERJE;KUÆA ZDRAVKA SUÈECA;CERJE POKUPSKO 29;75;44;44;43;1;0;0;1;0;1;0;1;0;0;0;15;0;0;1;0;2;0;2;2;0;0;0;17;0;1;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;POKUPSKO;8;LIJEVI ŠTEFANKI;DOM HRVATSKIH BRANITELJA;LIJEVI ŠTEFANKI BB;221;145;145;141;4;0;1;1;1;2;1;1;3;1;2;39;2;0;4;0;7;4;9;1;0;1;1;58;0;0;1;1;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;POKUPSKO;9;AUGUŠTANOVEC;"U ""SJENICI""";AUGUŠTANOVEC BB;121;81;81;80;1;1;1;0;3;0;2;4;0;0;2;14;0;0;8;2;3;0;0;0;0;5;0;34;0;0;0;0;0;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;POKUPSKO;10;LIJEVI DEGOJ;KUÆA STJEPANA GRAHOVCA;LIJEVI DEGOJ 21A;59;35;35;35;0;1;0;0;0;1;0;0;1;0;0;7;0;0;3;2;3;0;2;0;0;1;1;13;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;POKUPSKO;11;OPATIJA;DOM KULTURE OPATIJA;OPATIJA BB;181;104;104;102;2;1;1;1;0;0;0;3;1;0;4;31;1;0;9;2;3;1;1;1;1;3;0;36;0;0;0;2;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;POKUPSKO;12;ROŽENICA I;DOM KULTURE OPATIJA;OPATIJA BB;113;67;67;65;2;0;0;0;0;2;0;2;0;0;3;26;1;0;5;0;3;0;0;0;0;1;0;21;0;0;0;1;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;POKUPSKO;13;ROŽENICA II;DOM KULTURE OPATIJA;OPATIJA BB;78;53;53;50;3;1;0;1;0;1;0;2;0;0;0;30;0;0;6;1;1;0;1;0;0;1;0;5;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;POPOVAÈA;1;GORNJA GRAÈENICA;DOM GORNJA GRAÈENICA;GORNJA GRAÈENICA;896;559;559;550;9;1;0;2;7;6;5;17;1;1;1;87;0;0;47;38;49;6;37;1;0;8;5;225;1;1;1;2;1;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;POPOVAÈA;2;CIGLENICA;DOM CIGLENICA;CIGLENICA;111;89;89;87;2;0;0;2;3;0;0;2;1;0;0;8;0;0;4;7;0;0;1;1;0;1;2;54;0;0;0;0;1;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;POPOVAÈA;3;VOLODER;HRVATSKI PUÈKI DOM VOLODER;VOLODER;674;397;397;388;9;0;0;2;1;4;0;15;3;0;4;129;0;0;37;22;13;5;21;0;0;2;3;123;2;1;0;0;0;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;POPOVAÈA;4;VOLODER;NOVA ŠKOLA;VOLODER;714;390;390;384;6;0;0;1;2;0;4;12;3;1;3;120;0;1;25;20;27;4;9;0;0;9;4;131;0;3;0;3;0;2;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;POPOVAÈA;5;VOLODER;STARA ŠKOLA - PROSTORIJE BRANITELJA VOLODER;VOLODER;198;79;79;75;4;1;1;0;1;0;1;3;1;0;1;10;0;0;6;4;5;8;9;0;0;0;0;23;0;0;0;0;0;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;POPOVAÈA;6;DONJI KRIVAJ;VATROGASNI DOM;DONJI KRIVAJ;125;58;58;57;1;2;0;0;0;1;0;0;0;0;0;17;0;0;12;2;3;0;1;0;0;0;0;18;0;0;1;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;POPOVAÈA;7;DONJA GRAÈENICA;DOM DONJA GRAÈENICA;DONJA GRAÈENICA;660;360;360;355;5;1;1;0;1;13;3;4;2;0;2;90;1;0;37;30;15;4;13;1;1;12;0;122;1;0;0;1;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;POPOVAÈA;8;OSEKOVO;DOM OSEKOVO;OSEKOVO;818;484;482;470;12;1;1;1;2;6;0;15;2;1;0;72;1;0;60;25;33;2;29;0;0;9;6;201;0;0;0;1;0;2;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;POPOVAÈA;9;GORNJA JELENSKA;DOM GORNJA JELENSKA;GORNJA JELENSKA;636;364;364;355;9;0;2;1;4;3;3;4;0;1;3;71;0;1;55;15;65;2;10;5;1;7;1;94;1;0;2;4;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;POPOVAÈA;10;MOSLAVAÈKA SLATINA;ŠKOLA MOSLAVAÈKA SLATINA;MOSLAVAÈKA SLATINA;81;46;46;46;0;0;0;0;0;1;0;3;4;0;0;3;0;0;5;3;0;0;0;1;0;1;0;25;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;POPOVAÈA;11;PODBRÐE;VATROGASNI DOM;PODBRÐE;173;116;116;115;1;0;0;1;1;2;2;5;2;1;0;9;0;1;8;6;24;2;8;2;0;1;0;40;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;POPOVAÈA;12;POPOVAÈA;DOM KULTURE;POPOVAÈA;920;589;589;586;3;1;0;4;2;3;4;21;2;1;2;123;1;1;46;63;46;13;31;3;0;1;7;207;0;0;0;1;1;2;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;POPOVAÈA;13;POPOVAÈA;OSNOVNA ŠKOLA;POPOVAÈA;1.135;663;663;650;13;0;1;4;3;3;1;13;2;1;0;71;1;0;64;48;105;7;41;6;0;5;6;262;2;0;0;2;1;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;POPOVAÈA;14;POPOVAÈA;VATROGASNI DOM;POPOVAÈA;1.562;888;888;875;13;1;1;4;7;7;3;31;2;0;0;165;0;1;71;92;71;13;34;7;0;11;5;341;2;0;0;3;0;3;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;POPOVAÈA;15;STRUŽEC;DOM STRUŽEC;STRUŽEC;609;369;369;366;3;0;1;1;4;6;2;7;0;0;2;78;0;0;59;11;35;4;10;1;0;4;0;137;0;0;0;1;0;3;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;POPOVAÈA;16;DONJA JELENSKA;DOM U DONJOJ JELENJSKOJ;DONJA JELENSKA;63;52;52;52;0;0;0;0;0;8;0;0;0;0;0;6;0;0;11;0;0;0;1;0;0;0;0;25;0;1;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;POPOVAÈA;17;POTOK;ŠKOLA POTOK;POTOK;357;196;193;187;6;0;0;0;0;2;1;2;0;0;1;25;1;0;42;14;13;1;9;0;0;2;0;73;0;0;0;1;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;POPOVAÈA;18;POTOK;DOM POTOK;POTOK;386;263;263;260;3;21;0;1;1;4;0;3;0;0;0;41;0;0;49;16;18;0;6;0;0;1;0;97;1;0;0;0;1;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;POPOVAÈA;19;DONJA VLAHINIÈKA;DOM DVD-A;DONJA VLAHINIÈKA;389;239;239;234;5;0;0;0;1;2;4;6;0;2;0;34;0;0;36;27;14;4;13;0;0;3;2;83;1;0;0;0;0;2;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;RUGVICA;1;SOP - HRUŠÈICA;DOM U SOPI;SOP;522;317;311;308;3;1;3;1;2;6;1;8;0;1;0;50;1;0;22;15;4;5;16;1;0;15;4;148;0;1;0;0;1;2;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;RUGVICA;2;SVIBOVSKI OTOK;DOM U OTOKU SVIBOVSKOM;SVIBOVSKI OTOK;1.320;745;745;738;7;1;0;6;2;9;0;35;0;0;2;149;0;0;45;23;8;25;50;3;0;59;4;307;0;0;2;1;3;4;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;RUGVICA;3;JALŠEVEC NARTSKI;DOM U JALŠEVCU NARTSKOM;JALŠEVEC NARTSKI;1.906;985;985;971;14;2;5;7;4;12;2;29;5;1;3;245;1;0;45;36;46;33;40;19;0;84;14;333;1;2;0;1;0;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;RUGVICA;4;RUGVICA;OSNOVNA ŠKOLA RUGVICA;POSAVSKA 2, RUGVICA;1.510;852;852;841;11;1;4;4;3;23;0;22;8;1;1;191;1;0;52;34;21;24;27;5;0;60;6;345;2;1;0;3;0;2;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;RUGVICA;5;ÈRNEC DUGOSELSKI;VATROGASNI DOM;ÈRNEC DUGOSELSKI;160;104;104;103;1;0;0;0;1;1;0;5;0;0;0;6;0;0;18;3;6;0;10;1;0;1;1;50;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;RUGVICA;6;ÈRNEC RUGVIÈKI;KUÆA IVANA HORVATA;S. RADIÆA 7, ÈRNEC RUGVIÈKI;59;37;37;35;2;1;0;0;0;1;0;0;0;0;0;2;0;0;1;2;2;1;3;1;0;1;0;20;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;RUGVICA;7;JEŽEVO;VATROGASNI DOM;JEŽEVO;389;253;253;251;2;0;0;0;1;6;2;5;1;0;2;35;0;0;20;1;10;20;14;1;0;6;2;121;0;1;0;2;1;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;RUGVICA;8;OBEDIŠÆE JEŽEVSKO;VATROGASNI DOM;OBEDIŠÆE JEŽEVSKO;114;71;71;68;3;0;0;0;1;0;0;1;0;0;0;11;0;0;10;2;0;0;3;0;0;4;1;35;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;RUGVICA;9;GREDA DONJA;VATROGASNI DOM;GREDA DONJA;111;93;93;93;0;0;0;0;1;0;0;1;0;0;0;3;0;0;24;3;1;2;2;0;0;1;0;50;0;2;0;2;0;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;RUGVICA;10;NOVAKI OBOROVSKI;VATROGASNI DOM;NOVAKI OBOROVSKI;252;143;143;141;2;0;1;0;0;25;0;1;0;0;1;32;0;2;25;2;3;2;6;4;0;2;2;32;0;1;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;RUGVICA;11;PRESEKA OBOROVSKA;VATROGASNI DOM;PRESEKA OBOROVSKA;110;81;81;80;1;0;0;0;1;4;0;3;0;0;0;7;0;0;11;0;8;1;3;0;0;0;0;40;1;0;0;1;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;RUGVICA;12;OBOROVO GORNJE;DOM  U RADIÆEVOJ ULICI;OBOROVO GORNJE;211;130;130;129;1;2;0;0;0;12;1;4;2;0;2;27;0;0;14;2;4;2;9;0;0;0;0;48;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;RUGVICA;13;OBOROVO DONJE;VATROGASNI DOM;OBOROVO DONJE;334;182;182;180;2;0;0;2;1;17;0;5;0;1;4;52;0;0;16;3;6;5;6;1;0;4;1;55;0;0;0;1;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;RUGVICA;14;PREVLAKA;VATROGASNI DOM;PREVLAKA;80;59;59;57;2;0;0;0;1;6;0;1;1;0;0;7;0;0;8;0;3;0;1;0;0;2;0;26;0;1;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;SUNJA;1;LETINA GORNJA;PODRUÈNA ŠKOLA LETINA GORNJA;LETINA GORNJA BB;108;51;51;50;1;0;0;0;0;1;0;0;0;0;0;20;0;0;3;0;4;0;7;0;0;0;0;15;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;SUNJA;2;GRADUSA POSAVSKA;DOM DVD-A;GRADUSA POSAVSKA BB;74;49;49;49;0;0;0;0;0;0;0;1;0;0;0;18;0;0;9;0;5;0;0;0;0;1;0;14;1;0;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;SUNJA;3;GREDA SUNJSKA;"DOM ""SELJAÈKE SLOGE""";GREDA SUNJSKA BB;348;211;211;209;2;0;0;0;0;1;1;4;1;1;1;89;1;1;22;2;18;3;9;2;0;2;3;48;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;SUNJA;4;SUNJA;DRUŠTVENI DOM;TRG KRALJA TOMISLAVA 3;1.484;828;827;813;14;2;2;0;9;6;3;31;4;1;0;311;0;0;37;10;52;5;19;8;0;9;6;293;1;2;0;1;0;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;SUNJA;5;KRIVAJ SUNJSKI;DRUŠTVENI DOM;KRIVAJ SUNJSKI BB;110;86;86;83;3;0;0;1;0;1;1;0;1;0;1;57;0;0;2;0;3;0;0;0;0;1;0;15;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;SUNJA;6;ŽREME;DOM DVD-A;ŽREME BB;64;42;42;42;0;2;0;0;0;3;0;5;0;0;0;24;1;0;1;0;1;0;1;0;0;0;0;3;0;0;0;0;1;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;SUNJA;7;SELIŠÆE SUNJSKO;DOM DVD-A;SELIŠÆE SUNJSKO BB;80;39;39;39;0;0;0;1;0;1;1;1;0;0;0;17;2;0;3;0;5;0;2;0;0;0;0;5;0;0;0;1;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;SUNJA;8;BISTRAÈ;DOM DVD-A;BISTRAÈ BB;57;32;32;30;2;0;0;0;1;1;0;1;0;0;0;18;1;0;3;0;0;1;0;0;0;0;0;2;0;0;0;0;0;2;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;SUNJA;9;BOBOVAC;DOM DVD-A;BOBOVAC BB;371;218;218;214;4;1;1;1;1;2;0;1;0;0;2;109;0;0;44;3;12;0;1;1;0;1;0;34;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;SUNJA;10;CRKVENI BOK;PROSTORIJE PZ CRKVENI BOK;CRKVENI BOK 127;338;138;138;133;5;1;0;0;0;0;0;2;0;0;0;8;1;0;3;0;0;0;1;0;0;3;0;113;0;0;0;1;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;SUNJA;11;ŠAŠ;DRUŠTVENI DOM;ŠAŠ BB;447;144;144;141;3;4;0;0;1;1;2;0;0;0;0;32;0;0;5;0;8;0;3;0;3;0;1;80;0;0;0;0;0;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;SUNJA;12;SLOVINCI;DOM DVD-A;SLOVINCI BB;224;87;87;82;5;0;0;1;0;0;0;2;2;0;0;19;0;0;0;1;2;1;1;0;0;3;0;48;0;0;0;2;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;SUNJA;13;TIMARCI;DRUŠTVENI DOM;TIMARCI BB;163;67;67;66;1;1;2;0;0;1;0;0;0;0;1;12;0;0;6;1;1;0;0;0;0;1;2;34;0;1;0;2;0;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;SUNJA;14;PAPIÆI;BIVŠA TRGOVINA MRÐENOVIÆ PETRA;PAPIÆI 16/A;359;108;108;105;3;0;0;1;1;0;1;1;0;0;0;19;1;0;5;2;0;0;1;0;0;4;2;66;0;0;0;1;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;SUNJA;15;STAZA;DRUŠTVENI DOM;STAZA BB;247;164;164;159;5;0;3;0;0;0;0;6;1;0;0;83;1;1;12;1;9;9;5;1;0;0;0;25;0;0;1;1;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;SUNJA;16;DONJI HRASTOVAC;DRUŠTVENI DOM;DONJI HRASTOVAC BB;236;89;89;88;1;0;0;0;1;1;0;1;0;0;1;23;0;1;2;2;5;1;2;0;0;0;1;47;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;SUNJA;17;DRLJAÈA;PROSTORIJE BIVŠE PODRUÈNE ŠKOLE;DRLJAÈA BB;705;236;236;231;5;0;0;1;0;2;5;2;0;0;1;79;2;0;9;6;19;4;8;2;0;15;0;75;0;1;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;SUNJA;18;SJEVEROVAC;PROSTORIJE EDUKACIJSKOG CENTRA;SJEVEROVAC BB;326;45;45;44;1;0;0;0;1;2;0;1;0;1;4;3;1;1;0;0;0;0;0;0;0;0;0;29;0;0;0;1;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;SUNJA;19;BRÐANI CESTA;PRIVATNA KUÆA STIPE JOZIÆA;BRÐANI CESTA 26A;383;98;98;97;1;0;0;0;3;0;0;5;0;0;1;37;1;0;1;0;7;2;2;0;0;1;0;36;1;0;0;0;0;0;;;;;;;;;;;;;;;;;
