Izborna jedinica;Grad / opæina;BM Rbr;BM Naziv;BM Lokacija;BM Adresa;Ukupno biraèa;Glasovalo ukupno;Glasovalo (prema listiæimma);Listiæi važeæi;Listiæi nevažeæi;ABECEDA DEMOKRACIJE - ABECEDA  , Nositelj liste:  MILAN ŽUPANÈIÆ, prof. ;AGENDA MLADIH DEMOKRATA - AMD , HRVATSKA STRANKA MLADIH - HSM  , Nositelj liste:  LUKA ŽUŽENIÆ ;AKCIJA MLADIH - AM  , Nositelj liste:  ROBERT KURELIÆ  ;AKCIJA SOCIJALDEMOKRATA HRVATSKE - ASH , STRANKA UMIROVLJENIKA HRVATSKE-BLOK UMIROVLJENICI ZAJEDNO - SUH , SPLITSKA STRANKA UMIROVLJENIKA - SSU  , Nositelj liste:  ZLATKO KLARIÆ, prof. ;AUTOHTONA - HRVATSKA SELJAÈKA STRANKA - A-HSS , SAVEZ ZA PROMJENE - SP  , Nositelj liste:  BRANKO BORKOVIÆ;AUTOHTONA-HRVATSKA STRANKA PRAVA - A-HSP  , Nositelj liste:  DRAŽEN KELEMINEC   ;BLOK UMIROVLJENICI ZAJEDNO - BUZ , PRIMORSKO GORANSKI SAVEZ - PGS , HRVATSKA RADNIÈKA STRANKA - HRS  , Nositelj liste:  prof.dr.sc. LJUBO JURÈIÆ ;DEMOKRATSKA STRANKA ŽENA - DSŽ  , Nositelj liste:  MARIJA JELINÈIÆ ;GLAS RAZUMA  , Nositelj liste:  MILAN PERKOVAC, mg.elektronike ;HRVATSKA DEMOKRATSKA SELJAÈKA STRANKA - HDSS  , Nositelj liste:  TOMISLAV POKUPÈIÆ ;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ , DEMOKRATSKI CENTAR - DC  , Nositelj liste:  JADRANKA KOSOR ;HRVATSKA 21. STOLJEÆA - HRVATSKA 21.  , Nositelj liste:  NADA LANDEKA  ;HRVATSKA EUROPSKA STRANKA - HES  , Nositelj liste:  NAJA ŠEBALJ ;HRVATSKA SELJAÈKA STRANKA - HSS  , Nositelj liste:  MARIJANA PETIR ;HRVATSKA SOCIJALNO-LIBERALNA STRANKA - HSLS  , Nositelj liste:  DARINKO KOSOR;HRVATSKA STRANKA PRAVA - HSP  , Nositelj liste:  ANTO ÐAPIÆ  ;HRVATSKA STRANKA PRAVA DR.ANTE STARÈEVIÆ - HSP DR.ANTE STARÈEVIÆ , HRVATSKA ÈISTA STRANKA PRAVA - HÈSP  , Nositelj liste:  RUŽA TOMAŠIÆ  ;HRVATSKI LABURISTI-STRANKA RADA  , Nositelj liste:  DRAGUTIN LESAR;HRVATSKI RAST - HRAST  , Nositelj liste:  PERO PAŽIN;NACIONALNI DEMOKRATI - ND  , Nositelj liste:  MARINKO BOBINAC;NEOVISNA LISTA  , Nositelj liste:  MILAN BANDIÆ ;NEOVISNA LISTA  , Nositelj liste:  dr.sc. IVAN GRUBIŠIÆ;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP , HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS , ISTARSKI DEMOKRATSKI SABOR - IDS , HRVATSKA STRANKA UMIROVLJENIKA - HSU  , Nositelj liste:  ZORAN MILANOVIÆ ;SOCIJALISTIÈKA RADNIÈKA PARTIJA HRVATSKE - SRP  , Nositelj liste:  DRAGICA LOVREKOVIÆ;VOLIM HRVATSKU - VH  , Nositelj liste:  ROKO ŠIKIÆ;ZAGREBAÈKA NEZAVISNA LISTA - ZNL  , Nositelj liste:  mr.sc. TATJANA HOLJEVAC, dipl.ing. ;ZELENA LISTA  , Nositelj liste:  MILAN LONÈAR;ZELENA STRANKA - ZS  , Nositelj liste:  mr.sc. ALJOŠA BABIÆ ;ZELENI ZAJEDNO  , Nositelj liste:  TONI VIDAN;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;VELIKA GORICA;54;RIBNICA;VATROGASNI DOM;RIBNICA 0;728;408;390;384;6;0;0;2;0;10;3;17;2;0;4;84;1;0;16;17;13;12;14;4;3;24;2;150;1;0;0;1;2;2;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;VELIKA GORICA;55;SELNICA;PROSTORIJE MJESNOG ODBORA - KONTEJNER;SELNICA ŠÆITARJEVSKA BB;494;305;301;296;5;0;2;0;0;1;0;11;0;0;0;107;0;0;11;13;10;2;23;3;0;9;3;93;1;0;1;1;2;3;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;VELIKA GORICA;56;SOP BUKEVSKI;PROSTORIJE MJESNOG ODBORA;SOP BUKEVSKI 0;85;50;50;50;0;0;0;0;0;2;0;1;0;0;3;15;1;0;0;0;0;1;2;0;0;1;0;23;0;0;0;1;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;VELIKA GORICA;57;STARO ÈIÈE;DRUŠTVENI DOM;HABDELIÆA JURAJA 21;716;477;476;470;6;0;5;0;2;9;0;13;1;0;2;95;0;0;19;35;7;8;27;2;1;12;9;212;2;1;3;1;2;2;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;VELIKA GORICA;58;STRMEC BUKEVSKI;KULTURNO-PROSVJETNI DOM;STRMEC BUKEVSKI 70;357;234;234;231;3;1;0;1;0;14;0;7;0;0;2;75;1;0;25;3;7;9;8;6;0;4;2;63;0;0;1;1;1;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;VELIKA GORICA;59;ŠÈITARJEVO;OSNOVNA ŠKOLA;ŠÈITARJEVO 104;1.351;766;766;758;8;3;2;2;7;9;3;19;4;0;6;214;1;1;36;11;22;24;31;7;2;31;9;303;3;1;1;5;0;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;VELIKA GORICA;60;ŠILJAKOVINA;DRUŠTVENI DOM;ŠILJAKOVINA 0;597;348;348;342;6;2;3;0;1;15;2;14;3;0;2;68;5;0;10;18;9;7;27;17;0;4;3;124;0;0;1;3;2;2;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;VELIKA GORICA;61;TUROPOLJE;DRUŠTVENI DOM;PROLETERSKA 0;739;450;450;442;8;1;3;3;5;4;0;15;0;0;3;89;2;0;28;13;28;4;35;0;4;9;4;182;0;2;0;1;2;5;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;VELIKA GORICA;62;VELIKA BUNA;DRUŠTVENI DOM;VELIKA BUNA, TUROPOLJSKO POSAVSKOG ODREDA 105;697;452;452;442;10;0;1;4;1;9;3;13;5;0;4;98;1;1;10;15;12;5;29;6;0;5;2;212;1;1;0;2;0;2;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;VELIKA GORICA;63;VELIKA BUNA;DRUŠTVENI DOM;MALA BUNA 0;239;153;153;151;2;1;0;1;4;3;1;3;2;0;1;33;0;1;9;3;1;1;8;1;0;1;1;72;0;0;0;2;0;2;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;VELIKA GORICA;64;VELIKA BUNA;DRUŠTVENI DOM;KLJUÈIÆ BRDO 0;166;91;91;88;3;0;1;1;0;3;1;2;0;0;0;22;0;0;6;4;0;3;6;5;0;1;4;28;0;0;0;1;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;VELIKA GORICA;65;VELIKA MLAKA;OSNOVNA ŠKOLA;BUŠIÆA BRUNE 0;1.759;1.151;1.151;1.135;16;1;1;7;4;10;2;51;12;3;1;228;1;1;17;67;26;49;64;37;0;37;36;462;2;0;4;6;3;3;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;VELIKA GORICA;66;VELIKA MLAKA;VATROGASNI DOM;TRG MAJKE HRVATICE 17;1.205;776;776;770;6;0;1;2;3;12;0;27;0;0;2;190;0;0;20;35;22;37;65;11;1;26;19;280;2;2;2;3;3;5;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;VELIKA GORICA;67;VUKOMERIÆ;DRUŠTVENI DOM;VUKOMERIÆ 0;124;88;88;85;3;0;0;0;4;2;0;2;1;0;0;19;0;0;6;1;3;6;8;0;0;3;2;25;0;0;1;0;0;2;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;VELIKA GORICA;68;VUKOVINA;DRUŠTVENI DOM;STARA CESTA 0;978;620;620;609;11;0;3;1;2;4;0;25;3;2;0;124;2;0;35;11;14;15;39;3;0;17;11;282;3;3;2;4;2;2;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;1;KANAL;PRIRODOSLOVNA ŠKOLA VLADIMIRA PRELOGA;ULICA GRADA VUKOVARA 269;1.289;788;788;780;8;0;2;4;4;1;1;28;1;2;2;160;1;2;4;37;14;27;59;7;3;17;15;379;2;1;2;2;0;3;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;2;BORONGAJ-LUGOVI;PROSTORIJE MJESNOG ODBORA;VUKOMEREC 41;1.814;1.114;1.114;1.086;28;0;3;7;6;3;2;44;2;2;2;194;3;0;11;35;23;39;62;24;3;69;25;504;1;1;7;4;4;6;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;3;BRUNO BUŠIÆ;OŠ DOBRIŠE CESARIÆA;KSAVERA ŠANDORA GJALSKOG 29;1.115;767;767;756;11;1;0;2;4;2;1;22;4;0;0;104;0;1;3;28;23;40;63;13;0;25;22;382;2;3;5;2;1;3;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;4;BRUNO BUŠIÆ;OŠ DOBRIŠE CESARIÆA;KSAVERA ŠANDORA GJALSKOG 29;1.211;797;796;790;6;0;5;2;5;11;2;27;5;1;1;126;2;0;11;32;10;36;65;10;1;32;14;372;1;3;6;5;1;4;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;5;BRUNO BUŠIÆ;OŠ DOBRIŠE CESARIÆA;KSAVERA ŠANDORA GJALSKOG 29;986;665;665;657;8;0;1;2;7;4;0;26;0;2;1;99;1;1;8;30;9;31;54;10;2;24;17;315;2;1;4;4;1;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;6;BRUNO BUŠIÆ;OŠ DOBRIŠE CESARIÆA;KSAVERA ŠANDORA GJALSKOG 29;973;660;659;640;19;1;0;3;6;2;2;32;3;2;1;111;0;0;3;13;16;19;54;9;0;32;18;300;1;1;3;3;3;2;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;7;DONJE SVETICE;OŠ FRANA KRSTE FRANKOPANA;IVANIÆGRADSKA 24;701;392;392;387;5;0;0;0;2;1;2;14;3;1;1;68;0;0;3;10;9;30;22;1;0;24;5;181;1;3;4;0;2;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;8;DONJE SVETICE;OŠ FRANA KRSTE FRANKOPANA;IVANIÆGRADSKA 24;750;482;482;477;5;0;1;5;1;0;1;28;1;2;1;93;1;0;4;15;8;18;33;7;0;21;10;213;1;1;3;4;2;3;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;9;DONJE SVETICE;OŠ FRANA KRSTE FRANKOPANA;IVANIÆGRADSKA 24;1.009;663;663;650;13;0;0;0;8;4;0;32;2;0;0;113;3;0;2;34;13;22;55;7;0;23;17;295;3;3;2;5;4;3;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;10;FERENŠÈICA;OŠ AUGUSTA CESARCA;FERENŠÈICA II. 9A;1.217;762;706;692;14;0;2;3;5;5;0;16;2;1;3;135;1;0;0;29;17;21;64;16;1;29;15;303;2;3;4;9;3;3;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;11;FERENŠÈICA;OŠ AUGUSTA CESARCA;FERENŠÈICA II. 9A;1.225;762;761;755;6;0;3;3;15;7;0;31;3;0;0;130;1;1;7;37;19;31;64;17;1;31;21;315;5;3;1;4;1;4;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;12;FERENŠÈICA;OŠ AUGUSTA CESARCA;FERENŠÈICA II. 9A;545;359;337;329;8;0;0;1;7;3;3;16;1;1;0;66;0;0;1;6;7;10;22;6;0;23;5;143;1;2;2;1;0;2;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;13;FERENŠÈICA;OŠ AUGUSTA CESARCA;FERENŠÈICA II. 9A;1.142;783;783;775;8;1;1;5;10;5;1;36;1;0;0;107;0;0;5;33;14;26;88;15;0;22;23;371;2;1;1;4;0;3;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;14;FERENŠÈICA;OŠ AUGUSTA CESARCA;FERENŠÈICA II. 9A;1.047;624;623;612;11;2;1;4;6;5;2;18;8;0;0;118;0;2;7;21;12;8;39;10;0;44;8;289;1;1;3;1;1;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;15;FOLNEGOVIÆEVO NASELJE;OŠ LOVRE PL.MATAÈIÆA;JOZE LAURENÈIÆA 1;1.017;679;678;670;8;1;2;3;3;3;2;32;4;0;1;78;0;0;5;19;12;14;56;9;0;36;14;358;1;1;10;2;1;3;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;16;FOLNEGOVIÆEVO NASELJE;OŠ LOVRE PL.MATAÈIÆA;JOZE LAURENÈIÆA 1;1.084;705;705;689;16;1;1;6;6;8;0;27;3;3;0;83;2;2;10;23;16;22;51;11;0;28;17;355;0;4;6;1;1;2;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;17;FOLNEGOVIÆEVO NASELJE;OŠ LOVRE PL.MATAÈIÆA;JOZE LAURENÈIÆA 1;1.044;767;705;695;10;0;2;2;9;2;7;36;3;2;1;109;1;1;6;34;11;18;51;12;1;22;17;333;2;3;4;1;2;3;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;18;IVANJA REKA;PROSTORIJE MJESNOG ODBORA;MAROFSKA 1A;1.541;977;977;961;16;1;4;3;13;5;4;33;7;2;3;206;1;2;29;40;26;26;65;14;1;59;22;378;2;1;2;4;2;6;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;19;KOZARI BOK;DOM ZDRAVLJA ZAGREB - ISTOK;KOZARI BOK IX. ODVOJAK 11;703;425;425;422;3;3;2;0;3;2;1;7;4;0;0;71;0;0;9;12;13;30;33;8;0;41;15;161;1;0;2;3;1;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;20;KOZARI BOK;PROSTORIJE MJESNOG ODBORA;KOZARI BOK IX. ODVOJAK 11;938;585;582;569;13;0;4;3;3;2;1;19;1;1;3;126;0;1;5;20;5;46;40;9;1;41;10;217;1;0;2;3;1;4;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;21;KOZARI PUTEVI;OŠ DR. VINKA ŽGANCA;KOZARI BOK IX. ODVOJAK 15;1.567;797;797;790;7;1;1;5;7;1;0;35;1;0;2;151;3;0;15;8;16;26;34;10;2;166;17;283;0;1;1;0;3;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;22;KOZARI PUTEVI;OŠ DR. VINKA ŽGANCA;KOZARI BOK IX. ODVOJAK 15;1.217;619;619;608;11;2;1;3;3;2;1;27;1;0;0;120;1;0;15;14;14;12;24;9;0;98;7;250;0;0;3;1;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;23;KOZARI PUTEVI;OŠ DR. VINKA ŽGANCA;KOZARI BOK IX. ODVOJAK 15;1.262;559;558;547;11;1;0;2;3;1;1;20;2;1;2;107;1;0;16;12;4;12;18;8;0;120;5;204;2;0;3;0;0;2;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;24;KOZARI PUTEVI;OŠ DR. VINKA ŽGANCA;KOZARI BOK IX. ODVOJAK 15;1.557;829;829;821;8;4;1;3;3;2;0;21;1;0;3;140;1;0;6;14;19;7;15;7;2;303;7;258;2;1;0;0;0;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;25;PETRUŠEVEC;OŠ ŽITNJAK;I. PETRUŠEVEC 1;1.239;651;651;640;11;0;2;0;3;7;2;20;3;0;1;177;0;0;13;20;18;23;30;15;0;86;10;198;0;1;4;1;1;5;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;26;PETRUŠEVEC;OŠ ŽITNJAK;I. PETRUŠEVEC 1;974;553;553;544;9;0;0;2;1;4;1;24;0;0;0;105;0;0;15;17;11;16;23;4;0;57;14;241;1;0;3;2;1;2;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;27;RESNIK;DOM KULTURE;I. RESNIK 48;1.229;710;708;693;15;1;0;3;5;3;3;26;1;2;1;178;0;0;25;26;15;28;42;7;1;117;10;188;2;0;3;4;1;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;28;SAVICA ŠANCI;PROSTORIJE MJESNOG ODBORA;SAVICA I. 2;1.064;618;618;604;14;1;6;2;7;7;2;21;4;1;3;100;1;0;12;16;22;18;59;10;0;60;13;229;0;2;3;1;1;3;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;29;SAVICA ŠANCI;OŠ BOROVJE;DAVORA ZBILJSKOG 7;1.049;668;639;630;9;2;2;0;10;6;0;26;3;1;0;127;2;0;6;26;14;30;55;7;0;21;13;268;0;2;6;1;1;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;30;SAVICA ŠANCI;OŠ BOROVJE;DAVORA ZBILJSKOG 7;927;589;574;572;2;1;1;0;0;3;1;17;1;0;0;153;2;0;5;31;20;25;42;11;0;21;17;207;2;1;4;1;2;4;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;31;SAVICA ŠANCI;OŠ BOROVJE;DAVORA ZBILJSKOG 7;1.644;1.052;1.052;1.037;15;0;1;9;6;8;4;24;5;4;1;223;1;0;6;58;40;47;107;21;0;41;34;375;1;4;5;5;2;5;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;32;VOLOVÈICA;CENTAR ZA KULTURU PEŠÈENICA;IVANIÆGRADSKA 41A;781;537;537;528;9;0;0;1;1;3;0;25;3;1;1;80;0;1;1;21;9;11;46;7;0;13;16;271;1;1;8;3;1;3;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;33;VOLOVÈICA;PROSTORIJE MJESNOG ODBORA;KRIŠKA 20;745;516;516;508;8;1;2;8;1;3;1;21;3;0;0;78;1;0;3;18;5;9;58;7;0;24;14;239;2;0;7;1;1;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;34;VOLOVÈICA;PODRUÈNI URED PEŠÈENICA;ZAPOLJSKA 1;824;550;550;541;9;0;2;2;2;6;1;15;4;0;0;74;2;0;3;11;10;14;50;6;0;19;16;293;7;1;3;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;35;VOLOVÈICA;PODRUÈNI URED PEŠÈENICA;ZAPOLJSKA 1;679;452;452;445;7;0;0;0;2;3;2;18;2;0;3;88;0;0;6;12;10;12;35;4;1;21;10;208;2;2;0;1;0;3;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;36;VOLOVÈICA;OŠ PETRA PRERADOVIÆA;ZAPOLJSKA 32;828;569;569;561;8;0;1;5;5;4;0;19;4;0;3;90;0;0;7;9;6;10;39;7;6;14;8;309;2;0;3;6;3;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;37;VOLOVÈICA;OŠ PETRA PRERADOVIÆA;ZAPOLJSKA 32;844;582;582;569;13;0;1;8;6;1;2;34;4;1;1;97;0;1;7;20;9;19;58;5;0;24;20;237;0;0;7;1;3;3;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;38;VOLOVÈICA;OŠ PETRA PRERADOVIÆA;ZAPOLJSKA 32;1.082;727;727;716;11;2;0;1;4;7;4;29;3;0;1;113;1;0;6;25;9;20;40;13;0;24;20;388;1;1;1;0;3;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;39;VUKOMEREC;PROSTORIJE MJESNOG ODBORA;POREÈKA 7A;1.313;860;859;845;14;0;3;6;6;4;1;34;3;1;1;175;3;1;24;33;21;27;86;21;2;39;31;301;3;0;10;3;3;3;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;40;ŽITNJAK;PROSTORIJE MJESNOG ODBORA;ŽITNJAK 61;1.154;643;643;629;14;0;0;4;6;2;1;18;2;0;1;110;0;1;6;22;11;14;32;17;2;84;7;279;3;0;4;1;0;2;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;41;ŽITNJAK;PROSTORIJE MJESNOG ODBORA;ŽITNJAK 61;1.170;632;632;616;16;0;2;2;5;3;1;17;2;0;1;131;1;0;10;16;14;40;36;10;0;79;6;226;6;0;2;3;1;2;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;42;DUGAVE;OŠ DUGAVE;ŠKOLSKI PRILAZ 7;1.096;750;750;736;14;0;3;3;4;3;0;17;3;2;2;112;0;0;11;29;12;27;60;6;1;22;19;381;2;0;4;7;3;3;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;43;DUGAVE;OŠ DUGAVE;ŠKOLSKI PRILAZ 7;1.050;725;722;709;13;1;0;4;7;4;2;43;3;1;1;110;2;0;7;47;10;12;41;18;0;15;17;348;1;2;4;4;2;3;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;44;DUGAVE;OŠ DUGAVE;ŠKOLSKI PRILAZ 7;1.083;756;756;740;16;1;1;0;1;2;1;25;2;0;2;118;0;0;11;31;15;12;71;15;1;27;21;374;2;0;1;2;2;2;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;45;DUGAVE;OŠ DUGAVE;ŠKOLSKI PRILAZ 7;1.027;715;715;702;13;0;1;2;7;7;3;27;3;2;0;109;1;0;8;21;11;17;63;7;1;28;17;353;6;0;1;5;1;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;46;DUGAVE;OŠ DUGAVE;ŠKOLSKI PRILAZ 7;1.015;672;672;657;15;0;0;1;6;6;3;26;6;1;1;105;0;0;8;30;10;10;43;16;0;22;22;328;2;2;3;1;1;4;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;47;DUGAVE;OŠ DUGAVE;ŠKOLSKI PRILAZ 7;966;671;670;662;8;0;1;2;6;4;0;21;1;0;3;90;1;0;4;26;8;24;55;6;0;8;19;369;2;2;4;0;0;6;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;48;DUGAVE;OŠ DUGAVE;ŠKOLSKI PRILAZ 7;1.006;732;684;667;17;0;1;3;10;6;1;29;0;1;0;104;0;0;4;25;11;13;45;8;0;14;18;360;1;1;3;4;1;4;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;49;DUGAVE;OŠ DUGAVE;ŠKOLSKI PRILAZ 7;1.251;934;871;860;11;0;1;0;4;7;3;40;2;1;3;128;1;1;9;34;12;16;60;15;0;28;28;452;2;1;3;2;1;6;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;50;DUGAVE;OŠ DUGAVE;ŠKOLSKI PRILAZ 7;1.147;761;760;740;20;1;3;3;5;2;1;38;2;0;0;108;3;0;12;28;14;17;69;26;1;18;19;347;4;3;7;4;0;5;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;51;SLOBOŠTINA;OŠ OTOK;STJEPANA GRADIÆA 4;1.308;953;951;941;10;1;0;1;1;5;1;35;4;1;0;142;2;0;13;57;15;20;62;24;1;21;32;473;2;1;10;7;2;8;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;52;SLOBOŠTINA;OŠ OTOK;STJEPANA GRADIÆA 4;1.061;768;768;751;17;0;0;1;7;2;0;44;2;2;0;108;1;0;4;31;14;12;50;12;1;16;24;410;0;0;3;2;1;4;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;53;SLOBOŠTINA;OŠ OTOK;STJEPANA GRADIÆA 4;1.169;900;828;816;12;0;5;0;11;4;2;38;2;0;1;155;1;0;11;36;6;22;62;17;0;14;21;397;0;1;3;4;1;2;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;54;SLOBOŠTINA;OŠ OTOK;STJEPANA GRADIÆA 4;1.239;981;906;894;12;3;0;5;11;8;3;36;1;1;1;135;1;0;12;31;11;24;75;12;0;19;33;446;1;3;9;1;3;9;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;55;SOPOT;OŠ IVE ANDRIÆA;MILOVANA KOVAÈEVIÆA 18;1.176;776;776;766;10;0;0;0;7;6;1;28;4;3;2;128;0;0;8;31;11;16;57;15;0;13;18;397;1;1;7;6;2;4;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;56;SOPOT;OŠ IVE ANDRIÆA;MILOVANA KOVAÈEVIÆA 18;969;587;587;576;11;0;0;1;0;8;1;25;0;2;2;90;1;1;4;29;10;16;53;10;0;19;12;276;0;3;5;3;3;2;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;57;SOPOT;OŠ IVE ANDRIÆA;MILOVANA KOVAÈEVIÆA 18;857;609;609;600;9;2;3;3;8;1;0;28;3;0;1;102;1;0;2;31;10;23;44;19;0;10;13;285;2;0;4;3;0;2;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;58;SOPOT;OŠ IVE ANDRIÆA;MILOVANA KOVAÈEVIÆA 18;890;661;659;648;11;0;0;3;3;4;2;33;1;2;0;83;0;0;9;21;11;23;48;21;2;19;10;338;2;1;5;1;1;5;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;ZAGREB-JUGOISTOK;59;SOPOT;OŠ IVE ANDRIÆA;MILOVANA KOVAÈEVIÆA 18;1.000;672;671;659;12;1;1;2;9;8;0;28;0;1;12;96;0;0;4;30;8;16;47;10;0;10;21;347;0;0;6;2;0;0;;;;;;;;;;;;;;;;;
