Izborna jedinica;Grad / Opæine;BM Rbr;BM Naziv;BM Lokacija;BM Adresa;Ukupno biraèa;Glasovalo ukupno;Glasovalo (prema listiæimma);Listiæi važeæi;Listiæi nevažeæi;ABECEDA DEMOKRACIJE - ABECEDA  , Nositelj liste:  STJEPAN VUJANIÆ;AGENDA MLADIH DEMOKRATA - AMD , HRVATSKA STRANKA MLADIH - HSM  , Nositelj liste:  MARIJAN FERIÆ ;AKCIJA MLADIH - AM  , Nositelj liste:  BOJAN KURELIÆ ;AKCIJA SOCIJALDEMOKRATA HRVATSKE - ASH , STRANKA UMIROVLJENIKA HRVATSKE-BLOK UMIROVLJENICI ZAJEDNO - SUH , SPLITSKA STRANKA UMIROVLJENIKA - SSU , LISTA ZA RIJEKU - LISTA-RI  , Nositelj liste:  ZLATKO KLARIÆ, prof.;AKCIJA ZA BOLJU HRVATSKU - ABH , JEDINO HRVATSKA - POKRET ZA HRVATSKU - JEDINO HRVATSKA  , Nositelj liste:  mr.sc. ŽELJKO SAÈIÆ;AUTOHTONA-HRVATSKA STRANKA PRAVA - A-HSP  , Nositelj liste:  NATKO KOVAÈEVIÆ, dr.med.vet.;BLOK UMIROVLJENICI ZAJEDNO - BUZ , PRIMORSKO GORANSKI SAVEZ - PGS , HRVATSKA RADNIÈKA STRANKA - HRS  , Nositelj liste:  prof.dr.sc. LJUBO JURÈIÆ ;DEMOKRATSKA STRANKA ŽENA - DSŽ  , Nositelj liste:  MARIJA JELINÈIÆ ;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ  , Nositelj liste:  JADRANKA KOSOR ;HRVATSKA 21. STOLJEÆA - HRVATSKA 21.  , Nositelj liste:  NATAŠA SRDOÈ;HRVATSKA EUROPSKA STRANKA - HES  , Nositelj liste:  NAJA ŠEBALJ ;HRVATSKA SELJAÈKA STRANKA - HSS , ZELENA STRANKA - ZS , STRANKA PENZIONERA - SP  , Nositelj liste:  mr.sc. BOŽIDAR PANKRETIÆ  ;HRVATSKA SOCIJALNO-LIBERALNA STRANKA - HSLS  , Nositelj liste:  DARINKO KOSOR ;HRVATSKA STRANKA PRAVA - HSP  , Nositelj liste:  DANIEL SRB;HRVATSKA STRANKA PRAVA DR.ANTE STARÈEVIÆ - HSP DR.ANTE STARÈEVIÆ , HRVATSKA ÈISTA STRANKA PRAVA - HÈSP  , Nositelj liste:  RUŽA TOMAŠIÆ ;HRVATSKI LABURISTI-STRANKA RADA  , Nositelj liste:  DRAGUTIN LESAR;HRVATSKI RAST - HRAST  , Nositelj liste:  JELENA ÆORIÆ MUDROVÈIÆ  ;NACIONALNI DEMOKRATI - ND  , Nositelj liste:  IGOR GALOVIÆ;NEOVISNA LISTA  , Nositelj liste:  MILAN BANDIÆ;NEOVISNA LISTA  , Nositelj liste:  dr.sc. IVAN GRUBIŠIÆ ;SAVEZ ZA PROMJENE - SP , AUTOHTONA - HRVATSKA SELJAÈKA STRANKA - A-HSS , DEMOKRATSKA PRIGORSKO-ZAGREBAÈKA STRANKA - DPS  , Nositelj liste:  IVAN PERNAR;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP , HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS , ISTARSKI DEMOKRATSKI SABOR - IDS , HRVATSKA STRANKA UMIROVLJENIKA - HSU  , Nositelj liste:  ZORAN MILANOVIÆ ;SOCIJALISTIÈKA RADNIÈKA PARTIJA HRVATSKE - SRP  , Nositelj liste:  MILORAD MRVOŠ, prof.   ;STRANKA HRVATSKOG ZAJEDNIŠTVA - SHZ  , Nositelj liste:  ŽELJKO VINSKI, ing.grad. ;ZAGREBAÈKA NEZAVISNA LISTA - ZNL  , Nositelj liste:  mr.sc. TATJANA HOLJEVAC, dipl.ing.  ;ZELENA LISTA  , Nositelj liste:  DARKO MRZLEÈKI ;ZELENI ZAJEDNO  , Nositelj liste:  MARIJA PERUŠIÆ, struè.spec.oec.  ;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;NOVI VINODOLSKI;10;BIRAÈKO MJESTO BR. 10;PROSTORIJE NARODNE ÈITAONICE I KNJIŽNICE NOVI VINODOLSKI;NOVI VINODOLSKI, TRG VINODOLSKOG ZAKONA 1;852;434;434;421;13;2;0;1;2;3;0;24;2;109;0;0;12;10;6;8;17;1;0;5;10;7;199;0;0;0;2;1;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;NOVI VINODOLSKI;11;BIRAÈKO MJESTO BR. 11;"PROSTOR ""ADRIA TURIST""";NOVI VINODOLSKI, KRALJA TOMISLAVA 6;604;385;385;376;9;0;0;2;1;2;0;21;1;71;0;0;9;9;10;6;35;1;2;3;11;2;189;0;1;0;0;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;NOVI VINODOLSKI;12;BIRAÈKO MJESTO BR. 12;"PROSTORIJE UPRAVNE ZGRADE ""ŠUMARIJE""";NOVI VINODOLSKI, KORZO HRVATSKIH BRANITELJA 39;617;363;363;356;7;2;2;0;0;1;1;20;2;70;0;0;6;6;8;8;17;0;0;1;12;1;196;1;0;0;1;1;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;OGULIN;1;BIRAÈKO MJESTO BR. 1;DOM DONJE DUBRAVE;DONJE DUBRAVE BB;80;63;63;63;0;1;0;0;1;1;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;56;0;0;0;1;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;OGULIN;2;BIRAÈKO MJESTO BR. 2;PROSTORIJE MJESNOG ODBORA GORNJE DUBRAVE;GORNJE DUBRAVE BB;37;27;27;25;2;0;0;1;0;2;0;0;0;3;0;0;4;1;0;0;1;0;0;0;0;0;13;0;0;0;0;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;OGULIN;3;BIRAÈKO MJESTO BR. 3;PODRUÈNA ŠKOLA TROŠMARIJA;TROŠMARIJA 1;98;71;71;68;3;1;0;0;0;0;0;4;1;28;0;0;3;1;2;0;1;0;0;0;0;0;27;0;0;0;0;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;OGULIN;4;BIRAÈKO MJESTO BR. 4;DOM SV. ANTUN;ŽEGAR 1;1.034;692;692;684;8;1;0;7;6;11;2;11;12;266;1;1;18;25;23;11;31;5;0;7;4;6;225;2;0;0;4;5;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;OGULIN;5;BIRAÈKO MJESTO BR. 5;PODRUÈNA ŠKOLA PONIKVE;PONIKVE 21;37;34;34;32;2;0;0;2;2;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;25;0;0;0;0;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;OGULIN;6;BIRAÈKO MJESTO BR. 6;PODRUÈNA ŠKOLA HRELJIN OGULINSKI;HRELJIN OGULINSKI 3;388;269;269;259;10;1;1;1;3;2;0;8;1;111;1;0;4;2;10;5;12;2;0;3;3;2;86;1;0;0;0;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;OGULIN;7;BIRAÈKO MJESTO BR. 7;DOM SV. PETAR;SV. PETAR BB;889;571;571;561;10;1;0;2;6;27;1;21;2;217;2;1;15;12;20;28;21;3;1;4;6;4;162;1;0;0;2;2;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;OGULIN;8;BIRAÈKO MJESTO BR. 8;DOM TURKOVIÆI;TURKOVIÆI 21;233;157;157;154;3;1;1;3;1;3;1;2;2;63;0;0;7;0;7;6;5;0;0;3;3;2;43;0;0;0;1;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;OGULIN;9;BIRAÈKO MJESTO BR. 9;PROSTORIJE MJESNOG ODBORA PRAPUÆE-ZAGRAD (BIVŠI ''METIS'');MALA CESTA 6;1.532;1.049;1.038;1.008;30;0;3;10;0;24;2;40;1;333;1;1;25;26;33;41;38;4;0;5;12;4;395;2;0;3;2;3;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;OGULIN;10;BIRAÈKO MJESTO BR. 10;PODRUÈNA ŠKOLA DESMERICE;DESMERICE 54;218;162;162;152;10;1;1;0;0;0;4;0;4;79;0;1;3;1;6;3;1;0;0;3;1;0;43;1;0;0;0;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;OGULIN;11;BIRAÈKO MJESTO BR. 11;PODRUÈNA ŠKOLA ZAGORJE;GORNJE ZAGORJE BB;590;352;352;344;8;0;0;1;0;8;1;5;2;219;0;0;28;2;11;6;6;2;0;1;3;3;43;0;0;0;1;2;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;OGULIN;12;BIRAÈKO MJESTO BR. 12;PODRUÈNA ŠKOLA KUÈINIÆI;KUÈINIÆ SELO BB;1.205;797;797;774;23;2;1;3;3;14;3;20;6;278;2;0;49;31;37;35;27;3;5;10;14;4;221;2;0;0;2;2;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;OGULIN;13;BIRAÈKO MJESTO BR. 13;DOM RIBARIÆI;RIBARIÆI BB;254;200;199;196;3;0;1;2;2;2;0;3;4;96;1;0;9;3;6;4;0;1;0;1;0;3;56;0;0;0;2;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;OGULIN;14;BIRAÈKO MJESTO BR. 14;PODRUÈNA ŠKOLA OTOK OŠTARIJSKI;OTOK OŠTARIJSKI 73;246;186;186;180;6;0;1;1;0;1;0;4;0;16;0;0;6;4;2;1;2;0;1;0;1;1;139;0;0;0;0;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;OGULIN;15;BIRAÈKO MJESTO BR. 15;PODRUÈNA ŠKOLA POTOK MUSULINSKI;POTOK MUSULINSKI BB;37;33;33;32;1;0;1;0;0;0;0;1;0;2;0;0;1;0;1;0;0;0;0;1;0;1;24;0;0;0;0;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;OGULIN;16;BIRAÈKO MJESTO BR. 16;PODRUÈNA ŠKOLA JASENAK;JASENAK 25;109;73;73;70;3;0;0;0;1;0;0;1;0;2;0;0;1;0;1;1;1;0;0;1;0;8;51;0;0;1;0;1;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;OGULIN;17;BIRAÈKO MJESTO BR. 17;PROSTORIJE MJESNOG ODBORA DREŽNICA (IZNAD POŠTE);DREŽNICA 8;187;167;167;166;1;0;0;0;1;0;1;3;0;10;0;0;4;0;1;0;4;0;0;0;0;9;129;3;0;0;1;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;OGULIN;18;BIRAÈKO MJESTO BR. 18;DOM SV. JAKOVA;SV. JAKOV BB;864;609;609;591;18;0;1;2;6;14;1;16;6;190;0;1;18;15;29;19;17;5;0;6;6;2;229;1;0;0;5;2;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;OGULIN;19;BIRAÈKO MJESTO BR. 19;"DOM DOBROTVORNOG PODUPIRAJUÆEG DRUŠTVA ""SV. ROK"" U LOMOSTU";LOMOŠÆANSKA CESTA BB;993;693;693;678;15;0;2;4;3;6;3;18;4;253;1;1;23;12;23;38;35;5;0;9;6;2;223;1;1;0;2;3;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;OGULIN;20;BIRAÈKO MJESTO BR. 20;PROSTORIJE MJESNOG ODBORA PROCE (KOŠARKAŠKO IGRALIŠTE);SABORÈANSKA 9;375;277;277;275;2;0;1;2;7;4;1;10;0;76;0;0;5;0;8;12;12;2;0;1;5;4;121;0;1;1;2;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;OGULIN;21;BIRAÈKO MJESTO BR. 21;NOVA ŠPORTSKA DVORANA PRI OSNOVNOJ ŠKOLI I.B.MAŽURANIÆ U OGULINU;J.B. JELAÈIÆA 1 A;661;488;488;479;9;1;0;0;2;9;0;10;1;131;1;0;3;12;18;24;17;4;0;1;5;2;232;1;0;0;3;2;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;OGULIN;22;BIRAÈKO MJESTO BR. 22;ŠPORTSKO POSLOVNI CENTAR STADION U OGULINU (PRIZEMLJE);BOLNIÈKA 7 A;723;545;545;534;11;1;2;1;1;5;2;15;0;121;0;1;11;10;20;15;18;9;0;1;2;2;287;1;1;2;3;3;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;OZALJ;1;BIRAÈKO MJESTO BR. 1;VELIKA VIJEÆNICA;KURILOVAC 1;933;620;620;615;5;0;0;2;4;1;0;13;3;133;2;0;27;14;13;5;29;0;1;4;5;11;341;2;0;0;2;3;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;OZALJ;2;BIRAÈKO MJESTO BR. 2;MJESNI ODBOR;MALI ERJAVEC;427;222;222;215;7;0;1;2;3;0;0;10;2;47;0;1;26;4;7;2;2;4;0;2;4;2;93;1;0;0;1;1;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;OZALJ;3;BIRAÈKO MJESTO BR. 3;KUÆA GUNJILA IVANA;GRDUN 80;143;69;69;69;0;0;0;0;0;0;0;2;3;28;0;1;8;0;10;2;0;1;0;1;1;2;10;0;0;0;0;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;OZALJ;4;BIRAÈKO MJESTO BR. 4;KUÆA MOŠKUN DARKA;TOMAŠNICA 34;154;81;81;81;0;1;2;1;0;1;1;1;0;31;0;0;8;2;7;1;1;0;0;0;1;1;21;0;0;0;1;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;OZALJ;5;BIRAÈKO MJESTO BR. 5;MJESNI ODBOR JAŠKOVO;JAŠKOVO;421;221;221;210;11;2;0;0;9;1;0;4;1;40;0;0;19;4;6;3;14;4;0;1;1;5;93;0;0;0;2;1;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;OZALJ;6;BIRAÈKO MJESTO BR. 6;OZALJ GRAD;ZRINSKIH I FRANKOPANA 15;358;201;201;197;4;0;0;2;1;0;2;10;0;27;0;0;2;9;3;5;18;0;0;1;4;1;108;1;0;0;2;1;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;OZALJ;7;BIRAÈKO MJESTO BR. 7;VATROGASNI DOM DVORIŠÆE;OZALJSKI NOVAKI;171;94;94;92;2;0;0;3;2;0;0;1;1;20;0;0;7;2;3;1;5;0;0;1;2;0;44;0;0;0;0;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;OZALJ;8;BIRAÈKO MJESTO BR. 8;VATROGASNI DOM;ZAJAÈKO SELO;369;253;253;248;5;0;2;4;1;5;1;6;1;80;0;0;10;3;8;6;16;1;0;3;2;1;92;0;0;1;3;2;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;OZALJ;9;BIRAÈKO MJESTO BR. 9;KUÆA KRÈELJ IVAN;FRATROVCI 17;49;23;23;22;1;1;0;0;0;1;0;1;0;7;0;0;2;0;2;0;0;0;0;0;0;0;8;0;0;0;0;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;OZALJ;10;BIRAÈKO MJESTO BR. 10;VATROGASNI DOM;VELIKI ERJAVEC;65;29;29;27;2;0;1;1;0;0;0;0;0;5;0;0;0;1;0;1;5;0;0;0;0;1;12;0;0;0;0;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;OZALJ;11;BIRAÈKO MJESTO BR. 11;LOVAÈKI DOM;SVETIÈKO HRAŠÆE;158;77;77;73;4;0;0;1;1;0;0;3;0;17;3;0;4;0;3;1;6;0;0;1;0;0;33;0;0;0;0;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;OZALJ;12;BIRAÈKO MJESTO BR. 12;ŠKOLA POLICE;POLICE;265;131;130;127;3;0;0;2;0;2;1;0;1;15;0;0;14;1;5;1;1;0;0;1;1;2;79;0;0;0;1;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;OZALJ;13;BIRAÈKO MJESTO BR. 13;MJESNI ODBOR;VIVODINA;474;212;212;208;4;0;3;2;2;0;5;5;3;64;1;2;20;5;25;4;3;0;0;4;2;5;50;0;0;0;2;1;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;OZALJ;14;BIRAÈKO MJESTO BR. 14;VATROGASNI DOM;OBREŽ VIVODINSKI;216;108;108;107;1;1;1;0;2;1;1;3;0;26;0;0;11;0;3;7;5;0;0;2;0;1;41;0;0;0;1;1;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;OZALJ;15;BIRAÈKO MJESTO BR. 15;VATROGASNI DOM;DOJUTROVICA;73;42;42;42;0;0;0;0;0;0;1;0;0;15;0;0;3;0;3;1;0;0;0;0;0;0;18;0;0;0;0;1;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;OZALJ;16;BIRAÈKO MJESTO BR. 16;ANTUN VRBANEK;STOJAVNICE 24;89;29;29;27;2;0;0;0;0;0;0;0;0;9;0;0;2;0;2;0;2;0;0;1;2;0;9;0;0;0;0;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;OZALJ;17;BIRAÈKO MJESTO BR. 17;ŠKOLA PODBREŽJE;PODBREŽJE;296;171;171;167;4;0;3;0;0;0;0;3;1;33;0;0;6;5;7;3;5;0;0;1;6;0;92;0;0;0;2;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;OZALJ;18;BIRAÈKO MJESTO BR. 18;VATROGASNI DOM;LOVIÆ PREKRIŠKI;93;45;45;45;0;0;0;0;0;1;1;4;2;15;0;0;5;0;3;0;1;0;0;0;0;1;10;0;2;0;0;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;OZALJ;19;BIRAÈKO MJESTO BR. 19;VATROGASNI DOM;VRHOVAC;579;283;283;275;8;1;0;2;2;0;3;7;2;51;1;1;20;8;12;6;6;0;0;5;4;5;131;1;4;0;2;1;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;OZALJ;20;BIRAÈKO MJESTO BR. 20;ŠKOLA TRG;TRG;237;106;106;104;2;0;0;0;1;2;0;3;1;14;1;0;19;6;6;1;5;0;0;1;5;2;36;0;1;0;0;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;OZALJ;21;BIRAÈKO MJESTO BR. 21;DOM ŠLJUNÈARA;POLJE OZALJSKO;305;134;134;134;0;0;0;0;1;0;0;0;3;47;0;0;24;2;6;6;2;0;0;0;2;0;40;0;0;0;1;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;OZALJ;22;BIRAÈKO MJESTO BR. 22;ŠKOLA ZORKOVAC;ZORKOVAC;216;116;116;111;5;0;0;1;1;0;0;2;4;22;0;0;8;4;5;2;5;0;0;2;2;1;52;0;0;0;0;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;OZALJ;23;BIRAÈKO MJESTO BR. 23;KUÆA BRANKO KOSMAÈ;ZORKOVAC NA KUPI 18;99;66;66;61;5;1;0;0;0;0;1;2;0;17;0;0;7;0;2;1;1;0;0;1;1;1;23;0;0;0;1;2;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;OZALJ;24;BIRAÈKO MJESTO BR. 24;VATROGASNI DOM;LEVKUŠJE;178;100;100;98;2;0;0;1;0;2;0;0;1;21;0;0;5;4;6;0;3;2;1;3;1;4;38;0;2;0;3;1;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;OZALJ;25;BIRAÈKO MJESTO BR. 25;KUÆA ZDRAVKO BARIÈEVIÆ;GORNJE POKUPJE 6 A;160;101;101;101;0;0;1;0;0;0;1;7;0;18;0;0;6;8;7;4;2;0;0;0;2;2;41;0;0;0;2;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;OZALJ;26;BIRAÈKO MJESTO BR. 26;ŠKOLA RADATOVIÆI;RADATOVIÆI;249;120;120;117;3;1;1;0;1;0;0;0;0;5;0;0;9;1;0;0;0;0;0;0;0;1;93;4;1;0;0;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;OZALJ;27;BIRAÈKO MJESTO BR. 27;ŠKOLA KAŠT;KAŠT;137;79;79;77;2;3;0;0;0;0;0;0;0;11;0;0;4;0;2;0;1;0;0;2;1;1;49;2;0;0;0;1;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SAMOBOR;1;BOBOVICA;VATROGASNI DOM BOBOVICA;BOBOVICA;243;162;162;161;1;0;0;1;0;1;0;9;1;29;0;0;51;6;1;5;8;1;0;1;1;1;44;0;0;0;1;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SAMOBOR;2;BRASLOVJE;DRUŠTVENI DOM BRASLOVJE;BRASLOVJE;314;196;196;189;7;0;0;1;5;1;1;4;2;28;1;0;83;5;6;0;6;0;0;4;1;2;38;0;0;0;1;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SAMOBOR;3;BREGANA;U OSNOVNOJ ŠKOLI MILANA LANGA;BREGANA, MILANA  LANGA 2;1.349;926;926;913;13;1;0;8;4;9;1;36;3;102;0;0;83;62;16;23;61;13;0;14;17;9;438;1;0;0;6;6;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SAMOBOR;4;BREGANA;OSNOVNA ŠKOLA MILANA LANGA;BREGANA, MILANA LANGA 2;892;566;566;552;14;0;4;6;8;12;2;26;6;68;0;1;45;14;8;14;38;1;0;9;8;6;270;0;0;1;3;2;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SAMOBOR;5;CELINE SAMOBORSKE;DRUŠTVENI DOM CELINE;CELINE SAMOBORSKE;237;185;185;182;3;1;0;0;1;1;1;6;1;17;0;0;86;8;2;3;5;1;0;0;3;1;45;0;0;0;0;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SAMOBOR;6;CERJE SAMOBORSKO;DRUŠTVENI DOM CERJE;CERJE SAMOBORSKO;322;225;225;220;5;0;1;0;0;1;0;7;0;36;0;0;40;10;1;3;12;1;0;2;1;2;98;0;0;2;3;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SAMOBOR;7;DOMASLOVEC;SPORTSKI CENTAR NK MLADOST;DOMASLOVEC, DOMASLOVEÈKA 102;821;523;523;516;7;0;0;6;4;2;1;28;4;106;0;0;63;16;8;13;36;8;1;17;5;1;193;1;0;0;0;3;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SAMOBOR;8;DREŽNIK;DRUŠTVENI DOM DREŽNIK;DREŽNIK;199;135;134;134;0;1;0;4;3;1;0;1;2;22;1;0;56;5;0;3;4;2;0;1;1;2;24;0;0;0;1;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SAMOBOR;9;FARKAŠEVEC SAMOBORSKI;ŠKOLA U FARKAŠEVCU SAMOBORSKOM;FARKAŠEVEC SAMOBORSKI;387;282;282;277;5;0;0;0;4;7;1;6;2;49;0;1;50;10;7;1;22;1;0;11;5;4;96;0;0;0;0;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SAMOBOR;10;GALGOVO;U DRUŠTVENOM DOMU GALGOVO;GALGOVO,BOGOVIÆEVA 2;647;385;385;377;8;0;1;0;5;5;0;6;4;72;0;0;57;7;7;5;22;3;0;6;3;9;155;5;0;0;5;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SAMOBOR;11;GALGOVO;U KUÆI ZLATKA KOLARA FALAŠÈAK;FALAŠÈAK 16;122;77;77;77;0;0;0;0;0;0;0;3;0;10;0;0;12;1;7;1;4;2;0;1;1;1;34;0;0;0;0;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SAMOBOR;12;GRADNA;U DRUŠTVENOM DOMU GRADNA;GRADNA;459;288;288;281;7;0;0;0;1;5;0;5;1;50;0;0;48;11;5;12;14;3;0;6;5;0;103;0;0;4;4;4;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SAMOBOR;13;GRDANJCI;DRUŠTVENI DOM GRDANJCI;GRDANJCI 0;281;196;196;190;6;1;0;1;0;1;0;3;3;41;0;0;23;7;6;2;11;0;0;2;1;4;83;0;0;0;1;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SAMOBOR;14;GRDANJCI;U KUÆI RADE BERIBAKA;BEDER 1;60;44;44;43;1;0;0;0;0;1;0;0;0;6;0;0;9;0;0;0;0;0;0;4;0;0;23;0;0;0;0;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SAMOBOR;15;GRDANJCI;U KUÆI RATEŠIÆ BRANKA;KOSTANJEVEC PODVRŠKI 8;71;64;64;62;2;0;0;1;0;0;0;2;1;16;0;0;8;2;2;2;0;0;0;4;0;0;23;0;0;0;0;1;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SAMOBOR;16;GRDANJCI;U KUÆI KUMER VILIMA;BREGANICA 6;48;36;36;36;0;0;0;0;0;0;0;0;0;7;0;0;20;0;1;1;0;0;0;1;0;0;6;0;0;0;0;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SAMOBOR;17;GRDANJCI;KUÆA JURE DEKALIÆA;VIŠNJEVEC PODVRŠKI 2A;29;26;26;26;0;0;0;0;2;1;0;0;0;2;0;0;6;0;2;0;0;0;0;3;0;3;6;0;0;0;1;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SAMOBOR;18;GRDANJCI;DRUŠTVENI DOM JAVOREK;JAVOREK;56;46;46;46;0;1;1;0;1;1;0;1;0;9;0;0;7;2;0;1;0;4;0;1;2;0;14;0;1;0;0;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SAMOBOR;19;HRASTINA SAMOBORSKA;PROSTORIJE MJESNOG ODBORA HRASTINA SAMOBORSKA;HRASTINA SAMOBORSKA;740;496;496;486;10;0;0;1;1;1;0;20;4;72;0;0;56;18;18;19;34;7;0;13;12;5;193;3;0;3;5;1;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SAMOBOR;20;KLADJE;DRUŠTVENI DOM KLADJE;KLADJE;706;483;483;469;14;0;2;3;6;7;1;18;4;68;1;0;90;14;8;9;31;3;0;14;4;8;167;0;0;5;4;2;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SAMOBOR;21;KLAKE;OSNOVNA ŠKOLA U KLAKAMA;KLAKE;231;107;107;104;3;0;0;0;0;0;0;5;1;32;0;0;32;6;3;0;2;1;0;0;0;2;18;1;0;0;0;1;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SAMOBOR;22;KLOKOÈEVEC SAMOBORSKI;DRUŠTVENI DOM KLOKOÈEVEC;KLOKOÈEVEC SAMOBORSKI;316;217;217;211;6;0;1;1;2;8;1;16;1;36;1;0;45;11;7;1;8;0;1;4;0;2;64;0;0;0;1;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SAMOBOR;23;KONŠÆICA;U DRUŠTVENOM DOMU KONŠÆICA;KONŠÆICA;236;135;135;135;0;0;0;0;2;0;0;3;0;16;1;0;53;4;4;3;4;7;0;4;2;1;30;0;0;1;0;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SAMOBOR;24;LUG SAMOBORSKI;CENTAR ZA ODGOJ I OBRAZOVANJE LUG;LUG SAMOBORSKI, KNEZA ZDESLAVA 2;828;550;550;542;8;0;0;2;4;4;1;18;4;57;0;0;72;25;10;8;35;1;0;13;12;6;263;1;0;0;4;2;;;;;;;;;;;;;;;;;
