Izborna jedinica;Grad / opæine;BM Rbr;BM Naziv;BM Lokacija;BM Adresa;Ukupno biraèa;Glasovalo ukupno;Glasovalo (prema listiæimma);Listiæi važeæi;Listiæi nevažeæi;ABECEDA DEMOKRACIJE - ABECEDA  ,  Nositelj liste:  VLADIMIR PAVLETIÆ, dipl.ing.graditeljstva;AGENDA MLADIH DEMOKRATA - AMD , HRVATSKA STRANKA MLADIH - HSM  , Nositelj liste:  ANTONIO BARNJAK;AKCIJA MLADIH - AM  , Nositelj liste:  IRENA PERIÆ;AKCIJA SOCIJALDEMOKRATA HRVATSKE - ASH , SPLITSKA STRANKA UMIROVLJENIKA - SSU , STRANKA UMIROVLJENIKA HRVATSKE-BLOK UMIROVLJENICI ZAJEDNO - SUH  , Nositelj liste:  MATE BULJUBAŠIÆ ;AUTOHTONA - HRVATSKA SELJAÈKA STRANKA - A-HSS , SAVEZ ZA PROMJENE - SP  , Nositelj liste:  IVAN PERNAR;AUTOHTONA-HRVATSKA STRANKA PRAVA - A-HSP  , Nositelj liste:  MIŠO VERAJA ;BLOK UMIROVLJENICI ZAJEDNO - BUZ , PRIMORSKO GORANSKI SAVEZ - PGS , HRVATSKA RADNIÈKA STRANKA - HRS  , Nositelj liste:  prof.dr.sc. LJUBO JURÈIÆ ;DALMATINSKA LIBERALNA STRANKA - DLS  , Nositelj liste:  ANTE TEŠIJA;DEMOKRATSKA STRANKA ŽENA - DSŽ  , Nositelj liste:  MARIJA JELINÈIÆ ;GLAS RAZUMA  , Nositelj liste:  STJEPAN RADILOVIÆ, dipl. organizator poslovanja ;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ , HRVATSKA GRAÐANSKA STRANKA - HGS  , Nositelj liste:  JADRANKA KOSOR;HRVATSKA DEMOKRŠÆANSKA STRANKA - HDS , JEDINO HRVATSKA - POKRET ZA HRVATSKU - JEDINO HRVATSKA  , Nositelj liste:  prof.dr.sc. JOSIP JURÈEVIÆ ;HRVATSKA SELJAÈKA STRANKA - HSS , ZELENA STRANKA - ZS , STRANKA PENZIONERA - SP  , Nositelj liste:  mr.sc. STIPO GABRIÆ;HRVATSKA SOCIJALNO-LIBERALNA STRANKA - HSLS  , Nositelj liste:  DARINKO KOSOR ;HRVATSKA STRANKA PRAVA - HSP  , Nositelj liste:  DANIEL SRB ;HRVATSKA STRANKA PRAVA DR.ANTE STARÈEVIÆ - HSP DR.ANTE STARÈEVIÆ , HRVATSKA ÈISTA STRANKA PRAVA - HÈSP  , Nositelj liste:  RUŽA TOMAŠIÆ;HRVATSKI LABURISTI-STRANKA RADA  , Nositelj liste:  DRAGUTIN LESAR;HRVATSKI RAST - HRAST  , Nositelj liste:  VEDRAN UJEVIÆ;NACIONALNI DEMOKRATI - ND  , Nositelj liste:  MARTINA SUÈIÆ;NEOVISNA LISTA  , Nositelj liste:  dr.sc. IVAN GRUBIŠIÆ;NEOVISNA LISTA  , Nositelj liste:  dr.sc. STIPISLAV JADRIJEVIÆ, dr.med.;NEOVISNA LISTA  , Nositelj liste:  STEVKO MARINKOVIÆ;NEOVISNA LISTA  , Nositelj liste:  JURICA TUCAK;NEOVISNA LISTA  , Nositelj liste:  NIKO VISKOVIÆ, dr.med. ;NEOVISNA LISTA  , Nositelj liste:  SINIŠA VUCO;NOVA HRVATSKA - NH  , Nositelj liste:  BORKO ŠAMIJA;OBITELJSKA STRANKA - OS  , Nositelj liste:  IVICA ŠKILJO  ;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP , HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS , ISTARSKI DEMOKRATSKI SABOR - IDS , HRVATSKA STRANKA UMIROVLJENIKA - HSU  , Nositelj liste:  ZORAN MILANOVIÆ;SOCIJALISTIÈKA PARTIJA HRVATSKE - SPH  , Nositelj liste:  dr.sc. SLOBODAN MARKO BEROŠ;SOCIJALISTIÈKA RADNIÈKA PARTIJA HRVATSKE - SRP  , Nositelj liste:  RANKO ADORIÆ;STRANKA HRVATSKOG ZAJEDNIŠTVA - SHZ  , Nositelj liste:  ŽELJKO VINSKI, ing.grad. ;VOLIM HRVATSKU - VH  , Nositelj liste:  ROKO ŠIKIÆ;ZELENA LISTA  , Nositelj liste:  IVICA SUMIÆ ;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;142;SPLIT;"OŠ ""RAVNE NJIVE""";SARAJEVSKA 30;1.023;634;634;619;15;1;1;5;4;2;4;15;3;3;1;217;7;9;10;15;48;18;5;1;87;8;0;0;0;7;0;1;143;0;1;0;1;2;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;143;SPLIT;"OŠ ""RAVNE NJIVE""";SARAJEVSKA 30;979;600;600;566;34;1;1;2;4;0;2;7;2;3;0;226;3;3;23;19;42;18;1;0;67;7;1;0;1;8;1;2;120;0;2;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;144;SPLIT;GRADSKI KOTAR SIROBUJA;MANDIÆEVA 34;962;572;572;562;10;0;2;2;28;0;0;12;1;1;0;238;5;2;12;15;67;15;8;0;62;4;0;1;0;5;0;2;78;0;1;0;0;1;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;145;SPLIT;GRADSKI KOTAR SIROBUJA;MANDIÆEVA 34;1.067;668;668;656;12;0;1;1;35;3;3;14;1;1;0;269;5;7;4;16;73;13;5;0;85;10;1;1;0;5;0;1;96;0;0;2;3;1;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;146;SPLIT;GRADSKI KOTAR ŠINE;JOSIPOVA 2;1.409;820;820;806;14;1;0;0;4;0;2;15;2;1;0;341;7;7;13;26;96;19;26;0;91;10;0;0;0;5;0;4;129;0;1;0;2;4;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;147;SPLIT;"OŠ ""VISOKA""";VRH VISOKE 8;1.487;907;898;881;17;0;2;1;5;2;0;33;0;1;0;322;11;8;31;16;74;24;13;0;136;5;0;0;0;11;0;0;180;0;0;0;0;6;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;148;SPLIT;GRADSKI KOTAR VISOKA;CESTA MIRA 3;1.128;701;696;691;5;0;0;3;3;0;4;9;2;1;1;264;8;11;21;12;55;9;10;0;96;6;0;1;0;12;1;1;157;0;1;0;0;3;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;149;SPLIT;"OŠ ""VISOKA""";VRH VISOKE 8;1.286;711;711;696;15;0;2;6;3;1;1;11;1;2;0;294;11;5;20;23;55;24;13;0;89;6;0;0;0;11;0;0;113;1;1;0;0;3;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;150;SPLIT;GRADSKI KOTAR ŽNJAN;STONSKA 2;2.834;1.676;1.675;1.651;24;1;1;2;6;0;0;28;0;4;1;451;21;11;47;34;147;37;25;1;299;15;0;1;0;7;1;2;494;1;1;0;7;6;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;151;SPLIT;O.Š. MERTOJAK;DOVERSKA BB;1.273;820;820;805;15;0;0;2;2;1;0;14;3;0;1;176;12;7;22;15;75;15;14;1;140;5;0;0;0;6;0;0;288;1;1;0;0;4;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;152;SPLIT;"OŠ ""SITNO DONJE""";SITNO  DONJE;239;177;177;172;5;0;0;2;0;0;1;4;0;1;0;87;2;2;4;7;18;3;3;0;13;1;0;0;0;2;0;0;22;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;153;SPLIT;DRUŠTVENI DOM  SITNO GORNJE;SITNO GORNJE;196;140;140;139;1;0;0;0;2;0;0;2;0;0;5;66;0;2;0;1;3;5;2;0;8;9;0;1;0;3;0;0;30;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;154;SPLIT;DRUŠTVENI DOM SIROTKOVIÆI;SITNO GORNJE;107;79;79;77;2;0;0;0;0;0;0;1;0;0;1;34;1;0;0;7;6;5;0;0;15;0;0;0;0;0;0;1;6;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;155;SPLIT;MJESNI ODBOR KAMEN;SV. MIHOVILA 5;1.429;815;815;804;11;0;2;1;5;5;2;10;0;1;1;321;16;12;9;24;72;16;24;1;95;4;0;1;0;4;0;2;169;0;0;1;1;5;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;156;SPLIT;MJESNI ODBOR SRINJINE;SRINJINE;551;344;344;340;4;0;2;2;2;2;0;12;2;1;0;121;2;5;5;8;12;4;3;2;24;0;0;0;2;6;0;1;118;1;1;0;0;2;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;157;SPLIT;MJESNI DOM TVRÈIÆI - SRINJINE;SRINJINE;396;261;261;254;7;0;1;0;3;0;1;4;0;1;1;89;3;3;6;5;22;3;6;0;32;3;0;0;0;2;0;0;65;1;1;0;0;2;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;158;SPLIT;OSNOVNA ŠKOLA STOBREÈ;IVANKOVA 13, STOBREÈ;1.726;938;934;924;10;0;1;5;3;0;1;26;1;1;2;417;25;8;25;26;60;35;20;1;121;7;0;2;0;3;0;2;124;0;1;0;1;6;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;159;SPLIT;OSNOVNA ŠKOLA STOBREÈ;IVANKOVA 13, STOBREÈ;867;547;542;532;10;0;0;1;2;3;4;9;2;0;0;146;11;10;10;8;26;16;6;0;81;6;0;0;0;6;1;2;180;0;0;0;2;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;160;SPLIT;DOM KULTURE KOREŠNICA;KOREŠNICA;1.236;811;809;799;10;0;4;3;5;4;1;10;4;3;0;194;5;9;19;16;35;16;18;1;139;8;1;0;1;12;1;2;281;0;3;2;0;2;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;161;SPLIT;MJESNI ODBOR ŽRNOVNICA;ŽRNOVNICA;1.439;883;883;857;26;1;1;2;10;5;2;19;1;5;3;198;4;8;21;35;43;26;4;0;138;8;0;0;1;2;1;2;308;1;0;0;4;4;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;162;SPLIT;MJESNI ODBOR SLATINE;DUBOKE GARME 2;1.169;581;581;575;6;1;1;2;7;4;0;18;2;1;2;159;1;5;9;8;21;20;6;0;113;5;2;1;0;5;0;1;174;1;0;0;0;6;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;STARI GRAD;1;STARI GRAD;"OSNOVNA ŠKOLA ""PETAR HEKTOROVIÆ""";OBALA ZRINSKIH I FRANKOPANA BB;746;385;385;373;12;0;1;2;5;8;1;10;3;3;0;72;3;12;7;11;5;13;3;0;48;3;0;0;0;3;0;2;152;0;0;0;2;4;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;STARI GRAD;2;STARI GRAD;"OSNOVNA ŠKOLA ""PETAR HEKTOROVIÆ""";OBALA ZRINSKIH I FRANKOPANA BB;423;264;264;258;6;0;0;3;1;7;1;9;1;0;0;46;2;8;4;2;12;8;2;0;35;1;0;0;1;1;0;0;108;0;2;1;2;1;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;STARI GRAD;3;STARI GRAD;HRVATSKI DOM U STAROM GRADU;NOVA RIVA BB;894;532;532;520;12;1;1;3;4;4;0;12;2;3;2;129;4;6;7;7;21;18;3;0;62;0;0;2;1;0;0;0;217;1;1;0;2;7;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;STARI GRAD;4;DOL;DOM MLADEŽI U DOLU;DOL;307;217;217;207;10;0;0;1;1;1;0;1;1;2;1;68;0;14;3;3;16;3;0;0;17;1;0;0;2;2;0;1;67;0;0;0;0;2;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;STARI GRAD;5;VRBANJ;DOM MATIJE IVANIÆA;VRBANJ;516;315;315;303;12;0;1;2;3;5;0;10;0;2;0;53;1;27;4;2;16;9;1;0;40;2;1;1;0;3;0;2;115;0;1;0;0;2;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SUPETAR;1;SUPETAR I.;"DJ. VRTIÆ ""SUPETAR""";SUPETAR;950;596;596;578;18;1;0;1;1;3;0;7;0;4;0;129;4;5;6;20;17;25;4;0;63;5;1;0;0;8;1;0;266;0;1;0;2;4;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SUPETAR;2;SUPETAR II.;GRADSKA VJEÆNICA;SUPETAR;1.075;575;573;563;10;0;3;2;2;0;0;6;0;0;0;135;3;17;13;8;9;20;0;0;49;2;0;0;0;4;0;1;285;0;0;0;2;2;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SUPETAR;3;SUPETAR III.;ADRIA - BIVŠI RESTORAN PLAŽA;SUPETAR;1.298;669;667;651;16;0;1;5;7;2;1;13;1;3;3;110;4;12;16;21;16;13;0;0;62;9;0;0;0;8;0;1;336;0;1;0;1;5;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SUPETAR;4;ŠKRIP;ZADRUŽNI DOM;ŠKRIP;172;133;133;130;3;2;1;0;1;0;0;2;0;0;0;34;2;5;0;0;2;4;0;0;5;2;0;0;0;2;1;1;66;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SUPETAR;5;MIRCA;PROSTORIJE BOÆARSKOG KLUBA;MIRCA;383;225;225;219;6;1;0;0;5;0;1;5;0;2;0;68;0;2;2;10;2;2;0;0;16;0;0;0;0;4;0;0;97;1;1;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SUPETAR;6;SPLITSKA;PUÈKI DOM;SPLITSKA;481;231;231;222;9;0;1;1;6;0;1;7;0;1;0;48;3;1;0;5;8;8;2;0;17;2;0;0;0;4;0;0;104;0;2;0;0;1;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;VIS;1;VIS;ZGRADA GRADA VISA;TRG 30. SVIBNJA 1992. BROJ 2;640;376;375;366;9;0;2;3;6;1;1;8;1;0;0;56;3;17;8;1;12;18;2;0;54;2;1;1;2;4;1;0;160;0;1;0;0;1;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;VIS;2;VIS;POREZNA ISPOSTAVA VIS;BISKUPA MIHE PUŠIÆA 8, VIS;425;239;239;235;4;0;0;1;1;1;0;1;0;0;1;31;0;5;6;3;21;8;3;0;40;0;1;0;0;3;1;0;106;0;1;0;0;1;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;VIS;3;VIS;ZORA KUT;TRG EUGENA KVATERNIKA 2;533;310;310;295;15;0;0;1;1;3;1;6;0;1;1;51;3;2;5;5;23;14;1;0;31;0;2;0;2;1;0;0;138;1;1;0;0;1;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;VIS;4;PODSTRAŽJE;DOM PODSTRAŽJE;PODSTRAŽJE BB;234;123;123;122;1;0;0;0;1;0;1;0;0;0;0;21;0;1;1;1;5;4;1;0;13;0;0;0;0;0;0;0;73;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;VIS;5;MARINJE ZEMLJE;DOM MARINJE ZEMLJE;MARINJE ZEMLJE BB;74;39;39;39;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;4;1;0;0;3;0;0;0;0;0;0;0;28;0;1;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;VRGORAC;1;PRAPATNICE;OSNOVNA ŠKOLA;PRAPATNICE;188;100;100;97;3;0;0;0;2;0;1;1;1;0;0;41;0;0;1;0;2;0;0;0;2;1;1;1;0;0;0;1;37;0;0;5;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;VRGORAC;2;PODPROLOG;OSNOVNA ŠKOLA;PODPROLOG;411;239;239;234;5;0;4;1;3;0;2;3;0;1;0;127;2;6;1;2;11;2;0;0;4;0;0;0;0;1;0;0;62;0;0;0;0;2;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;VRGORAC;3;BANJA;OSNOVNA ŠKOLA;BANJA;262;154;154;149;5;0;0;0;0;0;0;2;0;0;0;84;0;0;1;1;1;1;0;0;11;0;0;0;0;0;0;0;45;0;0;2;0;1;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;VRGORAC;4;ORAH;OSNOVNA ŠKOLA;ORAH;342;201;201;199;2;0;0;1;0;0;1;0;0;1;1;85;3;4;1;1;5;1;2;0;6;0;0;0;0;0;0;1;86;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;VRGORAC;5;VELIKI PROLOG;OSNOVNA ŠKOLA;VELIKI PROLOG;320;151;151;148;3;0;0;0;0;0;0;4;0;0;0;74;0;0;0;1;21;4;5;0;19;0;0;0;0;0;0;0;20;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;VRGORAC;6;KOKORIÆI;OSNOVNA ŠKOLA;KOKORIÆI;143;97;97;95;2;0;0;0;0;1;0;1;0;0;1;24;0;5;1;1;0;0;0;0;5;0;0;1;0;0;0;0;55;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;VRGORAC;7;VIŠNJICA;KUÆA LJUBE RAKIÆA;VIŠNJICA;9;7;7;6;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;VRGORAC;8;DUSINA;ZGRADA OSNOVNE ŠKOLE;DUSINA;528;319;319;309;10;1;0;1;2;0;1;10;1;1;2;218;2;8;2;8;2;3;0;0;9;2;0;0;0;5;0;1;30;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;VRGORAC;9;VRGORAC;ZGRADA GRADA VRGORCA-MALA VIJEÆNICA;VRGORAC;2.189;1.229;1.229;1.208;21;1;2;5;2;2;0;16;0;3;1;497;3;16;9;15;40;15;10;1;101;1;0;0;2;7;0;1;454;1;2;0;0;1;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;VRGORAC;10;VLAKA;KUÆA POK. JOKE GRGIÆA;VLAKA;46;28;28;28;0;0;1;0;0;0;0;0;0;0;0;2;0;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;VRGORAC;11;UMÈANI;OSNOVNA ŠKOLA;UMÈANI;192;130;130;127;3;0;0;1;1;0;0;2;0;2;0;56;1;2;0;1;1;2;0;0;3;0;0;1;0;0;0;0;53;0;0;0;0;1;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;VRGORAC;12;MILOŠIÆI;KUÆA PETRA ERCEGA (JERKIÆ);MILOŠIÆI;165;104;104;103;1;1;0;0;0;2;2;2;1;0;1;52;0;1;1;1;11;0;1;0;9;1;0;0;0;0;0;0;16;0;0;0;0;1;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;VRGORAC;13;KOTEZI;ZGRADA OSNOVNE ŠKOLE;KOTEZI;272;170;169;164;5;0;0;0;2;1;0;1;0;0;0;49;0;11;1;2;1;1;0;0;8;0;0;1;0;1;0;0;85;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;VRGORAC;14;RAŠÆANE;ZGRADA MJESNOG ODBORA RAŠÆANE (PORED POŠTANSKOG UREDA);RAŠÆANE;172;90;90;84;6;1;0;1;0;0;0;4;0;0;0;44;0;6;0;2;5;1;1;0;2;0;0;0;0;3;0;1;11;0;2;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;VRGORAC;15;POLJICA;ZGRADA LOVAÈKE UDRUGE (PORED ŠKOLE);POLJICA;121;35;35;32;3;0;0;0;0;0;0;0;0;0;0;20;0;4;0;0;2;0;0;0;1;0;0;0;0;0;0;0;5;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;VRGORAC;16;DUGE NJIVE;OSNOVNA ŠKOLA;DUGE NJIVE;107;63;63;61;2;0;0;0;0;0;0;0;0;0;0;20;2;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;34;0;0;0;2;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;VRGORAC;17;KOZICA;ZADRUŽNI DOM;KOZICA;88;30;30;29;1;0;1;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;VRGORAC;18;ŽLIBINA;KUÆA ZORE VULETIÆA;ŽLIBINA;109;83;83;80;3;0;0;0;0;0;0;0;0;0;0;77;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;VRGORAC;19;DRAGLJANE;OSNOVNA ŠKOLA;DRAGLJANE;61;36;36;34;2;0;0;0;1;1;0;0;0;0;0;3;0;1;0;2;0;0;0;0;1;0;0;0;0;0;0;1;24;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;VRGORAC;20;KLJENAK;KUÆA ANTE NIZIÆA;KLJENAK;77;44;44;43;1;0;0;0;0;0;0;0;0;0;0;14;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;25;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;VRGORAC;21;DRAŽEVITIÆI;ZADRUŽNI DOM;DRAŽEVITIÆI;173;124;123;120;3;0;0;1;1;0;0;1;0;1;0;37;0;2;1;0;0;1;0;0;4;0;0;0;0;2;0;0;68;0;1;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;VRGORAC;22;ZAVOJANE;ZADRUŽNI DOM;ZAVOJANE;268;152;152;150;2;0;0;1;1;0;0;4;0;0;1;56;1;1;1;1;3;0;0;0;0;2;0;0;0;0;0;0;78;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;VRGORAC;23;MAJIÆI;KUÆA LJUBE ŽIDIÆA - BLOKETARA;MAJIÆI;66;39;39;38;1;0;1;0;1;0;0;2;0;0;0;3;0;0;0;0;3;2;0;0;2;0;0;0;0;0;0;0;24;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;VRGORAC;24;MIJACA;OSNOVNA ŠKOLA;MIJACA;97;79;79;76;3;0;0;0;0;0;0;0;0;1;0;74;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;VRGORAC;25;STILJA;ZGRADA MJESNOG ODBORA;STILJA;359;208;208;205;3;1;1;1;1;0;0;2;0;0;0;113;2;5;2;2;4;2;4;0;2;0;0;0;0;0;0;0;59;1;2;0;1;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;VRGORAC;26;VINA;KUÆA IVANA FRANIÆA POK. MARKA;VINA;142;93;93;91;2;2;0;0;0;1;0;3;0;0;0;40;0;2;0;2;0;0;1;1;8;0;0;1;0;1;0;0;28;0;0;0;1;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;VRGORAC;27;RAVÈA;OSNOVNA ŠKOLA;RAVÈA;150;99;99;95;4;0;0;0;1;0;0;0;0;0;0;32;0;1;0;2;0;2;1;1;3;0;0;0;0;0;0;0;52;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;BAŠKA VODA;1;BAŠKA VODA;ZGRADA OPÆINE;OBALA SV. NIKOLE 65;2.449;1.141;1.140;1.118;22;3;0;7;4;6;4;18;2;3;2;408;8;30;12;20;43;28;6;2;121;16;0;1;0;16;0;0;355;0;0;0;0;3;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;BAŠKA VODA;2;BAST;"PODRUÈNA OŠ""BARIŠE GRANIÆA MEŠTRA""";BAST BB;124;77;77;74;3;0;0;1;2;0;0;0;1;0;0;32;0;0;0;0;4;1;0;0;1;3;0;0;0;1;0;1;23;0;1;0;0;3;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;BAŠKA VODA;3;PROMAJNA;"OŠ ""PROMAJNA""";PROMAJNA BB;498;195;195;190;5;0;1;2;0;0;0;1;0;2;0;40;2;3;2;4;13;5;0;0;12;2;0;0;0;1;0;0;99;0;1;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;BAŠKA VODA;4;BRATUŠ;TURISTIÈKO DRUŠTVO BRATUŠ;BRATUŠI BB;99;51;51;50;1;0;0;0;0;1;0;2;0;1;0;15;1;0;0;2;5;0;0;0;4;0;0;0;0;0;0;0;18;0;0;0;0;1;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;BAŠKA VODA;5;KRVAVICA;URED MJESNOG ODBORA KRVAVICA;KRVAVICA BB;252;105;105;103;2;0;2;0;0;4;0;1;0;0;0;27;2;2;0;2;1;3;0;0;6;2;0;0;0;2;0;0;47;0;0;0;0;2;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;BLATO;1;BLATO;"PROSTORIJA ""SREDNJA ŠKOLA BLATO""";ULICA 1 BROJ 25/I;764;452;452;437;15;2;0;4;1;1;0;2;2;2;0;215;1;3;3;1;10;5;4;0;20;3;1;0;0;3;1;1;150;1;0;0;1;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;BLATO;2;BLATO;"PROSTORIJA ""V.U. KUMPANJIJA""";ULICA 82 BROJ 8;1.125;662;662;655;7;0;2;2;2;1;1;5;1;2;5;308;4;6;6;1;33;10;5;0;21;2;0;0;0;0;0;0;232;0;1;0;2;3;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;BLATO;3;BLATO;"PROSTORIJA ""KLAVIR SALA DOMA KULTURE""";TRG DR. FRANJE TUÐMANA 4;763;496;496;490;6;1;1;2;3;4;1;10;2;2;0;225;2;4;4;2;28;10;4;0;16;5;0;0;1;1;0;0;161;1;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;BLATO;4;BLATO;"PROSTORIJA ""OSNOVNA ŠKOLA BLATO""";ULICA 1 BROJ 25/2;947;606;606;583;23;2;2;1;4;0;0;9;0;4;2;296;6;3;4;7;22;15;3;0;21;6;2;0;0;1;0;1;164;1;2;0;0;5;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;BOL;1;BOL I.;ŠKOLA;BOL;921;489;489;485;4;0;0;1;0;2;1;10;0;1;0;93;4;6;24;3;19;11;4;0;47;1;2;0;1;2;1;2;243;1;0;1;0;5;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;BOL;2;BOL II.;ŠKOLA;BOL;755;418;418;405;13;1;0;3;0;4;2;4;1;3;0;116;2;2;23;9;22;15;4;0;40;8;0;0;0;4;0;1;137;0;1;0;2;1;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;BOL;3;MURVICA;DOM;MURVICA;28;17;17;17;0;0;0;0;1;0;0;0;0;0;0;5;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;8;1;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;BRELA;1;GORNJA BRELA;PROSTOR BIVŠE MJESNE ZAJEDNICE;ULICA NARET BROJ 1;142;79;79;76;3;0;1;0;0;0;0;1;0;0;0;31;1;1;1;2;5;2;0;0;7;2;0;0;0;0;0;0;21;0;0;1;0;0;;;;;;;;;;;;;;;
