Izborna jedinica;Grad / opæine;BM Rbr;BM Naziv;BM Lokacija;BM Adresa;Ukupno biraèa;Glasovalo ukupno;Glasovalo (prema listiæimma);Listiæi važeæi;Listiæi nevažeæi;ABECEDA DEMOKRACIJE - ABECEDA  ,  Nositelj liste:  VLADIMIR PAVLETIÆ, dipl.ing.graditeljstva;AGENDA MLADIH DEMOKRATA - AMD , HRVATSKA STRANKA MLADIH - HSM  , Nositelj liste:  ANTONIO BARNJAK;AKCIJA MLADIH - AM  , Nositelj liste:  IRENA PERIÆ;AKCIJA SOCIJALDEMOKRATA HRVATSKE - ASH , SPLITSKA STRANKA UMIROVLJENIKA - SSU , STRANKA UMIROVLJENIKA HRVATSKE-BLOK UMIROVLJENICI ZAJEDNO - SUH  , Nositelj liste:  MATE BULJUBAŠIÆ ;AUTOHTONA - HRVATSKA SELJAÈKA STRANKA - A-HSS , SAVEZ ZA PROMJENE - SP  , Nositelj liste:  IVAN PERNAR;AUTOHTONA-HRVATSKA STRANKA PRAVA - A-HSP  , Nositelj liste:  MIŠO VERAJA ;BLOK UMIROVLJENICI ZAJEDNO - BUZ , PRIMORSKO GORANSKI SAVEZ - PGS , HRVATSKA RADNIÈKA STRANKA - HRS  , Nositelj liste:  prof.dr.sc. LJUBO JURÈIÆ ;DALMATINSKA LIBERALNA STRANKA - DLS  , Nositelj liste:  ANTE TEŠIJA;DEMOKRATSKA STRANKA ŽENA - DSŽ  , Nositelj liste:  MARIJA JELINÈIÆ ;GLAS RAZUMA  , Nositelj liste:  STJEPAN RADILOVIÆ, dipl. organizator poslovanja ;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ , HRVATSKA GRAÐANSKA STRANKA - HGS  , Nositelj liste:  JADRANKA KOSOR;HRVATSKA DEMOKRŠÆANSKA STRANKA - HDS , JEDINO HRVATSKA - POKRET ZA HRVATSKU - JEDINO HRVATSKA  , Nositelj liste:  prof.dr.sc. JOSIP JURÈEVIÆ ;HRVATSKA SELJAÈKA STRANKA - HSS , ZELENA STRANKA - ZS , STRANKA PENZIONERA - SP  , Nositelj liste:  mr.sc. STIPO GABRIÆ;HRVATSKA SOCIJALNO-LIBERALNA STRANKA - HSLS  , Nositelj liste:  DARINKO KOSOR ;HRVATSKA STRANKA PRAVA - HSP  , Nositelj liste:  DANIEL SRB ;HRVATSKA STRANKA PRAVA DR.ANTE STARÈEVIÆ - HSP DR.ANTE STARÈEVIÆ , HRVATSKA ÈISTA STRANKA PRAVA - HÈSP  , Nositelj liste:  RUŽA TOMAŠIÆ;HRVATSKI LABURISTI-STRANKA RADA  , Nositelj liste:  DRAGUTIN LESAR;HRVATSKI RAST - HRAST  , Nositelj liste:  VEDRAN UJEVIÆ;NACIONALNI DEMOKRATI - ND  , Nositelj liste:  MARTINA SUÈIÆ;NEOVISNA LISTA  , Nositelj liste:  dr.sc. IVAN GRUBIŠIÆ;NEOVISNA LISTA  , Nositelj liste:  dr.sc. STIPISLAV JADRIJEVIÆ, dr.med.;NEOVISNA LISTA  , Nositelj liste:  STEVKO MARINKOVIÆ;NEOVISNA LISTA  , Nositelj liste:  JURICA TUCAK;NEOVISNA LISTA  , Nositelj liste:  NIKO VISKOVIÆ, dr.med. ;NEOVISNA LISTA  , Nositelj liste:  SINIŠA VUCO;NOVA HRVATSKA - NH  , Nositelj liste:  BORKO ŠAMIJA;OBITELJSKA STRANKA - OS  , Nositelj liste:  IVICA ŠKILJO  ;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP , HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS , ISTARSKI DEMOKRATSKI SABOR - IDS , HRVATSKA STRANKA UMIROVLJENIKA - HSU  , Nositelj liste:  ZORAN MILANOVIÆ;SOCIJALISTIÈKA PARTIJA HRVATSKE - SPH  , Nositelj liste:  dr.sc. SLOBODAN MARKO BEROŠ;SOCIJALISTIÈKA RADNIÈKA PARTIJA HRVATSKE - SRP  , Nositelj liste:  RANKO ADORIÆ;STRANKA HRVATSKOG ZAJEDNIŠTVA - SHZ  , Nositelj liste:  ŽELJKO VINSKI, ing.grad. ;VOLIM HRVATSKU - VH  , Nositelj liste:  ROKO ŠIKIÆ;ZELENA LISTA  , Nositelj liste:  IVICA SUMIÆ ;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SOLIN;13;PRIKO VODE VI;"PROSTORIJE OSNOVNE ŠKOLE ""KRALJICE JELENE""";PUT MIRA BB, SOLIN;967;551;551;544;7;1;0;1;1;0;1;6;0;1;0;170;6;2;16;7;36;33;10;1;112;5;0;0;0;8;0;0;125;0;0;0;2;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SOLIN;14;VRANJIC;KULTURNI CENTAR DON F. BULIÆA;OBALA POMORACA 77, VRANJIC;944;679;679;668;11;0;1;3;1;0;0;7;1;1;0;245;7;8;11;10;43;23;7;0;118;3;1;0;1;7;0;7;157;1;0;0;0;5;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SOLIN;15;RUPOTINA I;OŠ DON LOVRE KATIÆA;ANTE STARÈEVIÆA 143;518;247;247;243;4;0;0;1;2;0;0;2;0;1;2;91;5;3;4;2;36;6;9;0;26;0;0;0;0;2;0;0;48;0;1;0;0;2;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SOLIN;16;RUPOTINA II;OŠ DON LOVRE KATIÆA;ANTE STARÈEVIÆA 143;701;405;405;398;7;0;0;2;1;3;2;6;1;1;2;121;4;2;3;5;52;12;4;0;71;7;0;0;0;4;0;1;91;0;2;0;1;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SOLIN;17;RUPOTINA III;DJEÈJI VRTIÆ VJEVERICA;ANTE STARÈEVIÆA 125;722;420;420;416;4;0;0;1;5;0;2;5;1;0;0;147;0;1;5;14;41;13;9;1;54;3;0;0;1;3;1;0;108;0;0;0;0;1;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SOLIN;18;SREDNJA STRANA I;OSNOVNA ŠKOLA DON LOVRE KATIÆA  - NINÈEVIÆI;BRAÆE RADIÆA 67;804;542;542;532;10;1;1;4;4;2;3;11;2;2;1;232;9;6;9;14;41;24;8;0;56;2;1;0;0;2;0;1;93;0;0;1;0;2;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SOLIN;19;SREDNJA STRANA II;DJEÈJI VRTIÆ CVRÈAK;DON LOVRE KATIÆA BB;991;567;567;554;13;1;1;3;3;1;2;12;1;2;0;208;3;3;18;13;50;23;3;0;53;7;0;1;0;9;0;1;135;0;0;0;0;1;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SOLIN;20;SREDNJA STRANA III;DJEÈJI VRTIÆ CVRÈAK;DON LOVRE KATIÆA BB;611;368;368;363;5;0;1;4;0;1;0;8;0;0;0;125;5;4;11;7;21;12;0;0;43;3;0;1;1;5;0;0;110;1;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SOLIN;21;SREDNJA STRANA IV;DJEÈJI VRTIÆ CVRÈAK;DON LOVRE KATIÆA BB;1.119;746;746;738;8;1;0;6;4;3;2;15;3;3;2;350;9;1;11;14;58;25;8;4;66;4;0;0;0;11;0;1;130;1;0;0;1;5;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SOLIN;22;SV. KAJO I;OŠ VJEKOSLAV PARAÆ;DUDINI BB;412;247;247;231;16;0;1;1;2;0;0;6;0;1;0;77;2;1;1;6;9;10;1;0;37;0;0;0;0;3;0;2;71;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SOLIN;23;SV. KAJO II;OŠ VJEKOSLAV PARAÆ;DUDINI BB;752;460;460;451;9;1;0;0;1;1;0;5;1;1;0;146;5;6;16;9;41;16;0;0;76;3;0;0;0;3;0;6;112;0;0;0;0;2;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SOLIN;24;SV. KAJO III;OŠ VJEKOSLAV PARAÆ;DUDINI BB;941;532;532;519;13;1;1;6;2;1;0;20;1;2;0;181;0;3;10;13;31;18;5;0;80;1;1;0;0;4;0;2;129;0;2;1;1;3;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SOLIN;25;SV. KAJO IV;OŠ VJEKOSLAV PARAÆ;DUDINI BB;777;465;465;453;12;0;1;2;1;3;0;12;2;0;0;163;2;5;10;8;27;13;3;0;46;1;1;1;0;6;0;4;137;0;2;1;0;2;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;1;SPLIT;"OŠ ""POJIŠAN""";VIŠKA 12;957;559;559;555;4;0;0;3;9;2;1;11;0;1;0;113;12;3;9;12;29;12;3;0;110;5;0;0;0;7;0;0;209;0;2;0;0;2;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;2;SPLIT;"OŠ ""POJIŠAN""";VIŠKA 12;1.052;684;684;670;14;0;2;5;2;0;1;10;0;4;0;137;7;5;9;7;20;18;12;0;101;6;2;0;0;4;0;0;308;2;3;0;2;3;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;3;SPLIT;"OŠ ""POJIŠAN""";VIŠKA 12;1.077;657;657;650;7;0;0;1;3;0;2;14;1;1;1;124;5;6;11;13;43;17;6;0;128;3;0;0;0;6;0;0;261;1;0;1;0;2;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;4;SPLIT;GRADSKI KOTAR BAÈVICE;VIŠKA 7;1.144;745;743;739;4;0;0;1;8;1;0;21;2;1;0;133;5;2;8;4;34;20;5;0;156;6;0;0;1;5;0;0;318;2;1;0;1;4;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;5;SPLIT;"OŠ ""POJIŠAN""";VIŠKA 12;1.129;717;700;687;13;1;0;0;2;0;1;21;1;0;0;159;3;2;20;12;35;20;5;0;138;4;0;0;0;5;0;2;251;4;1;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;6;SPLIT;"OŠ ""POJIŠAN""";VIŠKA 12;1.132;748;724;705;19;2;1;1;3;1;0;12;1;2;0;156;8;5;19;12;44;12;10;0;148;4;0;0;0;6;0;0;248;0;1;0;2;7;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;7;SPLIT;GRADSKI KOTAR BLATINE-ŠKRAPE;POLJIÈKA CESTA 31;1.108;740;740;731;9;2;0;2;3;2;1;7;1;0;0;99;2;3;10;13;28;13;8;0;121;4;0;1;0;3;0;0;398;4;3;0;2;1;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;8;SPLIT;GRADSKI KOTAR BLATINE-ŠKRAPE;POLJIÈKA CESTA 31;1.144;735;731;720;11;0;1;0;2;3;0;18;0;1;1;183;2;2;19;16;39;32;15;0;114;5;0;0;0;7;0;0;251;0;3;0;1;5;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;9;SPLIT;"OŠ ""BLATINE-ŠKRAPE""";NA KRIŽICE 2;934;624;624;621;3;1;1;6;4;1;0;16;0;1;0;103;2;4;9;12;17;10;2;0;95;5;0;0;0;9;0;1;317;3;0;0;2;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;10;SPLIT;"OŠ ""BLATINE-ŠKRAPE""";NA KRIŽICE 2;1.212;740;740;729;11;0;0;3;5;0;1;17;0;2;0;284;5;1;12;13;35;15;8;0;106;6;0;0;0;4;0;3;203;2;0;1;0;3;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;11;SPLIT;"OŠ ""BLATINE-ŠKRAPE""";NA KRIŽICE 2;894;624;624;621;3;1;0;1;5;0;0;6;2;0;0;72;1;0;3;3;28;21;10;0;96;8;0;0;0;2;0;0;359;0;0;0;1;2;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;12;SPLIT;"OŠ ""MANUŠ""";VUKOVARSKA 11;817;555;538;531;7;0;0;0;7;1;0;5;2;1;0;90;0;4;13;6;19;16;2;0;137;2;0;0;0;2;0;0;219;0;2;1;1;1;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;13;SPLIT;"DJEÈJI VRTIÆ ""DUGA""";MAŽURANIÆEVO ŠETALIŠTE 12A;637;467;467;464;3;0;0;0;0;0;0;3;1;1;1;84;3;0;6;6;16;14;1;0;147;3;0;0;0;2;0;2;173;0;0;0;0;1;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;14;SPLIT;"OŠ ""BOL""";HRVATSKIH ISELJENIKA 10;693;452;452;440;12;0;2;2;2;1;0;5;0;0;0;68;1;0;5;2;19;9;1;0;112;2;0;0;0;3;0;0;198;0;2;0;0;6;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;15;SPLIT;"DJEÈJI VRTIÆ ""LAVANDA""";VUKOVARSKA 45;857;609;609;599;10;0;0;3;9;1;2;11;1;0;0;103;10;11;3;12;22;6;8;0;121;1;0;1;0;3;0;0;265;2;0;0;2;2;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;16;SPLIT;"DJEÈJI VRTIÆ ""MASLAÈAK""";MAŽURANIÆEVO ŠETALIŠTE 36;587;386;386;380;6;0;0;2;1;0;1;14;2;0;0;73;2;10;3;6;14;12;0;0;59;0;0;0;0;1;0;0;179;0;0;0;0;1;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;17;SPLIT;"""ÈISTOÆA"" SPLIT";PUT PLOKITA 81;1.360;858;858;851;7;0;1;4;13;2;0;28;1;2;0;198;12;3;20;15;42;22;12;1;157;8;0;0;0;5;1;0;300;1;1;0;2;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;18;SPLIT;"DJEÈJI VRTIÆ ""FRULICA""";ULICA SLOBODE 32;768;496;488;481;7;0;1;2;4;0;2;10;1;2;0;99;2;2;5;6;24;16;2;0;73;3;2;1;0;3;0;1;215;1;3;0;1;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;19;SPLIT;"OŠ ""BOL""";HRAVATSKIH ISELJENIKA 10;812;543;543;535;8;0;2;0;7;2;1;13;1;1;0;100;6;1;19;6;23;14;5;1;132;12;0;0;0;1;0;1;185;1;1;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;20;SPLIT;"OŠ ""BOL""";HRVATSKIH ISELJENIKA 10;682;430;430;425;5;0;0;1;5;0;0;9;0;1;0;65;1;1;6;4;17;16;3;1;92;3;0;0;0;3;0;0;193;0;3;0;0;1;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;21;SPLIT;OSNOVNA ŠKOLA BOL;HRVATSKIH ISELJENIKA 10;768;496;483;476;7;0;2;0;3;2;2;15;1;1;2;105;7;6;7;13;25;13;5;0;88;7;0;0;0;3;0;0;164;2;0;0;0;3;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;22;SPLIT;"DJEÈJI VRTIÆ ""POTOÈNICA II""";TRŠÆANSKA 35;811;511;511;499;12;0;0;1;5;0;0;9;1;2;0;80;4;5;10;7;23;19;5;0;95;8;0;0;1;3;0;1;216;1;1;0;0;2;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;23;SPLIT;"OŠ ""BOL""";HRVATSKIH ISELJENIKA 10;750;466;465;460;5;2;0;2;2;2;2;11;1;1;1;100;2;1;12;14;9;15;4;0;96;8;0;0;0;3;0;0;164;2;3;0;0;3;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;24;SPLIT;"OŠ ""DOBRI""";KLIŠKA 25;928;631;604;600;4;0;0;2;4;1;0;7;0;3;2;139;0;2;12;12;19;15;7;0;88;7;0;0;0;1;0;0;276;0;0;0;1;2;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;25;SPLIT;"OŠ ""DOBRI""";KLIŠKA 25;586;383;383;374;9;0;0;0;7;2;1;4;0;1;0;120;0;9;9;7;16;11;20;0;53;1;0;0;0;1;0;2;103;1;0;2;0;4;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;26;SPLIT;"OŠ ""DOBRI""";KLIŠKA 25;888;486;484;480;4;1;0;2;4;1;3;12;0;1;1;125;2;6;6;8;27;13;3;0;86;2;0;0;0;5;0;0;167;0;1;0;0;4;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;27;SPLIT;"OŠ ""DOBRI""";KLIŠKA 25;666;415;415;403;12;0;4;4;3;2;0;8;1;0;0;73;2;3;7;3;25;16;5;0;66;5;0;0;0;3;0;1;163;0;4;1;0;4;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;28;SPLIT;PARKOVI I NASADI D.O.O.;KAVANJINOVA 12;635;397;397;394;3;0;0;0;2;5;0;5;0;1;0;61;4;0;11;4;13;16;2;0;64;2;0;0;0;2;0;0;199;0;0;0;0;3;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;29;SPLIT;GRADSKI KOTAR GRAD;ŽIDOVSKI PROLAZ 2;576;305;305;298;7;1;0;4;1;0;0;6;0;1;0;72;3;2;6;7;12;4;3;0;60;6;0;1;0;1;0;4;100;1;0;0;1;2;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;30;SPLIT;GRADSKI KOTAR GRAD;ŽIDOVSKI PROLAZ 2;422;205;205;203;2;0;3;0;0;1;0;4;0;0;0;57;0;3;4;8;12;4;4;0;38;5;0;0;0;0;0;0;58;0;0;0;0;2;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;31;SPLIT;"OŠ ""DOBRI""";KLIŠKA 25;922;596;596;587;9;0;2;1;3;2;1;8;0;0;0;85;6;6;9;5;26;20;4;0;118;6;0;1;1;4;0;1;277;0;1;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;32;SPLIT;"DJEÈJI VRTIÆ ""PALÈIÆ""";OSJEÈKA 3;675;391;391;381;10;1;1;1;6;1;1;9;0;0;1;81;9;2;6;5;18;16;8;0;59;0;0;0;0;4;1;1;147;1;0;0;0;2;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;33;SPLIT;"DJ. VRTIÆ ""BOSILJAK""";OSJEÈKA 24;859;580;580;571;9;0;0;1;3;0;0;15;0;1;0;103;5;1;14;11;34;20;2;0;136;1;0;1;0;5;0;0;215;0;1;0;0;2;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;34;SPLIT;GRADSKI KOTAR GRIPE;MATICE HRVATSKE 16;898;603;603;597;6;0;0;4;1;1;1;13;0;0;0;123;10;5;13;13;26;10;5;0;119;5;0;0;0;4;0;0;233;3;1;0;1;6;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;35;SPLIT;"DJ. VRTIÆ ""MIKI""";OSJEÈKA 12;1.007;672;672;664;8;0;1;0;2;1;0;15;2;2;0;124;4;6;11;20;33;19;8;0;114;5;0;0;2;1;0;1;287;1;1;0;4;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;36;SPLIT;SPORTSKI CENTAR GRIPE;OSJEÈKA BB;941;636;635;630;5;0;0;0;6;2;0;11;2;2;0;124;6;7;19;8;24;17;5;0;129;4;0;0;0;6;0;2;251;3;2;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;37;SPLIT;SPORTSKI CENTAR GRIPE;OSJEÈKA BB;1.029;681;680;669;11;0;0;2;3;1;1;14;1;1;1;127;7;7;16;8;29;24;8;0;133;7;0;0;0;2;0;0;271;2;3;0;0;1;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;38;SPLIT;"OŠ ""KMAN KOCUNAR""";BENKOVAÈKA 10;1.032;604;604;593;11;0;1;4;4;0;1;16;0;0;0;138;5;10;11;16;34;23;6;2;105;13;0;0;0;4;1;0;193;0;1;1;2;2;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;39;SPLIT;"OŠ ""KMAN KOCUNAR""";BENKOVAÈKA 10;1.090;649;649;634;15;1;1;1;1;0;2;11;1;0;2;171;5;3;9;16;42;31;6;0;128;8;0;0;0;7;1;1;184;1;0;0;0;1;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;40;SPLIT;"OŠ ""KMAN KOCUNAR""";BENKOVAÈKA 10;949;579;579;569;10;0;1;1;4;0;0;5;0;0;1;122;4;3;7;11;24;25;3;0;132;3;0;0;0;5;0;0;212;1;2;0;0;3;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;41;SPLIT;"OŠ ""KMAN KOCUNAR""";BENKOVAÈKA 10;913;605;605;598;7;0;3;2;4;2;0;14;5;1;0;147;7;4;9;9;29;18;11;1;98;15;1;1;0;5;0;0;210;1;0;1;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;42;SPLIT;"OŠ ""KMAN KOCUNAR""";BENKOVAÈKA 10;874;533;533;523;10;1;1;4;2;0;1;4;1;0;0;185;2;4;15;14;30;14;9;1;78;1;0;0;0;9;0;1;135;0;2;0;2;7;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;43;SPLIT;"OŠ ""KMAN KOCUNAR""";BENKOVAÈKA 10;1.108;668;651;637;14;0;1;1;6;3;1;8;2;1;2;217;10;2;8;15;41;9;12;0;97;4;0;0;0;8;0;1;183;1;0;0;3;1;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;44;SPLIT;"OŠ ""KMAN KOCUNAR""";BENKOVAÈKA 10;1.258;739;737;729;8;0;2;4;0;0;0;15;0;1;0;192;8;9;18;28;48;22;6;1;118;12;0;2;2;7;0;4;230;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;45;SPLIT;"OŠ ""KMAN KOCUNAR""";BENKOVAÈKA 10;1.197;739;739;735;4;1;0;1;5;1;0;17;2;1;1;157;5;7;18;11;45;26;3;2;99;11;0;0;1;2;1;1;305;1;1;0;3;7;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;46;SPLIT;"OŠ ""GRIPE""";ALOJZIJA STEPINCA 12;787;507;507;499;8;1;0;3;4;1;0;8;3;0;1;92;9;3;8;17;22;11;11;0;105;5;16;1;0;7;0;2;166;0;2;0;0;1;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;47;SPLIT;"OŠ ""GRIPE""";ALOJZIJA STEPINCA 12;947;632;632;623;9;0;0;0;3;0;0;12;2;2;0;83;4;2;19;9;18;21;1;0;116;6;1;0;0;5;0;1;313;2;1;1;0;1;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;48;SPLIT;"OŠ ""GRIPE""";ALOJZIJA STEPINCA 12;849;572;563;555;8;0;1;4;9;1;3;9;1;1;0;116;3;5;11;11;38;20;6;0;97;5;0;0;0;3;0;1;205;0;2;0;1;2;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;49;SPLIT;"OŠ ""GRIPE""";ALOJZIJA STEPINCA 12;1.035;671;671;666;5;1;1;1;1;0;1;11;1;3;1;153;8;3;7;18;19;13;4;0;121;4;2;0;0;9;0;3;275;1;1;0;1;3;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;50;SPLIT;"OŠ ""GRIPE""";ALOJZIJA STEPINCA 12;933;643;642;628;14;0;0;2;4;0;0;16;1;4;3;124;6;3;10;13;21;14;3;1;123;2;0;0;0;6;1;0;269;1;0;0;0;1;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;51;SPLIT;"OŠ ""GRIPE""";ALOJZIJA STEPINCA 12;1.045;641;640;631;9;1;0;3;4;1;1;19;0;2;0;104;8;3;16;8;37;15;3;0;123;5;0;0;0;6;0;0;259;1;5;0;4;3;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;52;SPLIT;BRODOGRAÐEVNI ŠKOLSKI CENTAR;ZRINSKO FRANKOPANSKA 40;1.583;1.024;1.024;1.011;13;1;1;1;6;2;2;27;3;0;1;343;4;3;14;22;42;20;6;0;171;5;0;0;0;12;0;1;312;1;3;1;2;5;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;53;SPLIT;"OŠ ""SKALICE""";PUT SKALICA 18;1.192;758;758;744;14;0;3;5;1;1;0;8;1;2;0;106;7;3;18;7;23;32;8;0;126;7;1;1;1;5;0;0;367;1;2;0;1;7;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;54;SPLIT;"OŠ ""SKALICE""";PUT SKALICA 18;1.078;759;732;723;9;2;0;2;0;1;2;20;0;4;1;176;7;6;12;8;21;13;6;0;118;2;0;0;3;10;0;1;299;1;2;0;2;4;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;55;SPLIT;"DJEÈJI VRTIÆ ""VESELI DANI""";STARÈEVIÆEVA 32;880;579;579;572;7;0;0;2;5;3;0;0;0;0;0;80;12;4;17;6;16;20;10;0;115;1;0;0;0;3;0;1;274;0;1;0;0;2;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;56;SPLIT;"OŠ ""SKALICE""";PUT SKALICA 18;799;539;539;532;7;0;1;1;2;1;1;6;0;1;0;93;9;0;9;10;15;21;7;0;112;1;0;0;0;5;0;1;233;0;0;0;3;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;57;SPLIT;POMORSKA ŠKOLA;ZRINSKO-FRANKOPANSKA 36;790;500;500;495;5;0;1;2;5;1;0;8;1;0;0;92;0;0;12;8;24;20;1;0;74;2;1;0;1;3;1;2;223;2;4;0;1;6;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;58;SPLIT;DJEÈJI VRTIÆ ÈAROBNI PIANINO;TERZIÆEVA 9;1.071;693;692;681;11;0;0;1;4;1;0;12;4;0;0;159;6;6;15;9;34;25;9;0;125;3;0;0;0;8;1;0;247;1;5;0;0;6;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;59;SPLIT;ZGRADA STANOUPRAVE;MIKE TRIPALA 6;934;736;736;724;12;2;3;6;1;1;2;12;1;3;2;149;8;3;20;17;46;26;7;2;158;5;0;2;0;12;0;2;230;1;1;0;0;2;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;60;SPLIT;"OŠ ""SKALICE""";PUT SKALICA 18;983;641;641;633;8;0;2;1;4;0;1;14;0;1;0;125;5;2;10;11;31;21;6;0;135;4;0;0;0;6;0;1;250;0;0;0;0;3;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;61;SPLIT;"GIMNAZIJA ""VLADIMIR NAZOR""";ZAGREBAÈKA 2;959;585;585;578;7;0;1;2;3;2;1;9;1;0;0;94;2;5;17;20;31;17;5;0;127;1;0;1;1;6;0;2;227;0;2;0;0;1;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;62;SPLIT;"DJEÈJI VRTIÆ ""MALA SIRENA""";KNEZA VIŠESLAVA 24;788;532;521;512;9;2;1;2;0;1;1;6;0;2;0;63;5;4;9;6;30;10;2;1;147;2;0;0;0;2;0;0;212;0;2;0;1;1;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SPLIT;63;SPLIT;"GIMNAZIJA  ""VLADIMIR NAZOR""";ZAGREBAÈKA 2;1.062;669;650;637;13;0;1;4;2;3;2;12;3;1;2;124;2;4;11;8;21;18;3;0;152;9;0;0;0;2;0;0;248;0;1;0;1;3;;;;;;;;;;;;;;;
