Izborna jedinica;Grad / opæina;BM Rbr;BM Naziv;BM Lokacija;BM Adresa;Ukupno biraèa;Glasovalo ukupno;Glasovalo (prema listiæimma);Listiæi važeæi;Listiæi nevažeæi;ABECEDA DEMOKRACIJE - ABECEDA  , Nositelj liste:  JURE GRUBIŠIÆ ;AKCIJA MLADIH - AM  , Nositelj liste:  ANTE RUBEŠA ;AKCIJA SOCIJALDEMOKRATA HRVATSKE - ASH , SPLITSKA STRANKA UMIROVLJENIKA - SSU , STRANKA UMIROVLJENIKA HRVATSKE-BLOK UMIROVLJENICI ZAJEDNO - SUH  , Nositelj liste:  IVAN ŠPIKA;AUTOHTONA - HRVATSKA SELJAÈKA STRANKA - A-HSS , SAVEZ ZA PROMJENE - SP  , Nositelj liste:  IVAN PERNAR ;AUTOHTONA-HRVATSKA STRANKA PRAVA - A-HSP  , Nositelj liste:  BORE KAREGA  ;BLOK UMIROVLJENICI ZAJEDNO - BUZ , PRIMORSKO GORANSKI SAVEZ - PGS , HRVATSKA RADNIÈKA STRANKA - HRS  , Nositelj liste:  prof.dr.sc. LJUBO JURÈIÆ   ;DEMOKRATSKA STRANKA ŽENA - DSŽ  , Nositelj liste:  MARIJA JELINÈIÆ ;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ , HRVATSKA GRAÐANSKA STRANKA - HGS  , Nositelj liste:  JADRANKA KOSOR ;HRVATSKA DEMOKRŠÆANSKA STRANKA - HDS , JEDINO HRVATSKA - POKRET ZA HRVATSKU - JEDINO HRVATSKA  , Nositelj liste:  prof.dr.sc. JOSIP JURÈEVIÆ;HRVATSKA SELJAÈKA STRANKA - HSS  , Nositelj liste:  ZORAN SMOLIÆ;HRVATSKA SOCIJALNO-LIBERALNA STRANKA - HSLS  , Nositelj liste:  DRAŽEN BUDIŠA  ;HRVATSKA STRANKA PRAVA - HSP  , Nositelj liste:  MIRKO ÈONDIÆ ;HRVATSKA STRANKA PRAVA DR.ANTE STARÈEVIÆ - HSP DR.ANTE STARÈEVIÆ , HRVATSKA ÈISTA STRANKA PRAVA - HÈSP  , Nositelj liste:  RUŽA TOMAŠIÆ  ;HRVATSKA STRANKA ZELENIH - EKO SAVEZ - ZELENI  , Nositelj liste:  ZDRAVKO BELUŠIÆ, ing. aeronautike ;HRVATSKI LABURISTI-STRANKA RADA  , Nositelj liste:  DRAGUTIN LESAR;HRVATSKI RAST - HRAST  , Nositelj liste:  ZDRAVKO ROŠKO;NEOVISNA LISTA  , Nositelj liste:  dr.sc. IVAN GRUBIŠIÆ ;NEOVISNA LISTA  , Nositelj liste:  dr.sc. STIPISLAV JADRIJEVIÆ, dr.med. ;NEOVISNA LISTA  , Nositelj liste:  STIPE PETRINA;OBITELJSKA STRANKA - OS  , Nositelj liste:  DUŠAN BEŠLIÆ ;SAMOSTALNA DEMOKRATSKA SRPSKA STRANKA - SDSS  , Nositelj liste:  prof.dr.sc. SLOBODAN UZELAC ;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP , HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS , ISTARSKI DEMOKRATSKI SABOR - IDS , HRVATSKA STRANKA UMIROVLJENIKA - HSU  , Nositelj liste:  ZORAN MILANOVIÆ ;SOCIJALISTIÈKA RADNIÈKA PARTIJA HRVATSKE - SRP  , Nositelj liste:  BERISLAV RUBELJ ;STRANKA HRVATSKOG ZAJEDNIŠTVA - SHZ  , Nositelj liste:  ŽELJKO VINSKI, ing.grad. ;ZELENA LISTA  , Nositelj liste:  ATANA GRBIÆ-MARTINOVIÆ;ZELENA STRANKA - ZS  , Nositelj liste:  mr.sc. MILE SOKOLIÆ   ;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;HRVACE;7;BIRAÈKO MJESTO 7. SATRIÆ;PROSTORIJE MO SATRIÆ;SATRIÆ;385;210;210;204;6;1;1;1;0;0;3;2;85;1;2;5;8;10;0;5;1;13;7;5;6;0;47;1;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;HRVACE;8;BIRAÈKO MJESTO 8. MALJKOVO;KUÆA JOSIPA (DUJE) VUÈKOVIÆA;MALJKOVO;106;65;65;63;2;0;0;0;0;0;0;1;51;0;0;1;1;0;0;1;0;0;3;0;0;0;5;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;JASENICE;1;BIRAÈKO MJESTO 1;"OSNOVNA ŠKOLA ""PETAR ZORANIÆ""";MASLENICA;1.003;534;534;524;10;1;6;1;0;1;8;0;296;5;2;59;7;12;2;4;2;16;2;7;0;1;88;0;1;3;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;JASENICE;2;BIRAÈKO MJESTO 2;PODRUÈNA ŠKOLA ROVANJSKA;JASENICE - ROVANJSKA;319;189;189;182;7;0;0;1;1;1;2;0;100;0;0;5;2;10;2;6;5;3;2;0;0;0;41;0;0;0;1;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;JASENICE;3;BIRAÈKO MJESTO 3;PROSTOR TRGOVAÈKOG DRUŠTVA TVORNICE HIDRAULIÈNIH CILINDARA D.O.O., BRAVAR BB;ZATON OBROVAÈKI;150;74;74;70;4;1;0;0;0;0;1;0;35;0;0;0;2;2;0;0;0;4;0;0;2;7;16;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;KALI;1;BIRAÈKO MJESTO 1;OPÆINSKI DOM KALI, PRIZEMLJE (KINO SALA);TRG MARNJIVE 23, KALI;1.792;1.107;1.105;1.090;15;2;24;20;6;2;46;9;221;13;14;58;17;31;7;53;38;35;4;24;7;1;446;4;0;4;4;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;KARLOBAG;1;KARLOBAG - OŠ KARLOBAG;OŠ KARLOBAG;OBALA V. NAZORA 18, KARLOBAG;563;341;341;332;9;1;2;1;2;3;6;1;185;1;14;3;5;9;1;4;2;3;0;2;2;0;84;0;0;0;1;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;KARLOBAG;2;KARLOBAG - ODMARALIŠTE U CESARICI;ODMARALIŠTE U CESARICI;CESARICA 219, KARLOBAG;205;70;70;69;1;0;0;1;2;0;1;1;23;0;2;1;3;5;0;0;0;3;0;0;0;0;26;0;0;1;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;KARLOBAG;3;KARLOBAG - LUGARNICA U SUŠNJU CESARIÈKOM;LUGARNICA U SUŠNJU CESARIÈKOM BR.1;SUŠANJ;82;44;44;43;1;0;0;0;1;0;0;0;30;2;0;2;2;2;0;0;0;2;0;0;0;0;2;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;KARLOBAG;4;KARLOBAG - ZGRADA KVARTIR U LUKOVOM ŠUGARJU;ZGRADA KVARTIR U LUKOVOM ŠUGARJU;LUKOVO ŠUGARJE 56;180;94;94;94;0;0;1;1;0;1;1;0;56;4;2;1;0;2;0;0;0;6;0;2;0;2;15;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;KIJEVO;1;BIRAÈKO MJESTO 1;PODRUÈNA ŠKOLA KIJEVO;KIJEVO, KIJEVO 0;291;119;119;115;4;0;0;0;2;1;1;1;75;0;12;7;4;2;0;1;2;2;0;1;0;0;4;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;KIJEVO;2;BIRAÈKO MJESTO 2;PODRUÈNA ŠKOLA KIJEVO;KIJEVO, KIJEVO 0;259;108;108;105;3;0;0;1;0;1;1;0;54;0;30;2;6;1;1;1;0;2;2;0;0;0;3;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;KISTANJE;1;BIRAÈKO MJESTO 1;ZGRADA OPÆINE KISTANJE;KISTANJE;1.438;729;729;723;6;1;0;1;0;1;2;1;341;4;3;11;9;1;1;0;13;6;1;20;3;207;95;1;1;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;KISTANJE;2;BIRAÈKO MJESTO 2;PROSTORIJE MJESNOG ODBORA ÐEVRSKE;ÐEVRSKE BB, ÐEVRSKE;330;244;244;235;9;0;3;0;0;1;0;1;0;0;0;0;1;0;0;0;0;2;0;0;1;154;71;0;0;1;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;KISTANJE;3;BIRAÈKO MJESTO 3;PROSTORIJE MJESNOG ODBORA VARIVODE;VARIVODE BB, VARIVIDE;453;113;113;108;5;0;0;0;0;0;0;1;2;0;0;0;0;0;1;1;0;0;0;3;0;77;22;1;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;KISTANJE;4;BIRAÈKO MJESTO 4;PROSTORIJE MJESNOG ODBORA IVOŠEVCI;IVOŠEVCI BB, IVOŠEVCI;345;194;194;185;9;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;38;144;1;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;KISTANJE;5;BIRAÈKO MJESTO 5;PROSTORIJE MJESNOG ODBORA BIOVIÈINO SELO;BIOVIÈINO SELO BB, BIOVIÈINO SELO;520;152;152;146;6;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;1;74;66;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;KISTANJE;6;BIRAÈKO MJESTO 6;PROSTORIJE MJESNOG ODBORA NUNIÆ;NUNIÆ BB, NUNIÆ;175;73;73;72;1;0;0;1;0;0;0;0;3;1;1;0;0;1;0;0;0;1;0;0;0;40;23;1;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;KLIS;1;BIRAÈKO MJESTO 1. KLIS-VAROŠ;MJESNI ODBOR  KLIS-VAROŠ;KNEZA TRPIMIRA 229;349;267;267;260;7;0;3;1;1;0;1;0;94;2;3;12;9;16;0;5;3;41;0;7;0;0;60;0;0;2;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;KLIS;2;BIRAÈKO MJESTO 2. KLIS-DONJA RUPOTINA;PROSTORIJE MJESNOG ODBORA DONJA RUPOTINA;KNEZA TRPIMIRA 90;694;388;388;378;10;2;1;1;0;1;6;2;94;2;5;22;11;22;0;14;4;51;1;8;0;2;126;0;0;1;2;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;KLIS;3;BIRAÈKO MJESTO 3. KLIS-BRDO;OŠ. PETAR KRUŽIÆ;VJEKOSLAVA PARAÆA 7;239;148;148;145;3;0;2;0;0;1;5;0;54;1;1;13;5;4;1;10;0;15;0;1;4;0;28;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;KLIS;4;BIRAÈKO MJESTO 4. KLIS - MEGDAN;"DOM KULTURE ""JOZO BULIGA""";IZA GRADA 2;373;284;284;275;9;2;0;0;1;0;5;1;88;5;1;9;6;12;1;8;2;28;1;8;0;2;93;2;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;KLIS;5;BIRAÈKO MJESTO 5. KLIS - KOSA;"DOM KULTURE ""ZDRAVKO UVODIÆ""";SV. JURE 48;354;259;259;247;12;0;2;1;1;1;5;1;60;1;0;9;2;14;0;7;7;26;3;3;0;1;101;1;0;1;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;KLIS;6;BIRAÈKO MJESTO 6. KLIS - OZRNA;PROSTORIJE LOVAÈKE UDRUGE SVEÈURJE;STARE RERE 34;116;97;97;94;3;0;1;1;2;0;1;0;17;0;2;13;2;0;0;0;2;8;4;3;0;0;38;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;KLIS;7;BIRAÈKO MJESTO 7. KONJSKO;MO KONJSKO;DOMOVINSKOG RATA 45;195;149;149;144;5;0;0;1;0;0;4;0;39;5;2;10;9;21;1;6;2;23;2;3;1;0;15;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;KLIS;8;BIRAÈKO MJESTO 8. BROÈANAC;MO BROÈANAC;DOMOVINSKOG RATA 146;144;103;103;100;3;1;0;0;0;0;1;0;51;1;2;2;6;2;0;0;1;11;0;0;0;1;19;1;0;1;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;KLIS;9;BIRAÈKO MJESTO 9. DUGOBABE;MO DUGOBABE;DOMOVINSKOG RATA 168;97;65;65;64;1;0;0;0;0;0;1;0;44;1;0;1;2;5;0;1;0;5;0;0;0;0;4;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;KLIS;10;BIRAÈKO MJESTO 10. VUÈEVICA;MO VUÈEVICA;ZVONIMIROVA 5;65;36;36;35;1;0;0;0;0;0;0;0;28;0;0;0;1;0;0;0;1;1;0;0;0;0;4;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;KLIS;11;BIRAÈKO MJESTO 11. KORUŠCE;PROSTORIJE MJESNOG ODBORA KORUŠCE;PUT ŠKOLE 13;80;48;48;48;0;0;0;0;0;0;3;2;18;2;3;1;1;2;0;0;0;5;2;0;0;0;9;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;KLIS;12;BIRAÈKO MJESTO 12. BRŠTANOVO;MO BRŠTANOVO;HRVATSKIH VELIKANA 12;248;149;149;144;5;1;2;3;1;0;2;0;82;3;2;2;4;6;0;2;3;8;0;0;0;1;22;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;KLIS;13;BIRAÈKO MJESTO 13. NISKO;MO NISKO;HRVATSKIH VELIKANA 88;213;143;143;137;6;0;1;1;1;1;0;0;84;2;0;6;3;7;0;1;1;3;1;1;1;0;20;0;2;1;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;KLIS;14;BIRAÈKO MJESTO 14. PRUGOVO;MO PRUGOVO;IVANA PAVLA II 100;414;259;259;252;7;0;3;0;1;0;6;1;120;2;1;11;8;11;0;8;10;31;3;2;1;0;31;1;1;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;KOLAN;1;BIRAÈKO MJESTO 1;OSNOVNA ŠKOLA A.G.MATOŠ NOVALJA, PODRUÈNI RAZREDNI ODJEL KOLAN;KOLAN;748;452;452;443;9;0;1;0;1;2;12;0;140;1;77;15;12;24;2;8;2;4;0;2;0;0;139;1;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;KUKLJICA;1;BIRAÈKO MJESTO 1;"OŠ ""VALENTIN KLARIN"" PREKO, PODRUÈNA ŠKOLA KUKLJICA";KUKLJICA;975;534;534;525;9;4;8;6;3;4;7;1;159;4;5;13;15;17;2;18;3;7;0;15;0;1;228;2;0;2;1;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;LEÆEVICA;1;BIRAÈKO MJESTO BR. 1 -  DIVOJEVIÆI;MJESNI ODBOR DIVOJEVIÆI;DIVOJEVIÆI, ULICA SV. IVAN 85;68;56;56;54;2;0;0;0;0;0;1;0;44;0;0;1;2;3;0;0;0;2;0;0;0;0;1;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;LEÆEVICA;2;BIRAÈKO MJESTO BR. 2 - KLADNJICE;MJESNI ODBOR;KLADNJICE, ULICA HRVATSKIH DRAGOVOLJACA 62;180;126;126;124;2;0;1;1;0;1;0;0;107;1;0;1;2;5;0;0;0;1;0;0;0;0;4;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;LEÆEVICA;3;BIRAÈKO MJESTO BR. 3 - LEÆEVICA;OŠ LEÆEVICA;LEÆEVICA, ULICA KRALJA ZVONIMIRA 70;211;152;152;146;6;1;0;0;2;0;0;0;113;0;2;3;0;3;0;2;1;3;0;2;0;0;14;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;LEÆEVICA;4;BIRAÈKO MJESTO BR. 4 - RADOŠIÆ;MJESNI ODBOR RADOŠIÆ;RADOŠIÆ, ULICA ANTE KUŽIÆA 142;180;118;118;116;2;0;0;2;1;0;1;2;80;0;3;2;3;4;0;1;0;8;0;0;0;0;8;1;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;LIŠANE OSTROVIÈKE;1;BIRAÈKO MJESTO 1;"OSNOVNA ŠKOLA ""IVAN GORAN KOVAÈIÆ""";LIŠANE OSTROVIÈKE;595;319;319;312;7;1;3;0;0;2;2;0;207;9;7;10;11;10;0;3;1;2;2;5;0;0;37;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;LIŠANE OSTROVIÈKE;2;BIRAÈKO MJESTO 2;OBITELJSKA KUÆA MILORADA MIJALJEVIÆA POK. FRANE ROÐ. 1956. GODINE;OSTROVICA KBR. 27;90;42;42;42;0;1;0;0;2;0;2;1;1;1;0;2;0;0;1;0;0;0;1;1;0;22;6;0;1;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;LIŠANE OSTROVIÈKE;3;BIRAÈKO MJESTO 3;KUÆA IVANA IVKOVIÆA POK. TOME ROÐ. 1951. GODINE;DOBROPOLJCI KBR. 66;125;22;22;22;0;0;0;0;0;2;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;13;4;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;LOVINAC;1;LOVINAC - OŠ U LOVINCU;OŠ U LOVINCU;LOVINAC;451;223;223;222;1;0;0;0;2;1;5;0;124;4;3;8;2;4;1;2;0;2;0;0;1;19;44;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;LOVINAC;2;LOVINAC - ZGRADA CENTRA ZA DNEVNI BORAVAK I POMOÆ U KUÆI U SVETOM ROKU;ZGRADA CENTRA ZA DNEVNI BORAVAK I POMOÆ U KUÆI U SVETOM ROKU;SVETI ROK;402;176;176;174;2;2;1;0;1;0;4;1;121;5;5;4;3;8;2;2;1;1;0;0;0;0;13;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;LOVINAC;3;LOVINAC - ZGRADA CENTRA ZA DNEVNI BORAVAK I POMOÆ U KUÆI U SVETOM ROKU;ZGRADA CENTRA ZA DNEVNI BORAVAK I POMOÆ U KUÆI U SVETOM ROKU;SVETI ROK;125;51;51;51;0;0;0;0;0;0;0;0;45;0;0;1;0;1;0;0;0;1;0;0;0;0;2;0;0;0;1;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;LOVINAC;4;LOVINAC - DOM KULTURE U RIÈICAMA;DOM KULTURE U RIÈICAMA;RIÈICE;96;44;44;43;1;0;1;0;0;0;0;0;22;0;0;2;1;4;0;0;0;0;0;0;0;0;13;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;LOVINAC;5;"LOVINAC - UPRAVNA ZGRADA ""EKO VELEBIT"" (MLIN) U ŠTIKADI";"UPRAVNA ZGRADA ""EKO VELEBIT"" (MLIN) U ŠTIKADI";ŠTIKADA;211;97;97;95;2;0;0;0;0;0;1;0;23;1;0;1;0;0;0;2;0;0;0;0;1;31;33;0;0;2;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;MARINA;1;BIRAÈKO MJESTO 1. MARINA;"OŠ ""IVAN DUKNOVIÆ""";DON FRANE MATACANOVIÆA 1, MARINA;1.104;602;581;559;22;2;0;1;0;1;17;3;144;3;0;20;9;12;2;12;0;25;0;50;3;0;246;3;2;1;3;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;MARINA;2;BIRAÈKO MJESTO 2. SVINCA;MJESNI DOM;SVINCA BB;99;80;80;78;2;0;1;3;0;0;0;0;30;1;0;0;1;0;0;0;0;0;2;9;0;0;30;0;1;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;MARINA;3;BIRAÈKO MJESTO 3. GORNJE VINIŠÆE;PROSTOR MJESNOG ODBORA DUBRAVE;DUBRAVE BB;200;94;94;90;4;0;2;1;0;0;0;1;33;7;0;1;3;5;0;1;0;5;0;0;0;0;31;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;MARINA;4;BIRAÈKO MJESTO 4. DONJE VINIŠÆE;MJESNI DOM;VINIŠÆE 00;570;302;302;295;7;1;1;6;2;1;9;1;73;5;2;8;4;5;0;3;1;27;2;8;2;1;132;0;1;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;MARINA;5;BIRAÈKO MJESTO 5. SEVID;ZGRADA MJESNOG ODBORA - NOVA;SEVID;329;198;198;193;5;0;2;5;2;2;3;0;57;1;1;2;2;6;0;4;0;16;1;11;0;1;76;0;0;1;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;MARINA;6;BIRAÈKO MJESTO 6. VRSINE;ZGRADA OŠ IVAN DUKNOVIÆ;VRSINE;313;197;197;190;7;0;1;8;2;0;1;1;57;0;0;9;6;4;0;0;1;8;0;17;2;1;66;3;1;1;1;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;MARINA;7;BIRAÈKO MJESTO 7. POLJICA;"""RIBAREVA KUÈICA""";POLJICA BB;605;375;375;353;22;2;3;3;1;1;5;1;87;4;1;6;5;6;0;9;0;35;4;27;0;4;144;3;0;1;1;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;MARINA;8;BIRAÈKO MJESTO 8. NAJEVI;MJESNI DOM;NAJEVI BB;37;28;28;25;3;0;0;1;0;0;0;0;16;0;0;0;0;0;0;1;0;2;0;1;0;0;4;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;MARINA;9;BIRAÈKO MJESTO 9. GUSTIRNA;ZGRADA MJESNOG ODBORA;GUSTIRNA;302;202;202;175;27;2;2;2;1;0;4;1;54;2;0;1;4;3;1;5;0;11;1;19;0;2;60;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;MARINA;10;BIRAÈKO MJESTO 10. DOGRADE;MJESNI DOM;DOGRADE BB;202;112;112;105;7;1;1;2;0;1;1;2;24;1;0;1;2;1;0;0;1;1;0;13;2;1;50;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;MARINA;11;BIRAÈKO MJESTO 11. POZORAC;MJESNI DOM;POZORAC BB;134;80;80;76;4;0;2;1;0;0;0;1;25;0;0;0;0;1;0;0;0;4;1;9;0;2;29;1;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;MARINA;12;BIRAÈKO MJESTO 12. BLIZNA GORNJA;MJESNI DOM;BLIZNA GORNJA;101;71;71;67;4;0;0;2;2;0;0;0;26;0;0;1;3;0;0;1;0;2;0;9;1;0;19;0;1;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;MARINA;13;BIRAÈKO MJESTO 13. BLIZNA DONJA;OŠ BLIZNA DONJA;BLIZNA DONJA;239;160;160;151;9;0;5;2;1;0;2;2;66;0;3;6;1;2;2;1;0;5;1;15;0;0;34;0;0;3;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;MARINA;14;BIRAÈKO MJESTO 14. MITLO;MJESNI DOM;MITLO BB;85;48;48;46;2;0;0;1;0;0;0;0;11;3;1;1;0;0;0;1;0;3;0;15;1;0;8;1;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;MARINA;15;BIRAÈKO MJESTO 15. VINOVAC;MJESNI DOM;VINOVAC BB;99;70;70;67;3;0;1;1;0;1;1;0;24;1;0;0;6;5;0;2;0;0;0;16;0;0;9;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;MARINA;16;BIRAÈKO MJESTO 16. RASTOVAC;MJESNI ODBOR;RASTOVAC BB;93;69;69;66;3;0;0;0;0;0;1;0;31;0;0;1;0;2;0;1;0;3;0;7;0;1;19;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;MUÆ;1;BIRAÈKO MJESTO 1.NEORIÆ;PROSTORIJE MJESNE ZGRADE;NEORIÆ;761;415;415;408;7;1;1;3;3;0;6;3;122;2;19;19;18;14;0;2;0;74;7;4;1;0;109;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;MUÆ;2;BIRAÈKO MJESTO 2. SUTINA;PROSTORIJE BRATSKE KUÆE SUTINA;SUTINA;274;157;157;155;2;0;1;3;1;0;3;0;54;3;1;6;3;3;0;5;3;29;1;4;0;2;31;0;0;1;1;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;MUÆ;3;BIRAÈKO MJESTO 3. GIZDAVAC;PROSTORIJE DRUŠTVENOG DOMA;GIZDAVAC;94;66;66;61;5;0;1;0;0;1;0;0;39;0;0;5;2;2;0;0;0;6;0;0;0;0;5;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;MUÆ;4;BIRAÈKO MJESTO 4. DONJI MUÆ;DRUŠTVENI DOM;DONJI MUÆ;483;249;249;245;4;0;2;1;1;0;4;0;98;4;10;3;6;14;0;6;6;38;1;2;0;0;48;0;0;1;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;MUÆ;5;BIRAÈKO MJESTO 5. GORNJI MUÆ;PROSTORIJE OŠ KNEZ BRANIMIR;GORNJI MUÆ;407;223;223;221;2;1;0;3;0;1;5;1;76;0;1;16;19;9;1;3;0;18;3;0;1;0;62;0;0;1;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;MUÆ;6;BIRAÈKO MJESTO 6. CRIVAC;OŠ BRAÆE RADIÆ PODRUÈNA ŠKOLA CRIVAC;CRIVAC;365;165;165;161;4;0;1;1;2;1;1;2;54;0;3;3;3;22;0;2;0;10;1;0;6;1;46;0;0;1;1;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;MUÆ;7;BIRAÈKO MJESTO 7. PRIBUDE;OŠ BRAÆE RADIÆ (BIVŠE);PRIBUDE;101;66;66;66;0;1;0;0;0;0;3;0;42;1;2;1;0;5;0;0;0;4;0;0;0;0;7;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;MUÆ;8;BIRAÈKO MJESTO 8. DONJE OGORJE;DRUŠTVENI DOM;DONJE OGORJE;89;52;52;49;3;0;0;1;2;0;0;0;22;0;7;0;0;5;0;1;0;4;0;0;0;0;7;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;MUÆ;9;BIRAÈKO MJESTO 9. GORNJE OGORJE;DRUŠTVENI DOM;GORNJE OGORJE;187;88;88;87;1;1;2;0;0;1;0;0;56;1;1;1;2;3;0;2;0;7;0;0;0;0;10;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;MUÆ;10;BIRAÈKO MJESTO 10 VELIKA I MALA MILEŠINA;PRIVATNA KUÆA JOZE DADIÆA;DADIÆI;32;27;27;26;1;0;0;0;0;0;2;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;MUÆ;11;BIRAÈKO MJESTO 11. BRAÈEVIÆI;DRUŠTVENI DOM;BRAÈEVIÆ;161;53;53;49;4;0;0;1;1;0;0;0;25;0;1;0;1;2;1;0;0;4;0;0;0;0;13;0;0;0;0;;;;;;;;;;;;;;;;;
