Izborna jedinica;Grad / opæina;BM Rbr;BM Naziv;BM Lokacija;BM Adresa;Ukupno biraèa;Glasovalo ukupno;Glasovalo (prema listiæimma);Listiæi važeæi;Listiæi nevažeæi;ABECEDA DEMOKRACIJE - ABECEDA  , Nositelj liste:  JURE GRUBIŠIÆ ;AKCIJA MLADIH - AM  , Nositelj liste:  ANTE RUBEŠA ;AKCIJA SOCIJALDEMOKRATA HRVATSKE - ASH , SPLITSKA STRANKA UMIROVLJENIKA - SSU , STRANKA UMIROVLJENIKA HRVATSKE-BLOK UMIROVLJENICI ZAJEDNO - SUH  , Nositelj liste:  IVAN ŠPIKA;AUTOHTONA - HRVATSKA SELJAÈKA STRANKA - A-HSS , SAVEZ ZA PROMJENE - SP  , Nositelj liste:  IVAN PERNAR ;AUTOHTONA-HRVATSKA STRANKA PRAVA - A-HSP  , Nositelj liste:  BORE KAREGA  ;BLOK UMIROVLJENICI ZAJEDNO - BUZ , PRIMORSKO GORANSKI SAVEZ - PGS , HRVATSKA RADNIÈKA STRANKA - HRS  , Nositelj liste:  prof.dr.sc. LJUBO JURÈIÆ   ;DEMOKRATSKA STRANKA ŽENA - DSŽ  , Nositelj liste:  MARIJA JELINÈIÆ ;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ , HRVATSKA GRAÐANSKA STRANKA - HGS  , Nositelj liste:  JADRANKA KOSOR ;HRVATSKA DEMOKRŠÆANSKA STRANKA - HDS , JEDINO HRVATSKA - POKRET ZA HRVATSKU - JEDINO HRVATSKA  , Nositelj liste:  prof.dr.sc. JOSIP JURÈEVIÆ;HRVATSKA SELJAÈKA STRANKA - HSS  , Nositelj liste:  ZORAN SMOLIÆ;HRVATSKA SOCIJALNO-LIBERALNA STRANKA - HSLS  , Nositelj liste:  DRAŽEN BUDIŠA  ;HRVATSKA STRANKA PRAVA - HSP  , Nositelj liste:  MIRKO ÈONDIÆ ;HRVATSKA STRANKA PRAVA DR.ANTE STARÈEVIÆ - HSP DR.ANTE STARÈEVIÆ , HRVATSKA ÈISTA STRANKA PRAVA - HÈSP  , Nositelj liste:  RUŽA TOMAŠIÆ  ;HRVATSKA STRANKA ZELENIH - EKO SAVEZ - ZELENI  , Nositelj liste:  ZDRAVKO BELUŠIÆ, ing. aeronautike ;HRVATSKI LABURISTI-STRANKA RADA  , Nositelj liste:  DRAGUTIN LESAR;HRVATSKI RAST - HRAST  , Nositelj liste:  ZDRAVKO ROŠKO;NEOVISNA LISTA  , Nositelj liste:  dr.sc. IVAN GRUBIŠIÆ ;NEOVISNA LISTA  , Nositelj liste:  dr.sc. STIPISLAV JADRIJEVIÆ, dr.med. ;NEOVISNA LISTA  , Nositelj liste:  STIPE PETRINA;OBITELJSKA STRANKA - OS  , Nositelj liste:  DUŠAN BEŠLIÆ ;SAMOSTALNA DEMOKRATSKA SRPSKA STRANKA - SDSS  , Nositelj liste:  prof.dr.sc. SLOBODAN UZELAC ;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP , HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS , ISTARSKI DEMOKRATSKI SABOR - IDS , HRVATSKA STRANKA UMIROVLJENIKA - HSU  , Nositelj liste:  ZORAN MILANOVIÆ ;SOCIJALISTIÈKA RADNIÈKA PARTIJA HRVATSKE - SRP  , Nositelj liste:  BERISLAV RUBELJ ;STRANKA HRVATSKOG ZAJEDNIŠTVA - SHZ  , Nositelj liste:  ŽELJKO VINSKI, ing.grad. ;ZELENA LISTA  , Nositelj liste:  ATANA GRBIÆ-MARTINOVIÆ;ZELENA STRANKA - ZS  , Nositelj liste:  mr.sc. MILE SOKOLIÆ   ;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;SENJ;9;SENJ - MJESNI ODBOR KRASNO;MJESNI ODBOR KRASNO;KRASNO;452;234;234;233;1;1;0;3;0;0;5;3;108;1;3;4;10;3;2;4;1;4;0;3;0;2;76;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;SINJ;1;BIRAÈKO MJESTO 1. U SINJU;GALERIJA GALIOTOVIÆ;BRNAŠKA 44;941;556;556;542;14;1;4;0;0;1;16;1;121;6;3;37;11;17;1;12;6;53;58;11;3;3;173;1;0;1;2;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;SINJ;2;BIRAÈKO MJESTO 2. U SINJU;GALERIJA GALIOTOVIÆ;BRNAŠKA 44;1.604;1.006;1.006;995;11;4;4;3;2;1;13;1;306;5;9;57;14;38;3;12;7;93;75;9;2;1;329;1;1;2;3;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;SINJ;3;BIRAÈKO MJESTO 3. U SINJU;"DJEÈJI VRTIÆ ""BILI CVITAK"" ŠTALIJA";KNEZA BRANIMIRA 2;910;628;627;619;8;5;1;0;1;4;10;2;129;3;4;38;17;12;1;4;5;59;62;6;0;1;252;1;1;0;1;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;SINJ;4;BIRAÈKO MJESTO 4. U SINJU;"DJEÈJI VRTIÆ ""BILI CVITAK"" ŠTALIJA";KNEZA BRANIMIRA 2;1.667;1.084;1.084;1.074;10;1;0;4;2;2;13;2;337;9;1;69;30;27;1;13;24;73;119;12;1;3;322;4;0;3;2;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;SINJ;5;BIRAÈKO MJESTO 5. U SINJU;"OŠ ""MARKA MARULIÆA""";VLADIMIRA NAZORA 33;893;605;605;597;8;0;1;4;2;0;10;2;100;5;3;51;11;23;1;10;6;61;46;6;0;1;251;1;1;0;1;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;SINJ;6;BIRAÈKO MJESTO 6. U SINJU;"OŠ ""MARKA MARULIÆA""";VLADIMIRA NAZORA 33;1.000;600;600;592;8;1;1;1;2;1;6;4;179;7;1;42;18;14;0;9;8;79;37;6;1;0;171;2;1;0;1;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;SINJ;7;BIRAÈKO MJESTO 7. U SINJU;DOM MLADIH SINJ;LIVANJSKA BB;1.272;755;753;745;8;3;1;3;0;0;15;3;163;8;8;53;13;21;2;5;13;58;101;3;2;1;264;1;0;3;1;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;SINJ;8;BIRAÈKO MJESTO 8. U SINJU;DOM MLADIH SINJ;LIVANJSKA BB;1.324;732;732;718;14;3;1;3;1;0;12;2;211;1;9;45;14;22;1;10;13;47;80;11;1;1;230;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;SINJ;9;BIRAÈKO MJESTO 9. U BRNAZAMA;"DJEÈJI VRTIÆ ""ALKARIÆ""";BRNAZE;844;519;519;514;5;2;0;1;2;1;8;0;196;4;7;24;11;23;1;7;2;32;66;8;1;0;112;1;3;1;1;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;SINJ;10;BIRAÈKO MJESTO 10. U BRNAZAMA;OŠ BRNAZE;BRNAZE;1.849;1.073;1.073;1.055;18;3;2;3;3;2;13;4;359;6;14;84;28;45;3;21;13;80;130;11;2;1;222;0;0;3;3;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;SINJ;11;BIRAÈKO MJESTO 11. U TURJACIMA;OŠ TURJACI;TURJACI;1.004;557;544;533;11;1;1;0;1;3;6;6;252;5;7;31;18;19;0;8;5;28;85;3;4;3;47;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;SINJ;12;BIRAÈKO MJESTO 12. U GLAVICAMA DONJIM;OŠ U GLAVICAMA;GLAVICE DONJE;1.753;1.053;1.053;1.028;25;3;2;6;1;0;18;2;293;5;11;44;28;19;2;7;9;68;185;5;2;3;310;2;0;2;1;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;SINJ;13;BIRAÈKO MJESTO 13. U GLAVICAMA GORNJIM;PROSTORIJE KUÆE IVE POLJAKA (KOD MAVE);GLAVICE GORNJE;1.459;844;843;831;12;3;0;1;1;3;5;2;265;1;13;38;14;17;3;6;11;31;240;6;1;2;165;1;0;1;1;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;SINJ;14;BIRAÈKO MJESTO 14. U HANU;OŠ U HANU;HAN;764;401;401;396;5;1;2;1;2;0;5;1;143;5;8;37;24;16;0;5;2;16;45;4;0;2;76;0;0;1;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;SINJ;15;BIRAÈKO MJESTO 15. U BAJAGIÆU;OŠ BAJAGIÆ;BAJAGIÆ;577;288;288;278;10;0;0;2;1;2;7;2;125;5;4;19;6;5;0;2;2;15;28;0;2;0;49;1;1;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;SINJ;16;BIRAÈKO MJESTO 16. U GLJEVU;OŠ U GLJEVU;GLJEV;356;163;163;162;1;0;1;0;4;0;2;1;90;2;3;10;3;3;2;1;2;4;17;0;1;1;15;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;SINJ;17;BIRAÈKO MJESTO 17. U RADOŠIÆU;OŠ U RADOŠIÆU;RADOŠIÆ;505;299;299;292;7;1;3;0;1;1;1;1;121;1;1;16;9;15;0;1;3;12;58;1;2;1;39;1;1;2;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;SINJ;18;BIRAÈKO MJESTO 18. U SUHAÆU;"PODUZEÆE ""CIGLANE"" U SLANICI";SLANICA;511;244;244;239;5;0;3;2;1;0;3;0;68;4;2;15;10;19;0;6;1;15;12;1;0;0;77;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;SINJ;19;BIRAÈKO MJESTO 19. U LUÈANIMA;OŠ U LUÈANIMA;LUÈANI;548;335;326;317;9;2;0;1;1;2;4;1;148;0;0;37;7;13;0;0;1;15;39;6;0;3;36;0;0;1;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;SINJ;20;BIRAÈKO MJESTO 20. U KARAKAŠICI;OŠ U KARAKAŠICI;KARAKAŠICA;577;340;340;335;5;0;2;0;0;0;2;2;165;1;2;14;11;8;1;1;7;28;18;6;0;1;63;0;0;2;1;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;SINJ;21;BIRAÈKO MJESTO 21. U JASENSKOM;KUÆA NIKOLE ÈUGURE;JASENSKO;306;165;164;161;3;2;2;1;1;1;5;0;60;2;1;7;10;7;1;3;1;6;25;4;0;1;20;0;0;1;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;SINJ;22;BIRAÈKO MJESTO 22. U ÈITLUKU;OŠ U ÈITLUKU;ÈITLUK;438;251;251;246;5;1;0;0;0;0;3;0;121;2;7;19;6;7;1;2;2;19;32;2;0;1;19;2;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;SINJ;23;BIRAÈKO MJESTO 23 U ZELOVU;"U PROSTORIJAMA BIVŠEG PODUZEÆA ""KONKURENT"" (BIVŠA PRODAVAONICA)";ZELOVO;177;90;90;87;3;0;0;1;0;0;3;0;50;1;0;4;1;5;0;1;0;4;5;2;0;0;9;0;1;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;SKRADIN;1;BIRAÈKO MJESTO 1;ZGRADA KINA;SKRADIN;814;453;452;442;10;0;1;1;1;1;4;0;144;9;18;10;8;13;1;3;0;27;1;54;2;15;125;0;3;1;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;SKRADIN;2;BIRAÈKO MJESTO 2;"PROSTORIJE OSNOVNE ŠKOLE ""DUBRAVICE""";DUBRAVICE;720;338;338;334;4;1;0;1;3;1;9;4;140;2;5;10;14;13;0;5;2;14;0;44;0;3;61;1;0;0;1;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;SKRADIN;3;BIRAÈKO MJESTO 3;KUÆA JOSE SLADIÆA POK. GRGE;PLASTOVO;232;149;149;147;2;0;1;0;0;1;1;0;74;1;5;6;0;0;2;0;0;0;0;8;3;11;34;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;SKRADIN;4;BIRAÈKO MJESTO 4;PROSTORIJE OSNOVNE ŠKOLE RUPE;RUPE;711;302;302;296;6;0;0;0;0;1;2;1;228;1;0;6;7;9;1;4;0;5;0;12;0;0;19;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;SKRADIN;5;BIRAÈKO MJESTO 5;KUÆA IVANA DUJIÆA U IÆEVU;IÆEVO;81;57;57;57;0;0;0;0;0;0;0;0;49;0;0;1;0;1;0;0;0;0;0;4;0;0;2;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;SKRADIN;6;BIRAÈKO MJESTO 6;"USTAN. SOC. SKRBI ""ROMAN OBITELJ""";BRATIŠKOVCI;197;85;85;81;4;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;40;38;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;SKRADIN;7;BIRAÈKO MJESTO 7;POSLOVNI PROSTOR ŽARKA IVKOVIÆA;VAÆANE;192;93;93;92;1;0;0;1;0;0;1;0;45;1;3;0;1;2;0;1;0;3;0;6;0;13;14;1;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;SKRADIN;8;BIRAÈKO MJESTO 8;"PROSTORIJE BOÆARSKOG KLUBA ""SONKOVIÆ""";SONKOVIÆ;564;266;266;257;9;2;1;3;0;0;11;0;82;2;18;3;4;3;0;1;7;5;1;13;0;50;50;0;0;0;1;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;SKRADIN;9;BIRAÈKO MJESTO 9;POSLOVNOM PROSTORU JOŠKA CIGIÆA U BRIBIRU (BIVŠA OSNOVNA ŠKOLA);BRIBIRSKE MOSTINE BB;204;41;41;37;4;0;0;0;0;0;0;0;3;0;1;0;0;0;1;0;2;0;0;1;1;21;7;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;SKRADIN;10;BIRAÈKO MJESTO 10;"PROSTORIJE OSN. ŠKOLE ""PIRAMATOVCI""";PIRAMATOVCI;346;170;170;165;5;0;0;1;2;0;1;0;96;1;8;1;6;18;1;1;1;1;0;15;0;0;11;0;0;1;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;SKRADIN;11;BIRAÈKO MJESTO 11;"PROSTORIJE OSNOVNE ŠKOLE ""KRKOVIÆ""";KRKOVIÆ;339;172;172;164;8;0;2;0;2;1;0;0;89;0;5;6;3;8;0;5;1;4;0;10;1;0;27;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ŠIBENIK;1;BIRAÈKO MJESTO 1;TURISTIÈKO UGOSTITELJSKA ŠKOLA;ANTE ŠUPUKA BB ŠIBENIK;361;234;234;232;2;1;3;0;0;1;4;0;52;0;2;14;3;3;0;9;1;10;1;22;0;0;105;1;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ŠIBENIK;2;BIRAÈKO MJESTO 2;"OSNOVNA ŠKOLA ""JURJA ŠIŽGORIÆA""";STJEPANA RADIÆA BB ŠIBENIK;428;290;290;285;5;1;0;2;0;0;4;0;85;2;5;8;4;10;1;3;4;10;0;26;0;0;118;1;0;1;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ŠIBENIK;3;BIRAÈKO MJESTO 3;ZAVOD ZA ZAPOŠLJAVANJE;MATIJE GUPCA 42 A ŠIBENIK;561;371;370;369;1;0;2;0;0;0;10;2;73;2;2;16;2;13;1;5;2;19;0;57;1;2;155;2;1;0;2;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ŠIBENIK;4;BIRAÈKO MJESTO 4;ZAVOD ZA ZAPOŠLJAVANJE;MATIJE GUPCA 42 A ŠIBENIK;681;437;437;429;8;0;2;1;0;0;8;1;91;1;2;28;4;10;0;4;3;19;0;38;2;3;209;2;0;0;1;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ŠIBENIK;5;BIRAÈKO MJESTO 5;DJEÈJI VRTIÆ JUTRO;PETRA PRERADOVIÆA 18 ŠIBENIK;443;299;299;296;3;0;2;0;0;0;3;0;77;5;1;13;1;13;1;7;4;20;0;40;0;1;108;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ŠIBENIK;6;BIRAÈKO MJESTO 6;DJEÈJI VRTIÆ JUTRO;PETRA PRERADOVIÆA 18 ŠIBENIK;635;418;418;411;7;2;1;1;1;3;17;1;105;2;1;15;5;8;1;10;11;22;2;60;0;2;139;1;0;1;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ŠIBENIK;7;BIRAÈKO MJESTO 7;PROSTORIJE GRAD. ÈET. BALDEKIN II;PETRA PRERADOVIÆA 9 ŠIBENIK;717;460;460;448;12;0;2;0;0;0;13;1;107;5;5;19;7;5;0;10;7;24;1;53;1;0;187;1;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ŠIBENIK;8;BIRAÈKO MJESTO 8;PROSTORIJE GRAD. ÈET. BALDEKIN II;PETRA PRERADOVIÆA 9 ŠIBENIK;771;513;513;496;17;1;0;3;1;0;11;2;115;2;1;12;4;9;0;7;4;20;1;62;1;0;239;0;0;1;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ŠIBENIK;9;BIRAÈKO MJESTO 9;OSNOVNA ŠKOLA TINA UJEVIÆA;TRG ANDRIJE HEBRANGA 11 ŠIBENIK;753;556;505;499;6;0;1;4;0;3;10;0;115;4;3;20;9;11;1;15;5;22;1;48;0;6;218;3;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ŠIBENIK;10;BIRAÈKO MJESTO 10;OSNOVNA ŠKOLA TINA UJEVIÆA;TRG ANDRIJE HEBRANGA 11 ŠIBENIK;533;349;328;325;3;0;1;0;0;0;6;1;52;2;4;11;7;9;0;7;2;8;2;43;1;0;167;1;0;0;1;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ŠIBENIK;11;BIRAÈKO MJESTO 11;OSNOVNA ŠKOLA TINA UJEVIÆA;TRG ANDRIJE HEBRANGA 11 ŠIBENIK;1.042;634;634;622;12;3;6;3;3;0;14;2;133;1;12;30;4;7;2;12;11;20;1;74;2;4;272;0;2;2;2;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ŠIBENIK;12;BIRAÈKO MJESTO 12;OSNOVNA ŠKOLA TINA UJEVIÆA;TRG ANDRIJE HEBRANGA 11 ŠIBENIK;1.010;646;643;633;10;1;4;0;0;0;13;0;147;2;4;20;7;19;4;16;10;14;0;72;0;2;296;1;0;1;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ŠIBENIK;13;BIRAÈKO MJESTO 13;OSNOVNA ŠKOLA TINA UJEVIÆA;TRG ANDRIJE HEBRANGA 11 ŠIBENIK;530;345;331;324;7;1;1;1;1;1;8;2;86;7;8;11;5;10;0;6;1;18;0;36;3;3;113;1;0;0;1;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ŠIBENIK;14;BIRAÈKO MJESTO 14;OSNOVNA ŠKOLA TINA UJEVIÆA;TRG ANDRIJE HEBRANGA 11 ŠIBENIK;644;412;412;411;1;0;2;0;0;0;3;1;95;5;1;11;3;7;0;13;6;14;0;51;0;3;195;1;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ŠIBENIK;15;BIRAÈKO MJESTO 15;OSNOVNA ŠKOLA JURJA DALMATINCA;STIPE NINIÆA 27 ŠIBENIK;638;397;397;384;13;1;3;2;1;0;6;1;105;2;7;5;7;13;0;9;4;25;1;50;1;0;141;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ŠIBENIK;16;BIRAÈKO MJESTO 16;OSNOVNA ŠKOLA JURJA DALMATINCA;STIPE NINIÆA 27 ŠIBENIK;769;495;495;483;12;2;2;1;0;2;9;0;144;1;13;17;8;18;1;12;3;17;1;48;7;1;175;0;0;0;1;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ŠIBENIK;17;BIRAÈKO MJESTO 17;UPRAVNA ZGRADA TEF-A  REG. RAZ. AGENCIJA ŠKŽ;ŠIBENIK;745;453;453;444;9;2;1;3;1;0;9;1;110;4;20;17;7;11;1;11;8;24;2;55;3;4;147;3;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ŠIBENIK;18;BIRAÈKO MJESTO 18;UPRAVNA ZGRADA TEF-A REG. RAZ. AGENCIJA ŠKŽ;ŠIBENIK;886;568;567;556;11;0;1;0;2;0;6;3;240;8;19;25;4;16;0;10;16;8;1;78;1;4;112;1;0;1;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ŠIBENIK;19;BIRAÈKO MJESTO 19;PROSTORIJE GRAD.ÈETVRTI GRAÐA;KRALJA ZVONIMIRA 42 ŠIBENIK;531;336;328;324;4;0;2;0;2;0;1;3;97;4;7;10;5;4;0;5;7;20;0;29;1;0;126;0;0;0;1;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ŠIBENIK;20;BIRAÈKO MJESTO 20;PROSTORIJE GRAD.ÈETVRTI GRAÐA;KRALJA ZVONIMIRA 42 ŠIBENIK;527;320;320;314;6;0;2;1;2;1;4;0;89;2;3;10;6;4;0;13;1;14;1;35;0;1;125;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ŠIBENIK;21;BIRAÈKO MJESTO 21;PROSTORIJE DJEÈJEG VRTIÆA KIKICA;ŠIBENIK, ULICA MILICE I TURKA 4;475;301;301;297;4;1;0;2;2;0;6;0;101;1;1;8;6;8;2;3;3;8;0;32;0;1;110;0;0;0;2;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ŠIBENIK;22;BIRAÈKO MJESTO 22;PROSTORIJE GRAD. ÈETVRTI METERIZE;ŠIBENIK;1.230;795;795;783;12;1;3;2;2;1;15;6;259;2;14;19;30;40;2;12;1;22;2;108;0;11;226;1;0;2;2;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ŠIBENIK;23;BIRAÈKO MJESTO 23;PROSTORIJE AMBULANTE METERIZE;PUT KROZ METERIZE 31;1.906;1.212;1.212;1.198;14;1;4;2;4;2;17;4;398;8;17;54;85;43;6;20;16;33;1;142;1;4;328;4;1;3;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ŠIBENIK;24;BIRAÈKO MJESTO 24;PROSTORIJE GRAD. ÈETVRTI PLIŠAC;FRA STJEPANA ZLATOVIÆA ŠIBENIK;407;281;266;262;4;0;0;1;2;0;6;0;77;0;3;14;3;9;1;2;7;2;0;27;0;3;105;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ŠIBENIK;25;BIRAÈKO MJESTO 25;PROSTORIJE CRVENOG KRIŽA;EUGENA KVATERNIKA 1 ŠIBENIK;397;242;242;235;7;1;0;0;2;0;3;1;54;4;1;4;3;6;0;8;3;12;2;26;0;1;103;1;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ŠIBENIK;26;BIRAÈKO MJESTO 26;OSN. ŠKOLA VIDICI PODRUÈNA ŠKOLA RAŽINE;RAŽINE;1.334;804;804;781;23;2;2;5;2;1;13;3;295;2;7;30;65;30;2;12;11;24;1;92;1;2;176;0;1;1;1;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ŠIBENIK;27;BIRAÈKO MJESTO 27;PROSTORIJE GRAD. ÈET. RAŽINE DONJE;RAŽINE DONJE;653;408;408;400;8;2;2;3;1;2;6;1;139;5;2;16;25;25;2;3;3;7;0;63;1;1;88;3;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ŠIBENIK;28;BIRAÈKO MJESTO 28;PROSTORIJE GRADSKE VIJEÆNICE;TRG REPUBLIKE HRVATSKE ŠIBENIK;427;245;245;239;6;1;0;3;1;0;5;1;66;5;1;5;3;9;0;7;3;15;0;30;0;0;82;2;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ŠIBENIK;29;BIRAÈKO MJESTO 29;PROSTORIJE GRADSKE VIJEÆNICE;TRG REPUBLIKE HRVATSKE ŠIBENIK;377;203;203;200;3;0;0;0;0;0;4;0;58;1;2;9;2;9;0;3;2;12;1;37;0;1;59;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ŠIBENIK;30;BIRAÈKO MJESTO 30;PROSTOR. OSN. ŠK. FAUST VRANÈIÆ;TRG I.G. KOVAÈIÆA 1. ŠIBENIK;569;350;350;340;10;0;3;0;0;2;3;1;84;2;3;10;5;10;1;6;2;19;3;37;3;0;144;1;0;0;1;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ŠIBENIK;31;BIRAÈKO MJESTO 31;PROSTOR. OSN. ŠK. FAUST VRANÈIÆ;TRG I.G. KOVAÈIÆA 1 ŠIBENIK;571;359;359;351;8;1;0;0;1;0;5;1;95;10;4;11;3;18;3;11;4;19;0;44;1;0;119;1;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ŠIBENIK;32;BIRAÈKO MJESTO 32;PROSTORIJE O.Š. P. KREŠIMIRA IV;BANA J. JELAÈIÆA 74 ŠIBENIK;712;488;488;485;3;0;3;1;1;0;7;1;126;1;1;14;18;14;2;13;2;9;3;66;2;2;198;0;0;0;1;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ŠIBENIK;33;BIRAÈKO MJESTO 33;PROSTORIJE O.Š. P. KREŠIMIRA IV;BANA J. JELAÈIÆA 74. ŠIBENIK;802;553;508;497;11;2;8;5;4;1;6;2;133;1;4;19;12;5;2;10;13;12;1;63;0;2;191;1;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ŠIBENIK;34;BIRAÈKO MJESTO 34;PROSTORIJE O.Š. P. KREŠIMIRA IV;BANA J. JELAÈIÆA 74. ŠIBENIK;766;523;523;521;2;0;3;3;0;0;11;3;115;4;0;16;12;9;0;18;17;22;0;58;0;5;222;1;0;2;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ŠIBENIK;35;BIRAÈKO MJESTO 35;PROSTORIJE O.Š. P. KREŠIMIRA IV;BANA J. JELAÈIÆA 74. ŠIBENIK;1.052;686;686;682;4;1;5;0;3;2;18;1;174;0;9;20;28;22;4;15;10;32;0;96;0;9;231;0;0;2;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ŠIBENIK;36;BIRAÈKO MJESTO 36;PROSTORIJAMA PROMETNO TEHNIÈKE ŠKOLE (EX EKONOMSKA ŠKOLA);KRALJA ZVONIMIRA 2 ŠIBENIK;471;299;286;286;0;0;3;0;0;1;4;1;79;2;0;11;2;14;1;7;0;27;1;20;0;1;111;0;0;0;1;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ŠIBENIK;37;BIRAÈKO MJESTO 37;PROSTORIJAMA PROMETNO TEHNIÈKE ŠKOLE (EX EKONOMSKA ŠKOLA);KRALJA ZVONIMIRA 2 ŠIBENIK;388;215;215;210;5;0;4;2;1;0;4;1;49;2;3;7;6;4;0;10;2;14;1;30;0;2;68;0;0;0;0;;;;;;;;;;;;;;;;;
