Rbr izborne jedinice biraèa;Naziv izborne jedinice biraèa;Rbr.županije;Županija;Oznaka Gr/Op/Dr;Grad/opæina/država;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno biraèa;Glasovalo biraèa;Glasovalo biraèa (po listiæima);Važeæi listiæi;Nevažeæi listiæi;RÓBERT JANKOVICS;ŠANDOR JUHAS
007;VII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;grad;ZADAR;005;BROD 15, DUGI OTOK;ZADAR;ZADAR;0;0;0;0;0;0;0
008;VIII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;grad;ZADAR;005;BROD 15, DUGI OTOK;ZADAR;ZADAR;0;0;0;0;0;0;0
009;IX. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;grad;ZADAR;005;BROD 15, DUGI OTOK;ZADAR;ZADAR;0;0;0;0;0;0;0
010;X. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;grad;ZADAR;005;BROD 15, DUGI OTOK;ZADAR;ZADAR;0;0;0;0;0;0;0
001;I. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;grad;ZADAR;006;BROD 16, HRVATSKA;ZADAR;ZADAR;0;0;0;0;0;0;0
002;II. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;grad;ZADAR;006;BROD 16, HRVATSKA;ZADAR;ZADAR;0;0;0;0;0;0;0
003;III. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;grad;ZADAR;006;BROD 16, HRVATSKA;ZADAR;ZADAR;0;0;0;0;0;0;0
004;IV. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;grad;ZADAR;006;BROD 16, HRVATSKA;ZADAR;ZADAR;0;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;grad;ZADAR;006;BROD 16, HRVATSKA;ZADAR;ZADAR;0;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;grad;ZADAR;006;BROD 16, HRVATSKA;ZADAR;ZADAR;0;0;0;0;0;0;0
007;VII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;grad;ZADAR;006;BROD 16, HRVATSKA;ZADAR;ZADAR;0;0;0;0;0;0;0
008;VIII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;grad;ZADAR;006;BROD 16, HRVATSKA;ZADAR;ZADAR;0;0;0;0;0;0;0
009;IX. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;grad;ZADAR;006;BROD 16, HRVATSKA;ZADAR;ZADAR;0;0;0;0;0;0;0
010;X. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;grad;ZADAR;006;BROD 16, HRVATSKA;ZADAR;ZADAR;0;0;0;0;0;0;0
001;I. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;grad;ZADAR;007;BROD 17, MOLAT;ZADAR;ZADAR;0;0;0;0;0;0;0
002;II. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;grad;ZADAR;007;BROD 17, MOLAT;ZADAR;ZADAR;0;0;0;0;0;0;0
003;III. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;grad;ZADAR;007;BROD 17, MOLAT;ZADAR;ZADAR;0;0;0;0;0;0;0
004;IV. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;grad;ZADAR;007;BROD 17, MOLAT;ZADAR;ZADAR;0;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;grad;ZADAR;007;BROD 17, MOLAT;ZADAR;ZADAR;0;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;grad;ZADAR;007;BROD 17, MOLAT;ZADAR;ZADAR;0;0;0;0;0;0;0
007;VII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;grad;ZADAR;007;BROD 17, MOLAT;ZADAR;ZADAR;0;0;0;0;0;0;0
008;VIII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;grad;ZADAR;007;BROD 17, MOLAT;ZADAR;ZADAR;0;0;0;0;0;0;0
009;IX. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;grad;ZADAR;007;BROD 17, MOLAT;ZADAR;ZADAR;0;0;0;0;0;0;0
010;X. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;grad;ZADAR;007;BROD 17, MOLAT;ZADAR;ZADAR;0;0;0;0;0;0;0
001;I. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;grad;ZADAR;008;BROD 18, OLIB;ZADAR;ZADAR;0;0;0;0;0;0;0
002;II. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;grad;ZADAR;008;BROD 18, OLIB;ZADAR;ZADAR;0;0;0;0;0;0;0
003;III. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;grad;ZADAR;008;BROD 18, OLIB;ZADAR;ZADAR;0;0;0;0;0;0;0
004;IV. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;grad;ZADAR;008;BROD 18, OLIB;ZADAR;ZADAR;0;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;grad;ZADAR;008;BROD 18, OLIB;ZADAR;ZADAR;0;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;grad;ZADAR;008;BROD 18, OLIB;ZADAR;ZADAR;0;0;0;0;0;0;0
007;VII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;grad;ZADAR;008;BROD 18, OLIB;ZADAR;ZADAR;0;0;0;0;0;0;0
008;VIII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;grad;ZADAR;008;BROD 18, OLIB;ZADAR;ZADAR;0;0;0;0;0;0;0
009;IX. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;grad;ZADAR;008;BROD 18, OLIB;ZADAR;ZADAR;0;0;0;0;0;0;0
010;X. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;grad;ZADAR;008;BROD 18, OLIB;ZADAR;ZADAR;0;0;0;0;0;0;0
001;I. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;grad;ZADAR;009;BROD 19, PRIVLAKA;ZADAR;ZADAR;0;0;0;0;0;0;0
002;II. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;grad;ZADAR;009;BROD 19, PRIVLAKA;ZADAR;ZADAR;0;0;0;0;0;0;0
003;III. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;grad;ZADAR;009;BROD 19, PRIVLAKA;ZADAR;ZADAR;0;0;0;0;0;0;0
004;IV. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;grad;ZADAR;009;BROD 19, PRIVLAKA;ZADAR;ZADAR;0;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;grad;ZADAR;009;BROD 19, PRIVLAKA;ZADAR;ZADAR;0;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;grad;ZADAR;009;BROD 19, PRIVLAKA;ZADAR;ZADAR;0;0;0;0;0;0;0
007;VII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;grad;ZADAR;009;BROD 19, PRIVLAKA;ZADAR;ZADAR;0;0;0;0;0;0;0
008;VIII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;grad;ZADAR;009;BROD 19, PRIVLAKA;ZADAR;ZADAR;0;0;0;0;0;0;0
009;IX. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;grad;ZADAR;009;BROD 19, PRIVLAKA;ZADAR;ZADAR;0;0;0;0;0;0;0
010;X. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;grad;ZADAR;009;BROD 19, PRIVLAKA;ZADAR;ZADAR;0;0;0;0;0;0;0
001;I. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;grad;ZADAR;010;BROD 20, VELEBIT;ZADAR;ZADAR;0;0;0;0;0;0;0
002;II. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;grad;ZADAR;010;BROD 20, VELEBIT;ZADAR;ZADAR;0;0;0;0;0;0;0
003;III. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;grad;ZADAR;010;BROD 20, VELEBIT;ZADAR;ZADAR;0;0;0;0;0;0;0
004;IV. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;grad;ZADAR;010;BROD 20, VELEBIT;ZADAR;ZADAR;0;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;grad;ZADAR;010;BROD 20, VELEBIT;ZADAR;ZADAR;0;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;grad;ZADAR;010;BROD 20, VELEBIT;ZADAR;ZADAR;0;0;0;0;0;0;0
007;VII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;grad;ZADAR;010;BROD 20, VELEBIT;ZADAR;ZADAR;0;0;0;0;0;0;0
008;VIII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;grad;ZADAR;010;BROD 20, VELEBIT;ZADAR;ZADAR;0;0;0;0;0;0;0
009;IX. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;grad;ZADAR;010;BROD 20, VELEBIT;ZADAR;ZADAR;0;0;0;0;0;0;0
010;X. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;grad;ZADAR;010;BROD 20, VELEBIT;ZADAR;ZADAR;0;0;0;0;0;0;0
001;I. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;grad;ZADAR;011;BROD 21, VINJERAC;ZADAR;ZADAR;0;0;0;0;0;0;0
002;II. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;grad;ZADAR;011;BROD 21, VINJERAC;ZADAR;ZADAR;0;0;0;0;0;0;0
003;III. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;grad;ZADAR;011;BROD 21, VINJERAC;ZADAR;ZADAR;0;0;0;0;0;0;0
004;IV. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;grad;ZADAR;011;BROD 21, VINJERAC;ZADAR;ZADAR;0;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;grad;ZADAR;011;BROD 21, VINJERAC;ZADAR;ZADAR;0;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;grad;ZADAR;011;BROD 21, VINJERAC;ZADAR;ZADAR;0;0;0;0;0;0;0
007;VII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;grad;ZADAR;011;BROD 21, VINJERAC;ZADAR;ZADAR;0;0;0;0;0;0;0
008;VIII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;grad;ZADAR;011;BROD 21, VINJERAC;ZADAR;ZADAR;0;0;0;0;0;0;0
009;IX. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;grad;ZADAR;011;BROD 21, VINJERAC;ZADAR;ZADAR;0;0;0;0;0;0;0
010;X. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;grad;ZADAR;011;BROD 21, VINJERAC;ZADAR;ZADAR;0;0;0;0;0;0;0
001;I. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;grad;ZADAR;012;BROD 22, VUKOVAR;ZADAR;ZADAR;0;0;0;0;0;0;0
002;II. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;grad;ZADAR;012;BROD 22, VUKOVAR;ZADAR;ZADAR;0;0;0;0;0;0;0
003;III. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;grad;ZADAR;012;BROD 22, VUKOVAR;ZADAR;ZADAR;0;0;0;0;0;0;0
004;IV. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;grad;ZADAR;012;BROD 22, VUKOVAR;ZADAR;ZADAR;0;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;grad;ZADAR;012;BROD 22, VUKOVAR;ZADAR;ZADAR;0;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;grad;ZADAR;012;BROD 22, VUKOVAR;ZADAR;ZADAR;0;0;0;0;0;0;0
007;VII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;grad;ZADAR;012;BROD 22, VUKOVAR;ZADAR;ZADAR;0;0;0;0;0;0;0
